"gaptext","date"
"@evan_beacon121 We're sorry to hear about your frustration. We'll share your feedback with our leadership teams so they're aware. Thanks!",2015-11-23
"@kaynoluv Sorry to hear this. You can also call the store and speak with a manager. They'll be happy to make the necessary adjustments.",2015-11-23
"@janschroedter Try clearing your cache of cookies or use a different browser. You can also call us at 800-GAP-STYLE. We're happy to help!",2015-11-23
"@katiedohman Sorry to hear about your frustration. We'll share your feedback with our leadership team so they're aware. Thanks!",2015-11-23
"@dleeet This would depend on the shipping option you chose. We do our best to ship merchandise quickly. Thanks for shopping with us!",2015-11-23
"@stillgoat Sorry to hear this. Feel free to bring them to your local store and speak with a manager. They'll be happy to help!",2015-11-23
"@JilloniousMonk Sorry to hear this. Can you let us know which store you contacted about the hold? We'll share with their leaders. Thanks!",2015-11-23
"@ellehogan Sorry to see this. Can you let us know which store you visited so we can share with leadership? Thanks!",2015-11-23
"@katiebuys Hi there, we're happy to check on this. Can you give us a specific style number? Thanks!",2015-11-23
"@ashmeer Sorry to hear this. We'll notify the store's leadership so this can be fixed. Thanks for letting us know!",2015-11-23
"@HelenaMarklin Sorry to hear this. Give us a call at 800-GAP-STYLE so we can get all the details. We're happy to help!",2015-11-23
"@aliemartell Sorry to hear this. Feel free to call the store and speak with a manager. They'll be happy to assist you. Thanks!",2015-11-23
"@flotsamnjetsam2 Sorry to hear this. We'll share it with the store's leadership so it can be addressed. Thanks for letting us know!",2015-11-23
"@InTheReverie Hi there, we allow price adjustments for both online and in-store within 7 days of the purchase date. Thanks!",2015-11-23
"@darkever We're sorry to hear this. Send us an email at custserv@gap.com with the details. We're happy to help!",2015-11-23
"@atomlinson31 Thanks for sharing your compliments with us. Can we get your order number so we make sure we recognize the correct associate?",2015-11-23
"@hillarygreen3 Some of our stores carry maternity. Use the 'Find a Store' link on https://t.co/09gUyCApkV to see stores near you w/maternity",2015-11-23
"@AMommyMoment We determine the most efficient carrier for your order based on our warehouse &amp; your address. We may use USPS, UPS or FedEx.",2015-11-23
"@krononsa If you can get a style number, we can search stores for you. Contact your local store for the style # then call 1-800-GAP-STYLE.",2015-11-23
"@MattyKidd5 If there's a color or size you're looking for, we may be able to find it in a store. Call us at 1-800-GAP-STYLE.",2015-11-23
"@vtlogcabin Sorry for any frustration. Please call us at 1-800-GAP-STYLE if you need help with your order.",2015-11-23
"@Chaden You can give our Customer Service team a call at 1-800-GAP-STYLE to see if they can help you out!",2015-11-23
"@pinklad2001 Sorry to hear this. Send us your order number and we'll be happy to check the status. Thanks!",2015-11-19
"Pile on the layers this holiday season. #StyldBy @Honestlywtf 

See more of this look at https://t.co/ahAHEpC8jw. https://t.co/umIkF79C6O",2015-11-19
"@MsNycole Sorry to hear this. We'll share your feedback with our leadership team so they're aware. Glad to hear you were able to exchange.",2015-11-19
"@MsNycole We hate to hear this. Take them to the store and meet with manager. If they see that the pants are defective, they can help. Thx!",2015-11-19
"@BrokeMillennial  We are sorry to see this. We to make this available to online leadership for you. Call so we can help. 1-800-OLDNAVY",2015-11-19
"@danielleolmetti We are sorry for this inconvenience. Where were you shopping? We to make this available to market leadership for you.",2015-11-19
"@Barba_AB  Where were you shopping? We to make this available to market leadership for you. Hope to hear from you.",2015-11-19
"@Jamesmicroblog We would need more details to try to help. Can you email us at custserv@gap.com?  Be sure to include your order information.",2015-11-19
"@the_gwyn So sorry. We have shared this with our U.K. marketing team for you. Please contact us at 0800 368 0674 for more details.",2015-11-19
"Time to stock up on warm blankets and hot chocolate! RT if you agree. #Gapisms https://t.co/jedwRDnrrV",2015-11-18
"The centerpiece of every great winter outfit: a festive sweater. #gaplove

Shop sweaters: https://t.co/6N3OvArpNW https://t.co/IqhPMPsLpv",2015-11-18
"Simple long sleeves + Gap denim is the standard for @thegivingkeys. #StyldBy

See more at https://t.co/ahAHEpC8jw https://t.co/Ln7sZnMEjd",2015-11-17
"@itsjustmethree The shipping will be upgraded to ensure it arrives on time at no charge to you.  Thanks!",2015-11-17
"@itsjustmethree We double checked and it looks like your order is pending shipment. The first promised date is 11/20.",2015-11-17
"@Anurag11 If your approved, let us know, we are happy to help with your new cardholder discount.  Thanks!",2015-11-17
"@Anurag11 Sorry to hear this. In some instances there may be additional information needed to make a determination.",2015-11-17
"@jonathanlein Sorry to hear this. Please take them to your local store and speak to a manager about your quality concerns.",2015-11-17
"@vinnyrodriguez Sorry to see this. Please take them to your local store and speak to a manager,",2015-11-17
"*Reg-price socks, up to 1 million pairs, Nov 16 - Dec 5, 2015. Visit https://t.co/AvpTW9MijD for more information.",2015-11-16
"Buy a pair of @Bombas or holiday socks &amp; we‚Äôll donate a pair to be provided to someone in need.* #SocksForAll https://t.co/I7PvyfvpPr",2015-11-16
"@LEM66 Correct! just print a prepaid mailing label on https://t.co/09gUyCApkV.",2015-11-16
"Need holiday outfit inspiration? Follow our @Pinterest board for Holiday '15. #gaplove https://t.co/Kwq5qjgq3s https://t.co/hM3mcbm6CM",2015-11-16
"What's beneath the bow? Stop by a @Gap store today through 11/15 to see what we have up our sleeves. #gaplove https://t.co/TUGOJcbrlY",2015-11-13
"Even in California, @CindyCrawford loves bundling up in a warm sweater. #StyldBy 

See more: https://t.co/ahAHEpC8jw https://t.co/lUMzW0QEKY",2015-11-13
"Throw an over-sized coat over a simple button-down. #Styldby @thegivingkeys

See more: https://t.co/ahAHEpC8jw https://t.co/j7rb2oih1Z",2015-11-13
"@CalamariGirl Sorry to hear this. We'll share your feedback with our online leaders so they're aware. Call us at 800-GAP-STYLE for help.",2015-11-13
"@HostingInHeels Sorry to hear this. Feel free to call us at 800-GAP-STYLE and we'll be happy to help find the right outfit for you. Thanks!",2015-11-13
"@meghanj22 np! let us know if you need any more help. Thanks!",2015-11-13
"@MorganCBarnes Please call as soon as possible or reply so we can catch the order before it is fulfilled.",2015-11-13
"@MorganCBarnes Since you just placed that order this morning, we can attempt to cancel it so you can reorder through airmilesshops.ca",2015-11-13
"@meghanj22 We also want to make sure you received all of the items you ordered. If you were missing any of  your items, please let us know.",2015-11-13
"@meghanj22 You can visit https://t.co/GWxr7qEzwh and print a free return label and just send the item back with a note of what happened.",2015-11-13
"@meghanj22 It looks like they sent a reply on 11/7. We are sorry if you did not receive that. We can give you those details here.",2015-11-13
"@dmmatic Thanks for pointing out this typo. I have shared it with our merchants for correction.  Check back soon for the correct price!",2015-11-13
"@AndKellySays Hi Kelly, We are looping in @AskSynchrony for help with your card member services.  Thanks!",2015-11-13
"@MorganCBarnes Thanks for reaching out.  I apologize for any confusion I may have created.  This offer is not available in our stores.",2015-11-13
"@MorganCBarnes Thanks! I found the information you are referencing. The miles are available for online purchases though airmilesshops.ca.",2015-11-13
"@MorganCBarnes Thanks for sending this. Can you tell me if this is Gap Canada, US, or UK? I want to reach out for more info for you.",2015-11-13
"@meghanj22 I believe I found your email. Is this concerning the sweater you received that is not on your order?",2015-11-13
"@LAmamma1 Sorry that we may have missed your first tweet. We hope that you will give us a call at 1-800-GAPSTYLE. We are happy to help.",2015-11-13
"@Isadelia530 Give us a call at 1-800-GAPSTYLE so we can try to help.  thanks!",2015-11-13
"@Isadelia530 We are sorry to see that your offer may have been delayed, these are typically all mailed on the same day.",2015-11-13
"@j_strubell We are so sorry for this. Please call us so we can make this right for you.  1-800-GAPSTYLE.  Thanks for your patience.",2015-11-13
"@MJDub57 We found your order and we will make the most of your feedback. Thanks for letting us know.",2015-11-13
"@MJDub57 We are so sorry for this inconvenience. We have sent an email to you to apologize for the trouble.  We hope it is helpful.",2015-11-13
"@JSlip1 We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks",2015-11-13
"@hasanjafree So sorry to hear this.  We have made this available to district leadership the store. Thx for your feedback!",2015-11-13
"@LEM66 If you would like to call us, we are happy to process an exchange of the item for you.  So sorry for the inconvenience.",2015-11-13
"@LEM66 We are so sorry to see this. Please tell us your order number so we can direct your feedback where it is most needed.",2015-11-13
"@cameracait So sorry to hear this.  We have made this available to marketing leadership for you. Thx for your feedback!",2015-11-13
"@RebeccaLee19 We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks",2015-11-13
"@jessieharbour_ We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks",2015-11-13
"@EatShopLiveNYC  Hi Wesley, we would like to see if we can help with your concern. Let us know what happened.  Thanks!",2015-11-13
"@jillbarling So sorry. Please give us a call so we can get more info. We want see how we can help.  1-800-GAPSTYLE.",2015-11-13
"@TopWindays email us at custserv@gap.co.uk or call toll free from inside the UK at 0800 368 0674. We hope to hear from you so we can help.",2015-11-13
"@MorganCBarnes We are sorry for any confusion, but we don't have an air miles program. Can you tell us more about the offer so we can help?",2015-11-13
"@meghanj22 Sorry for any frustration, we searched to find your tweet, but this is the only one we see.  Please let us know how we can help.",2015-11-13
"@CalamariGirl  The inseam on Long is 34 and the inseam on Tall is 36. Here is the link to the size charts. https://t.co/e1YOLSjzQC",2015-11-13
"Get festive with fair isle. #gaplove

Shop women's sweaters here: https://t.co/6N3OvArpNW https://t.co/uMqDfWx46D",2015-11-12
"@xayoxrox What code are you referencing?  We can try to help.",2015-11-12
"@RuijingWu Contact the store on your receipt and arrange a return by mail. If you have another outlet near you, you can return it there.",2015-11-12
"@lexicanaa So happy to hear that!",2015-11-11
"Layer up in style this holiday. #gaplove

Gift our latest collection: https://t.co/6N3OvArpNW https://t.co/J0A4HXWQoH",2015-11-11
"@FlymoRee We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks",2015-11-11
"@baileyrod_ So sorry, this shirt sold out quickly. We hope you find something you like just as well.  Thanks for reaching out.",2015-11-11
"@hombrebrillante we have passed this along to the store for you. Thanks!",2015-11-11
"@ontologista So sorry, we can remove you from the distribution list if you send an email. You can also click unsubscribe in the email.",2015-11-11
"@krvanch Thanks for sending this observation.  We has shared this with the design team for you.  This is great feedback!",2015-11-11
"@alexis_brown99 You should partner with your manager for help with your employee portal. Thanks",2015-11-11
"@jodyciplinski If you scroll all the way to the bottom of the email, there should be an unsubscribe link.",2015-11-11
"@joey_bird As long as the invoice is noted as a gift invoice, the items can be returned.",2015-11-11
"Pair a soft, neutral Gap coat with a punch of red for fall. #gaplove

Shop wool coats: https://t.co/LVbc8WPZr5 https://t.co/R0I1ZG8rbz",2015-11-11
"Christina of @newdarlings keeps things casual in classic Gap denim. #Styldby

See more: https://t.co/ahAHEpC8jw https://t.co/UdLmBETKMJ",2015-11-10
"All you need is tea... and warm socks. #Gapisms

Shop cozy socks for winter: https://t.co/f0YGAfoyZ0 https://t.co/e6KCCI2WjJ",2015-11-09
"We've got a sunny outlook on winter style. #gaplove

Shop this look: https://t.co/6N3OvArpNW https://t.co/HE3jpIWBUf",2015-11-07
"@JMStephenson619 Sorry to hear this. Give us a call at 800-GAP-STYLE so we can help with this. Thanks!",2015-11-06
"@angiegillikin Hi there, we don't have any specifics right now, but keep checking our New Arrivals section online for updates. Thanks!",2015-11-06
"@bearwithsesame Hi there, feel free to email us at custserv@gap.com. We're unable to guarantee a callback. Sorry for the trouble",2015-11-06
"Get giving! Our complete holiday gift guide is here. #gaplove https://t.co/6N3OvAJ0Fu https://t.co/MLlZ2liJPj",2015-11-06
"Coordination in cozy knits. #StyldBy @viewfromthetopp

See more: https://t.co/ahAHEpC8jw https://t.co/6LGcKbKahu",2015-11-06
"@bearwithsesame Give us a call so we can help 1-800-GAPSTYLE or from the UK at 0800 368 0674",2015-11-06
"@Partunia No worries, just take them to  your local store and meet with a manager. They can help.",2015-11-06
"@bearwithsesame We would like to get more details so we can help. Please call us at 1-800-GAPSTYLE",2015-11-06
"@thomasdcox Sorry to hear about your frustration. You're welcome to call us at 800-GAP-STYLE and speak with our Research department. Thanks!",2015-11-05
"Embrace the spirit of the season‚Äîand the ones you love. #gaplove 

Shop Holiday '15: https://t.co/6N3OvArpNW https://t.co/ayJMrZuhkR",2015-11-05
"@DavinaPerera We would like the chance to speak with you to see what happened. Please give us a call at your convenience.  Thanks!",2015-11-05
"@sillyrabbit0830 We hope you will reach out again so we can help. We are so sorry for the inconvenience. Thanks!",2015-11-05
"@SMB4 Sorry to hear this. Can you let us know which store you visited so that we can share with their leadership? Thanks!",2015-11-02
"@pennyeah Hi there, give us a call at 800-GAP-STYLE and we'll be happy to check for availability. Thanks!",2015-11-02
"@dark54555 Sorry to hear about your disappointment. We'll share your feedback with our marketing leaders so they're aware going forward.",2015-11-02
"Never underestimate a good pair of jeans. Ì†ΩÌ≥∑ by @nicolassimoes.

For a chance to be featured, mention @gap. https://t.co/g9Z1YFctD1",2015-11-02
"@EnriqueM13 Oh no, We hope you will call us so we can take care of this for you.  Thanks for letting us know so we can help. 1-800-OLDNAVY",2015-11-02
"@petty_marshall If you are having trouble with one of your purchase. Please take it to the store and meet with a mgr. They can help.",2015-11-02
"@aw_graphics Sorry to disappoint, but the jeans are excluded from the promotion.  We hope this helps.",2015-11-02
"@charlie7761 You can check the status at 1-800-955-8597.  Our refund center can help with you certificate. We are sorry for the long wait.",2015-11-02
"@petty_marshall We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks",2015-11-02
"Ba≈üak Yazar pairs a black Gap sweater and grey skinnies. #StyldBy

See more of her look: https://t.co/ahAHEpC8jw https://t.co/yMccg0aU9m",2015-10-30
"@jackielnx Sorry Jackie, I forgot to get the store location information. Where were you shopping? Thanks",2015-10-30
"@jackielnx Sorry for the delay. We do our best to anticipate busier times. We let the store know about your experience. Thanks for feedback",2015-10-30
"@junkieliam We are so sorry to hear this. please call us so we can get more details. 1-800-GAPSTYLE",2015-10-30
"@ihavefallenprey  We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks",2015-10-30
"@BianeyThePain I am happy to take a look at your order. Please send me your order number and I will see what the status is.  Thanks!",2015-10-30
"@elenaquebuena Sorry to hear this. Feel free to email us at custserv@gap.com with the details. We're happy to help!",2015-10-29
"@NaughtyBrent Sorry to hear this. Give us a call at 800-GAP-STYLE and we'll be happy to go over your options. Thanks!",2015-10-29
"Good grief! This Charlie Brown onesie is too fun! @Snoopy #GapKidsxPeanuts 
Shop here: https://t.co/TqbRdQPitI https://t.co/6MWe0cH1Kf",2015-10-29
"@LyftZombieMode Can you show us some #gaplove? Need zombies at Gap NYC HQ during lunch tomorrow. DM &amp; follow please! #LyftZombieMode @lyft",2015-10-29
"And we‚Äôre off! Introducing #GapFit for Men, our collection of workout staples exclusively at #555MichiganAve. https://t.co/LGnWEM4yjh",2015-10-29
"@awomanwhoeats  We would like to see if we can help. Please send us your order number so we can take a look.  Thanks!",2015-10-29
"@smullian Awesome! we shared this with her manager.",2015-10-29
"@2Cameras Tell us the size and color you are looking for, and a general idea of where you live.   hanks!",2015-10-28
"@Alison_Doyle Please ask her to call us. We want to get more info so we can make this right. Thanks! 1-800-GAPSTYLE",2015-10-28
"@letskeepitspicy Send it to custserv@gap.com.  Attn: Twitter Team.  Thanks!",2015-10-28
"@Josef_Malkovich Give us a call so we can get more info about this.  We want to help. 1-8080-GAPSTYLE.",2015-10-28
"Cheer is here. Introducing Holiday 2015. #gaplove

Shop the collection: https://t.co/3JDpgGD0Aa https://t.co/rzcNSayQqP",2015-10-28
"Hey, Chicago! Celebrate our #555MichiganAve grand re-opening with @CultsCultsCults. Details: https://t.co/VRXkL2XVtk https://t.co/88wfxPE7ul",2015-10-27
"@letskeepitspicy Sorry to hear this. Send us an email with details of your issue and we can forward it to Synchrony. Subject: Attn: Twitter",2015-10-27
"@apreidy Sorry to see this. Feel free to bring them to your local Gap store and a manager will be happy to assist you with this. Thanks!",2015-10-27
"@LantosH14 Hi there, you're welcome to print a return label from our website: https://t.co/S8hoqXc9zv Hope this helps!",2015-10-27
"@Miiss_Chelle Sorry to hear this. Send us an email with the details of your experience and we'll be happy to help!",2015-10-27
"You can never go wrong with Gap denim and a white tee. #StyldByYou

Shop all denim here: https://t.co/d82nzqdhOu https://t.co/pK1LnUnQy3",2015-10-27
"@DiegoFariasMX Sorry for the confusion. You can change the shipping destination to Mexico by clicking the small flag on our website.",2015-10-27
"@lukejr Unfortunately we don't have any specifics, but we recommend checking our New Arrivals online or your local store for updates.",2015-10-27
"Make it an adventure. #Gapisms

See more inspiration on our @Pinterest board: https://t.co/xfb214ZxXr https://t.co/D44GWjAWeJ",2015-10-26
".@thedressedchest is dapper in his Gap + GQ @thehill_side jacket. #GQforGap

Get it here: https://t.co/YmFfF1Iw0X https://t.co/lHGjwFoJde",2015-10-26
"@moreillly We are sorry to see this. Please call so we can help. Thanks! 1-800-GAPSTYLE",2015-10-26
"@mattievos please contact us at custserv@gap.co.uk or at 0800 368 0674. We can help.",2015-10-26
"@KatStorrSky please send us an email to custserv@gap.com.  Let them know that you a have tried several times and they can help. Thanks!",2015-10-26
"@julesdoyle Hi Jules, give us a call so we can help with this concern. We are sorry to hear about this.  1-800-GAPSTYLE",2015-10-26
"@emqk So sorry. Please give us a call so we can get more info. We want to follow up with store.  1-800-GAPSTYLE",2015-10-26
"@MelissaChanel2 We can try to help via email if you like. custserv@gap.com.  Sorry for the frustration.",2015-10-26
"@charlienj75 So sorry for the long lines. We will share this with store leadership for you. Thx for letting us know about this experience.",2015-10-26
"@SimonKornberg No problem, you can call toll free within the UK at 0800 368 0674.  Hope to hear from you soon.",2015-10-23
"All set for a weekend adventure. See more of this look here: https://t.co/J4cpgan4rl #StyldBy @aspoonfultweets https://t.co/E8tu6wTuR5",2015-10-23
"@droberts0503 Sorry to hear this. Can you send us an email at custserv@gap.com so that we can get a little more information? Thanks!",2015-10-23
"@LauraFitz44 Sorry to hear this. Can you send us an email at custserv@gap.com so that we can get a little more information? Thanks!",2015-10-23
"@jaclyn_fu Oh no! Give us a call at 800-GAP-STYLE so that we can check on this. Thanks!",2015-10-23
"@SimonKornberg Oh no! We're sorry to hear this. Give us a call at 800-GAP-STYLE and we can try to find something similar for a replacement.",2015-10-23
"@jacquieromano Sorry to hear this. Can you let us know which store you visited so that we can share with leadership? Thanks!",2015-10-23
"@MickiMaynard The items you selected may not have been eligible. You can click on the usage details if you're ever note sure. Thanks!",2015-10-23
"@smelissareohr Sorry to hear this. We recommend contacting Synchrony Bank about this. 800-887-1198. They'll be happy to check on that",2015-10-23
"@RacheISchaeffer Hi there, here's a link to our Returns page: https://t.co/S8hoqXc9zv Hope this helps!",2015-10-23
"@RealErikLeBoy Sorry to hear this. Feel free to email us at custserv@gap.com. We'll be happy to check on this for you. Thanks!",2015-10-23
"@HYPEBEAST_PAT Sorry to hear this. We'll share your feedback with our online leaders so they're aware. Thanks for shopping with us!",2015-10-23
"@ltlmscantbwrong Sorry to hear this. Give us a call at 800-GAP-STYLE so that we can get a little more information. Thanks!",2015-10-23
"@Im_Tainia Sorry to hear this. Can you give us a call at 800-GAP-STYLE so that we can go over your available options? Thanks!",2015-10-23
"It's sweater weather for @wesjtay. 

Shop it here: https://t.co/5zFZ8WKRbE https://t.co/LsEUUpJOwP",2015-10-22
"Globally, women in the workplace don‚Äôt reach their full potential. #pace is changing that https://t.co/Kq2FTnKdic https://t.co/1essUn7vtg",2015-10-22
"@ChyeahImFilthy Just print a prepaid label from https://t.co/09gUyCApkV and include your order number, name and address. We can help.",2015-10-22
"@AdamClinard1 So sorry. Please give us a call so we can get more info. We want see how we can help.",2015-10-22
"@justmeomaya We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks",2015-10-22
"Hey @Snoopy Ì†ΩÌ∏é Shop our @GapKids Peanuts collection for all the classics: https://t.co/ngU4wFxDs4

#GapKidsxPeanuts https://t.co/rmUnmAjR8X",2015-10-22
"Break out the sweaters! RT if that's your plan, too.

https://t.co/H1k0FQmzNm https://t.co/yNEbRLVgxU",2015-10-22
"A side zip tunic and legging jeans make the perfect pair. #StyldBy 

See more of this look: https://t.co/HhldW7R1iW https://t.co/IT820K5mwy",2015-10-21
"@MarkyBaker Happy to help! Can you send us your order number so we can take a look? Thanks!",2015-10-21
"@kellybee83 The tracking information says it was delivered earlier this afternoon. Call us at 800-GAP-STYLE if you need help!",2015-10-21
"@notartar2 We're sorry to hear this. Feel free to give us a call at 800-GAP-STYLE and we'll be happy to see what options are available.",2015-10-21
"@JohnSahakian We're very concerned about this. Can you please call us at 800-GAP-STYLE and ask for Customer Relations? Case# 1917544",2015-10-21
"@Rhaynukaa Oh no! You're welcome to call them and speak with a manager. They'll go over your receipt and make the necessary corrections.",2015-10-20
"@kingval We're sorry to hear about your frustration. Can you give us a call at 800-GAP-STYLE so that we can get a little more information?",2015-10-20
"@HaleyRSchmidt They would need to be returned at a Gap Outlet location. Sorry for any inconvenience this may cause.",2015-10-20
"@DavesNotHere_65 Sorry for the trouble. Please give us a call at 800-GAP-STYLE so that we can get a little more information. Thanks!",2015-10-20
"@joshuaclintonn We recommend refreshing the page. Give us a call at 800-GAP-STYLE and we'll be happy to help you with your order. Thanks!",2015-10-20
"@sdonline There's no timeframe to return/exchange defective merchandise. Hope this helps!",2015-10-20
"We're partnering with @BGCA_Clubs to collect new/gently used coats. Drop coats off at a @Gap through 11/27 &amp; get $10.00 off your purchase!",2015-10-20
"Introducing Peanuts for @GapKids! Shop @Snoopy &amp; Charlie Brown inspired pieces in select stores now #GapKidsxPeanuts https://t.co/FcPr3yalQE",2015-10-20
"@T0ups We hate to hear this. Please call so we can help.  1-800-GAPSTYLE.",2015-10-20
"@sdonline We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks",2015-10-20
"@brycemeinster We hate to hear this. Please let us know which store it was so we can follow up with leadership.  Thanks!",2015-10-20
"West Coast surf culture &amp; East Coast street attitude inspires @Chris_Stamp 

Shop #GQforGap: https://t.co/jZCuB44TZv https://t.co/8f04DzRvVq",2015-10-19
"@domoknows_91 The GQ collection was only available in US and Canada. Sorry for any disappointment this may cause.",2015-10-19
"@TheChaviva Sorry to hear this. Feel free to call the store and speak with a manager. They can look over your receipt for you. Thanks!",2015-10-19
"@iamemmajohnson Sorry to hear this. We'll share it with the store's leadership so they can address it. Thanks for letting us know!",2015-10-19
"@christineleigh They are asking that you return the incorrect shirt using a prepaid mailing label.  There will be no charge for shipping.",2015-10-16
"@christineleigh Thanks for sending this. It looks like they sent out the correct shirt already as a courtesy.",2015-10-16
"Weekend plan: hit the road. RT if that's on your agenda, too. http://t.co/o4swwfGKS1",2015-10-16
"@JBHORSLEY Sorry to hear that. Call the store and ask for manager. They can review your transaction and make any needed changes for you.",2015-10-16
"@christineleigh Yes, we do.  How can we help?",2015-10-16
"@Lolabelle1987 We always recommend you check exclusions. If that is not the problem, call so we can help.  Thanks!  1-800-GAPSTYLE",2015-10-16
"@christineleigh We would like to see if we can help. Send us your order number so we can review your order.  Thanks!",2015-10-16
".@LoefflerRandall's creative director pairs Gap jeans and a white top. #StyldBy @Refinery29 http://t.co/FqV1PKsDDg http://t.co/k0yhEqTVw6",2015-10-15
"@merprice We're happy to help! Send us an email at custserv@gap.com at your earliest convenience with the details. Thanks!",2015-10-15
"@rabbidanny We're sorry to hear this. Feel free to send us an email at custserv@gap.com with the details. We're happy to help!",2015-10-15
"@MaziMazNYC Hi there, give us a call at 800-GAP-STYLE and we'll be happy to check your local area for availability. Thanks!",2015-10-15
"@AwesomeStef_ Sorry to hear this. Can you send us an email at custserv@gap.com with the details? We're happy to help!",2015-10-15
"@H2the_N_A It was returned back as undeliverable and we never heard back from you about reshipping. Call us at 800-GAP-STYLE so we can help",2015-10-15
".@DavidHartNYC updates the classic American uniform for #GQforGap. 

Shop the collection: http://t.co/BJLp8viwHY http://t.co/GxDv0L294K",2015-10-15
"@RalphieMJr We know the feeling!",2015-10-14
"Selvedge denim and unique camo makes up @thehill_side's #GQforGap collection. 

Shop it here: http://t.co/BJLp8vA86y http://t.co/3AHRuJkgTy",2015-10-14
"Blogger @MelanieLMorais explores Valencia, Spain in Gap black denim. #StyldByYou http://t.co/XqfXduZqOl http://t.co/Se3mkhwhHJ",2015-10-14
"@PorterShannen Glad to hear!",2015-10-14
"@stacyhardy1313 Thanks for being such a loyal customer!",2015-10-14
"@rmarks228 If an item is found defective by a manager, a receipt is not needed.  Be sure you speak with a manager.  Thanks!",2015-10-14
"@H2the_N_A Send us your order number so we can look into this for you.",2015-10-14
"@ssjjvv Hi there, we're sorry for any frustration you have with the return label. We'll share your feedback with our leadership teams.",2015-10-13
"@_mcmy Sorry to hear you're having trouble. Give us a call at 800-GAP-STYLE so we can help. Thanks!",2015-10-13
"@brndonEP Oh no! You can take them to your local Gap store and a manager will be happy to help you with this. Thanks!",2015-10-13
"@littledogfriend Unfortunately, no. Online merchandise can only be returned to Gap Specialty. Sorry for the trouble.",2015-10-13
"@dannydstanding Sorry about that. Our UK number is 0800 368 0674. Thanks, Gap",2015-10-13
"Photographer @jessiejwebster wraps up in a Gap wool trench coat. #StyldBy @thezoereport http://t.co/tckIgOFW7D http://t.co/5xfasqbmQV",2015-10-13
"@dannydstanding  Call us at 1-800-GAPSTYLE and we can help you get logged on.  Sorry for the inconvenience.",2015-10-13
"Monday's mantra: positive mind, positive vibes, positive life. #Gapisms",2015-10-13
"Casual chic: Gap denim &amp; classic staples. #StyldByYou

For a chance to be featured, tweet us your photos. http://t.co/SzFYvfUavN",2015-10-12
"The @GapInc P.A.C.E. program results show increased self-esteem. Learn more at http://t.co/Kq2FTnKdic #1MWomen http://t.co/xSIUFgrWfv",2015-10-12
"@ssjjvv Sorry to hear about your frustration. Give us a call at 800-GAP-STYLE and we can go over your available options. Thanks!",2015-10-12
"@simongittus Sorry to hear this. Feel free to email us at custserv@gap.co.uk with the details. We're happy to help. Thanks, Gap",2015-10-12
"@SMayhewCraddock The free shipping is an option at checkout. Sorry for any frustration this has caused. Thanks, Gap",2015-10-12
"@sharepointalex Hi there, give us a call at 800-GAP-STYLE and we can go over what's available. Thanks!",2015-10-12
"@crstreet Sorry to see this. Give us a call at 800-GAP-STYLE and we can go over your options. Thanks!",2015-10-12
"@JessicaRavaged Oh no! Please give us a call at 800-GAP-STYLE and we'll be happy to go over your options. Thanks!",2015-10-12
"@mangobeads Feel free to call us at 0800 368 0674. We're happy to help. Thanks, Gap",2015-10-12
"@tahowe1 Too cute! Thanks for sharing.",2015-10-12
"Dapper in @DavidHartNYC. @Masterwilliams styles our #GQforGap collection perfectly. Shop it: http://t.co/jZCuB44TZv http://t.co/q2FdmwLDNR",2015-10-10
"That fall feeling when you're in head-to-toe denim. #Gapisms",2015-10-09
"@notbeingperfec Sorry to hear this. We'll share it with the store's leadership so they're aware. Thanks!",2015-10-09
"@mangobeads Sorry to see this. Can you give us a call at 800-GAP-STYLE? We're happy to help with this. Thanks!",2015-10-09
"Copywriter Jacky Hussein wears 1969 girlfriend jeans with her trusty camera in tow. #Styldby http://t.co/a9tSrCnu44 http://t.co/EAj2zujuXN",2015-10-09
"@lilybethwalters We have one at  Gap Outlet locations. We've shared your interest in a discount at our specialty stores as well.  Thx!",2015-10-09
"@Beamske We hate to see this. Take them to the store and meet with manager. If they see they're defective, they can help. Thanks",2015-10-09
"@AIonso_ Sorry for the trouble! Please email this to jobs@gap.com so they can assist with your application.  Thanks!",2015-10-09
"@Stackers1979 Sorry to hear this. Can you let us know which store you visited so that we can share with the leadership team? Thanks!",2015-10-08
"@LizzieBaxter12 Sorry to hear this. Give us a call at 800-GAP-STYLE and we'll be happy to look into this. Thanks!",2015-10-08
"@kslaven We're sorry to hear this. Please call us at 800-GAP-STYLE and we'll be happy to see what is happening. Thanks!",2015-10-08
"New York bookbinder @aspoonfultweets wears 1969 selvedge denim. #Styldby @HelloMr http://t.co/ggyPnwAxlG http://t.co/E9O5NPg0Tc",2015-10-08
"@meghan_hanrahan Sorry to hear this. Feel free to give us a call at 800-GAP-STYLE and we can email you a label to use. Thanks!",2015-10-08
