"urbantext","date"
"Part record club, part music journal: get to know the guys behind @SinglesClubFM on the Blog. https://t.co/c0WTw1MRJK",2016-02-11
"The softest duvet for these super chilly days Ì†ΩÌ∏ç https://t.co/twRF6FdgbH https://t.co/G5TicjpVYi",2016-02-11
"It's freezing out there. WARM UP! All sweaters are 30% off + new items on sale: https://t.co/EuSPLJMdVy https://t.co/0AsREN8EyJ",2016-02-11
"Hats on Ì†ΩÌ¥ù https://t.co/q1oIH29eaJ https://t.co/37cLwTFTwc",2016-02-11
"This is the sweatshirt. https://t.co/j4MbxQsBXS https://t.co/bcVHFeZRJO",2016-02-10
"These dresses are our everything ‚Üí https://t.co/GE5GEeMuvT",2016-02-10
"Humpday vibes. https://t.co/5K8vm7xEMC https://t.co/c3MHgxADsW",2016-02-10
"The guide to eating in LA courtesy of @themjeans: https://t.co/YmBeOJnGiJ https://t.co/FiBwhOl96L",2016-02-10
"#LoveUO Ì†ΩÌ≤ö @Space24Twenty https://t.co/c7zI90dcQu",2016-02-10
"@lcuneaz24 luv u",2016-02-10
"@SeattlesTravels did you go sledding on this pizza slice?",2016-02-10
".@CalvinKlein swimwear is online now and we want it all: https://t.co/nhLlQ6d15N https://t.co/ZNsymm7Ung",2016-02-10
"Most lipsticks contain 15% pigment.
@milkmakeup's contain 30%. Ì†ΩÌ≤ã https://t.co/DsxdKsfDpn https://t.co/1kHQiV8JjT",2016-02-10
"Shirts you'll wear everyday: https://t.co/XQUgl8TBRp",2016-02-09
"https://t.co/zqzXnozY8P ‚Üê Wear this on your V-Day date. (Or your V-Day night in.)",2016-02-09
"Because good lighting is everything Ì†ΩÌ≤° https://t.co/TXQjl7fDKz",2016-02-09
"True. #NationalPizzaDay Ì†ºÌΩï
https://t.co/icmN1dX1X7 https://t.co/lRgbM6018i",2016-02-09
"One giveaway everyday, all month long. Ì†ΩÌ≤Ö Follow the new #UOBeauty Instagram: https://t.co/8q5zw6TyOh https://t.co/hPkBS5qcvu",2016-02-09
"@misaelabr Ì†ΩÌ±å",2016-02-09
"A new essential: the Without Walls Reversible bomber jacket. Ì†ΩÌ±å https://t.co/8yFCVpQeBW https://t.co/79iRlmQDbI",2016-02-09
"""I like the vinyl format for listening, reading, looking, and holding."" https://t.co/nyFCYOi07h https://t.co/js0N6YIo13",2016-02-09
"For those on the go: 5 minute makeup looks using @milkmakeup Ì†ΩÌ±â https://t.co/VxfTab5eMS @jadextaylor @samandude https://t.co/abhbmbwdHc",2016-02-09
"#LoveUO Ì†ΩÌ≤ï https://t.co/8sNpwmBNO5",2016-02-09
"Hi, perfect bed. https://t.co/e7LlQqdlaO https://t.co/kb7z1YU9MD",2016-02-09
"New in the sneaker shop Ì†ΩÌ±â https://t.co/SMgbhuj27U https://t.co/mjzMuji7ka",2016-02-08
"One spritz on dry skin = instant refresh. https://t.co/gHl0U5PMVi",2016-02-08
"""My favorite photos are always untouched moments in life."" https://t.co/gkuWczqiOG @slumworm https://t.co/Rlr9towIrn",2016-02-08
"Neutrals from head to toe Ì†ΩÌ≤≠ https://t.co/ncQfNZ9IaX https://t.co/PjeVD1lazb",2016-02-08
"Ì†ΩÌ∏ò https://t.co/EvNozHo6Vs",2016-02-08
"Find the little black dress of your dreams: https://t.co/mcq6jsIWGG",2016-02-08
"It's HERE! Shop brand new @milkmakeup online now: https://t.co/cZjwOCuWNp https://t.co/p5VxUnJXVm",2016-02-08
"The sweetest V-Day dresses ‚ù§Ô∏è https://t.co/aBVxEPnlpl",2016-02-08
"Follow along with the new #UOBeauty Instagram for giveaways every day, all month long: https://t.co/8q5zw6TyOh https://t.co/4Hs5qO7lfX",2016-02-07
"Off the shoulder Ì†ΩÌ±å https://t.co/C4t1BenYsZ https://t.co/cmSbCmOD1r",2016-02-07
"Good morning. Stay in bed. https://t.co/uDdeyk7vlS https://t.co/t39wCCO5ry",2016-02-07
"Hey, Saturday. @adidasoriginals https://t.co/e6Tvh6jUE1 https://t.co/42itpBv7Kd",2016-02-07
"Faves. Ì†ºÌºπ https://t.co/fRCj8Oe7oL #UOBeauty",2016-02-06
"LOL. https://t.co/TOjPYtt6EE #LoveUO https://t.co/3RVJFqccld",2016-02-06
"There's still time to DIY your own V-Day scrapbook! Get crafty today: https://t.co/pRE0ybvvBg #LoveUO https://t.co/ijZa1GeHDU",2016-02-06
"Click if this resembles your bedroom goals: https://t.co/pH1rCzXAbG https://t.co/Ggh3HxtDSG",2016-02-06
"The Home Sweet Sale ends TODAY!
Take $100 off sofas, 25% off select bedding + tapestries, and more here: https://t.co/6Evg5gnVxT",2016-02-01
"Palm Springs things on the Blog: https://t.co/AMVkkudRZk @clseeper https://t.co/yvz5e0POI2",2016-01-31
"Dresses for those beach days you're dreaming of...https://t.co/oIbi4icEaM https://t.co/U31p1glJ2F",2016-01-31
"Because nothing beats a long, hot bath: https://t.co/6AObq2lLb1 https://t.co/E93HABXUds",2016-01-31
"Where do you want to go in 2016? https://t.co/qzl5BVlw4b https://t.co/eMKUuXYFi8",2016-01-30
"Weekend wear. https://t.co/CSqviEl4hh #MyCalvins https://t.co/NBKueTbR5T",2016-01-30
"V-day needs. https://t.co/zC9ABKGH2G https://t.co/yODp4SMMsg",2016-01-30
"Weekend vibes. https://t.co/xLlotYMBNT https://t.co/CmXI7xV7aE",2016-01-29
"#UOGoals this weekend: GET CRAFTY. More on the blog: https://t.co/1pZ4S8ZYKI https://t.co/1Z1BWdbLFT",2016-01-29
"""It‚Äôs the ultimate statement that you choose for yourself."" Artist Joe Flores on the importance of graphic tees: https://t.co/lC7U9geGY4",2016-01-29
"We found your V-Day dress ‚ù§Ô∏è https://t.co/liXc8OwS2R #LoveUO",2016-01-29
"""T-shirt designs were a talking point because I had a shy personality growing up."" https://t.co/lC7U9geGY4 https://t.co/gK7q3r5ipk",2016-01-29
"Ì†ºÌΩä in Palm Springs. https://t.co/AMVkkudRZk
Ì†ΩÌ≥∑: @csleeper https://t.co/70bOeh5JUD",2016-01-29
"Ì†ΩÌ±å $100 off 100+ sofas: https://t.co/fBKLeeNlGk https://t.co/BSOB6UftL6",2016-01-29
"The new boho ‚ú®Ì†ΩÌ±â https://t.co/StO6CDM6Nc https://t.co/XslyFYY9E1",2016-01-28
"Hand-poured in Brooklyn with scents like green tea, birch, and rosewood? We're obsessed. https://t.co/SHcO1RXdDf https://t.co/V3Tde8KWPE",2016-01-28
"Date night dreaming in these dresses...https://t.co/eA1imn41eA",2016-01-28
"@arsestvita If you don't mind, please follow us back and DM your order# and email address so we can assist. Thanks!",2016-01-28
"@jazminrii Sorry to hear about your order! If you don't mind, please follow us back and DM your order# and email so we can help. Thanks!",2016-01-28
"Essentials today. https://t.co/7aFq0RedLf https://t.co/m7dflDFeKm",2016-01-28
"‚úåÔ∏è https://t.co/hqw2d5NRCj https://t.co/lATX6p0u3K",2016-01-28
"@kerriebethh one bag to rule them all",2016-01-28
"Get to know @EmpressOf in the latest installment of the UO Interview Series: https://t.co/VCj70e8L9H",2016-01-28
"Ì†ΩÌ∏¥ 
https://t.co/OjHh2JhbKO",2016-01-28
"TAG YOURS ‚ù§Ô∏è #LoveUO https://t.co/EhZpgbxO8w",2016-01-28
"@kgsmalls_ I'm sorry for the trouble. I've requested a cancellation, and we'll be in touch as soon as possible with additional information.",2016-01-28
"@LoBosworth Ì†ΩÌ±å",2016-01-28
"""Clothing is another vehicle for expression‚Äîit‚Äôs the first thing people see.""
Artist Cleofus on the UO Blog: https://t.co/lU5vv1xemS",2016-01-27
"UO-exclusive, limited edition Artist Editions Tees are online NOW: https://t.co/6wkNqBtbms https://t.co/1QKG6jYW14",2016-01-27
"Ì†ΩÌ∏ª @quayaustralia https://t.co/Q0M8Z3cdKD https://t.co/1pjuDke04U",2016-01-27
"Swapping stories, travel secrets, + dream destinations with some of our fave photographers: https://t.co/qzl5BVlw4b https://t.co/cALEsAhiiX",2016-01-27
"Want to sleep on a cloud? ‚òÅÔ∏è Take 25% off select bedding now: https://t.co/NUMfm8K6iK",2016-01-27
"We're reinventing boho and it feels so good: https://t.co/FIAenllUJz",2016-01-27
"Get the most out of your everyday fave oils with these skincare concoctions: https://t.co/tdZKIETbHj https://t.co/ZTgsfOcx6l",2016-01-27
"Can you pick a fave? Ì†ΩÌ∏ç Shop them here: https://t.co/0AO5cQgjcP https://t.co/NevNkpadP0",2016-01-27
"Pre-order. Ì†ΩÌπå @the1975 https://t.co/k3phif8R8R https://t.co/VQsNaT7qr6",2016-01-26
"Boots for bad weather Ì†ΩÌ±â https://t.co/5w6p2f12xt",2016-01-26
"@BeverlyFibula Sorry to hear about your order! If you don't mind, please follow us back and DM your order# and email so we can help. Thanks!",2016-01-26
"For that beach getaway you've been planning...https://t.co/ZDRHkKTV5n https://t.co/YcivjYI5iv",2016-01-26
"""A perfect apparel graphic doesn‚Äôt try too hard or give too much away.""
Dale Dreiling talks Artist Edition Tees: https://t.co/pqD6fYAdWV",2016-01-26
"@i_loreak The authorization from T133730578 will be removed automatically by your bank. You're welcome to call them for further details.",2016-01-26
"This V-Day, we're making scrapbooks. For everyone. Here's the how-to: https://t.co/1pZ4S8ZYKI https://t.co/vTH520VxS0",2016-01-26
"The midi dresses of our dreams Ì†ΩÌ∏ç https://t.co/JAtG9Ygipu",2016-01-26
"Next best thing to the real thing. Ì†ºÌºµ https://t.co/OC346a7p5f https://t.co/X58Z46v1bb",2016-01-26
"We could use a little sun after such a snowy weekend...https://t.co/N0yIGku2Uc https://t.co/jLldrn00mY",2016-01-25
"Five fresh tracks for you to jam today Ì†ΩÌπå This week's #MusicMonday playlist is right here: https://t.co/0ArcPfcyzH",2016-01-25
"V-day gifts for just about everybody. ‚ù§Ô∏è https://t.co/krQ6jjUj27 #LoveUO https://t.co/vI7yqzhfmA",2016-01-25
"Ì†ΩÌ±Ä https://t.co/FFloBCw7lt https://t.co/RLjILZ9Q9t",2016-01-25
"FYI: Today is the last day for free shipping, no minimum! Ì†ΩÌ≤ï https://t.co/Ji7t1kcNTJ https://t.co/UYEJCjmnww",2016-01-25
"@books2life If you don't mind, please follow us back and DM your order# and email address so we can assist. Thanks!",2016-01-25
"@Paige_Ryan656 I'm sorry for the misunderstanding about order T133878475. I'm sending you an email with further information.",2016-01-25
"Its time: Shop the UO-Exclusive Artist Edition Tees NOW! #UOMens https://t.co/UjZvA7tYth https://t.co/vvtFsgFpkq",2016-01-25
"Coconut milk bath soak? Are we dreaming? https://t.co/k7AzCh3Sog",2016-01-24
"Always an essential. https://t.co/XQUgl8TBRp https://t.co/VZAVMBZls8",2016-01-24
"100+ sofas. 
$100 off.
Ì†ΩÌ±ç
Don't miss the Home Sweet Sale: https://t.co/2W1xjgCKox",2016-01-24
"A little something for those of you snowed in and shopping today: FREE SHIPPING, no minimum! https://t.co/Ji7t1kcNTJ https://t.co/56GVj9qKax",2016-01-23
"Snow day #UOGoals. https://t.co/pgUGiKwGtH",2016-01-23
"‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è‚ùÑÔ∏è!",2016-01-23
"Tapestry love Ì†ΩÌ∏ç take 25% off: https://t.co/L6HrOJMpQf https://t.co/z5sYS8fqND",2016-01-23
"Hello, weekend. Ì†ΩÌ±ã https://t.co/FhXQCdHYKJ https://t.co/BZZ8rrsLPi",2016-01-22
"@MaisFreij Sorry for the trouble! If you don't mind, please follow us back and DM your order# and email address so we can assist. Thanks!",2016-01-18
"Ì†ºÌæ∂Ì†ΩÌ±ç
https://t.co/qLsvfKPxrH",2016-01-18
"@McNorfin Sorry to hear about your order! If you don't mind, please follow us back and DM your order# and email so we can help. Thanks!",2016-01-18
"#UOGoals: Organize your desk! It's not that hard, we promise: https://t.co/vKIo5qPMlR",2016-01-18
"@dracosmaIfcys Ì†ºÌºé",2016-01-18
"@MariaDickman Sorry for the confusion. I see that earlier today a return pickup was scheduled. We'll be in touch within 72 business hours.",2016-01-18
"""When Ray is around I rarely have trouble sleeping. She‚Äôs my equilibrium."" Ì†ΩÌ∏å https://t.co/9KVEltggNK https://t.co/WOc2QWEMN5",2016-01-18
"@tigersjaw Ì†ΩÌ∏ò",2016-01-18
"3 artists.
6 tees. 
7 days until the launch of UO-Exclusive Artist Edition Tees. Stay tuned! https://t.co/j0Rs6aaash",2016-01-18
"@BrookeNicholexo YOU GOT THIS",2016-01-18
"These bedrooms are a dream come true. Ì†ΩÌ∏ç #UOGoals inspo from @zoelaz and others on the blog: https://t.co/ygbETuyXsC https://t.co/5lZCCdkCK3",2016-01-17
"New colors + new fits in essential tees from #UOMens: https://t.co/ib597772JA https://t.co/SmlLDhKyqD",2016-01-17
"New stuff added to sale Ì†ΩÌ±Ä Up to 70% off ends tomorrow! https://t.co/txv8SFRSpY",2016-01-17
"Ì†ºÌΩë Ì†ΩÌ∏å Ì†ºÌΩë https://t.co/U4ooXIYbqV https://t.co/keF9h3elwD",2016-01-16
"So. Many. Deals. Shop items up to 70% off: https://t.co/wK59Q1M9Kz",2016-01-16
"Saturday #UOGoals. https://t.co/nlrcq8kAAJ https://t.co/Dwv0Pu8W0a",2016-01-16
"Tapestries = instant cozy. https://t.co/CMLeixfJJN https://t.co/ok93TxSxfj",2016-01-15
"#UOGoals: Smoothies that match your lipstick. Yep. @goldwireblog https://t.co/XqA6z114pt https://t.co/tgJeHD3vgl",2016-01-15
"Shop items up to 70% OFF in our Spring Forward Sale Ì†ΩÌπå Ends 1/18! https://t.co/Xwwhw0NpTG",2016-01-15
"All-natural skincare from @uncle_harrys = happy, healthy skin. https://t.co/0oMiyQ5sHI",2016-01-15
"Obsessing over perfect new tees from @shopcamp Ì†ΩÌ∏ç https://t.co/L3MyWYri3K https://t.co/F2rTkQw3Rj",2016-01-15
"What's new in the sneaker shop Ì†ΩÌ±ÄÌ†ΩÌ±â https://t.co/8tID6627g8",2016-01-15
"Don't miss out on inspiration from @jessicacomingre on our #UOGoals Pinterest board! Follow along here: https://t.co/W4xxArRAfl",2016-01-15
"Organization made easy (and pretty). https://t.co/HpP2vJ6YC2 https://t.co/luoVPTr4ai",2016-01-15
"#WellPacked and well-groomed. https://t.co/jJTFbOcEaC @Herschelsupply https://t.co/yGJS1aW0KB",2016-01-14
"@hollieishappier If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2016-01-14
"@virtuallyxo Ì†ΩÌ±ç",2016-01-14
"@circlekcutie Ì†ΩÌ∏ò!",2016-01-14
"#UOGoals: Make your dream room a reality. https://t.co/LaELrgsQln",2016-01-14
"Getting inspired by @imalyssalau's fresh cold-weather looks on the Blog ‚ùÑÔ∏è https://t.co/UDDW06tg4Y https://t.co/GHC3Tqes7N",2016-01-14
"@c0urtneykane If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2016-01-14
"""Let me tell you ‚Äì downward dogging to Drake is a spiritual experience."" Ì†ΩÌ±å @AdamantlyAdler https://t.co/d6Z7kKBl6b https://t.co/sEeQfaSZf8",2016-01-14
"#UOGoals Ì†ΩÌ≤Ö
https://t.co/fs1zAH163B",2016-01-14
"@amyzmt Looks like your order is from our European site. You can tweet at @uoeurope or email UrbanEuropeCS@urbanoutfitters.com for help.",2016-01-14
"COZIEST. HOODIE. EVER. https://t.co/sVz9VCoieL",2016-01-14
"STARTS TODAY: take up to 70% off in the Spring Forward Sale! Ends 1/18. https://t.co/UIJqkfCvWd https://t.co/iVG2RRZCaQ",2016-01-14
"MUST. HAVE. https://t.co/wyeDp5FnKn https://t.co/9Sbnn31XUA",2016-01-14
"New + essential from @Rothco_Gear: https://t.co/dD67Si35cT https://t.co/ltkbcFGkqc",2016-01-13
"String lights are always a good idea. https://t.co/a2iTCbEMNN https://t.co/lwOSftUURe",2016-01-13
"Love. Forever. https://t.co/Kq8nG0BPms @VANS_66 ‚úåÔ∏è https://t.co/1xMlgrLNjx",2016-01-13
"If you don't have a waffle maker, it's time to fix that ASAP. You'll thank us later. https://t.co/aDySO5KrM7 https://t.co/3HM2uqQD7V",2016-01-13
"The In the Bag Sale ends TODAY. Shop while there's still time! Ì†ΩÌµê https://t.co/el02Ui4StI",2016-01-13
"@campinggirl96 Looks like your order is from our European site. Tweet at @uoeurope or email UrbanEuropeCS@urbanoutfitters.com for help.",2016-01-13
"@oliviamayharker Looks like your order is from our European site. Tweet at @uoeurope or email UrbanEuropeCS@urbanoutfitters.com for help.",2016-01-13
"On the blog: @audriestorme + others give us their top 5 tips on creating your ideal bedroom! https://t.co/LaELrgsQln https://t.co/xj1QH06yPf",2016-01-13
"Want to turn your creative goals into reality? @jessicacomingre shares her top tips: https://t.co/Ln2nbeHyeK #UOGoals",2016-01-12
"Sometimes new workout gear is all the inspiration you need: https://t.co/ZL04hFA2uF https://t.co/bt7Bx3Jp62",2016-01-12
"Don't miss out! All month long, share your #UOGoals with us and you could get a surprise gift to get you started. Ì†ΩÌπå",2016-01-12
"Looks that take you from class to the gym, no sweat Ì†ΩÌ±â https://t.co/3vBUdtSqdL",2016-01-12
"This denim jacket from @CalvinKlein is the classic you've been waiting for: https://t.co/Op7rpRpPjJ #MyCalvins https://t.co/PQFItokj4p",2016-01-12
"Only one more day to shop deals in the In the Bag Sale! Don't miss out: https://t.co/UzQIPd0Uux https://t.co/kWGd81Xpoo",2016-01-12
"@AilanaJai Ì†ΩÌ±∏",2016-01-12
"@typical_genious relatable",2016-01-12
"@prettyinpink64 Looks like you ordered from our European site. Please tweet at @uoeurope or email UrbanEuropeCS@urbanoutfitters.com for help",2016-01-12
"Back at it. Time for a room refresh: https://t.co/GkQrHLGmp4 https://t.co/gfrmI8ThtD",2016-01-12
"Your skin deserves some extra TLC. Ì†ΩÌ±å These cleaners, masks, and creams are our current faves: https://t.co/D2d00vXTvN",2016-01-11
"@shank_xo I'm sorry for the inconvenience. I'm contacting you via email at nicole.mavin@hotmail.com with further details.",2016-01-11
"@idkbassists Sorry to hear about your order! If you don't mind, please follow us back and DM your order# and email so we can help. Thanks!",2016-01-11
"Your dream dress is right here. Just FYI. Ì†ΩÌ±â https://t.co/oxUl2OH47T",2016-01-11
"So psyched that @jessicacomingre is sharing #UOGoals inspiration with us on our Pinterest board! Follow along here: https://t.co/W4xxArRAfl",2016-01-11
"@Burts_Blurts If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2016-01-07
"@___qnasty95 Hi there! You can email sdifebo @ https://t.co/tjgltDfOnX",2016-01-07
"@__subjectmatter yes Ì†ΩÌ±å",2016-01-07
"@jcwms_ Ì†ΩÌ∏ç",2016-01-07
"What dreams are made of: https://t.co/DpmZFxg5oh https://t.co/cxmhH3008v",2016-01-07
"Pretty in neutrals ‚úåÔ∏è https://t.co/f3J8CqRCrq https://t.co/vH08KwNePN",2016-01-06
"@Couture_comfort SO GOOD Ì†ΩÌ¥ëÌ†ΩÌ±å",2016-01-06
"@noplacelike_om this is ideal Ì†ΩÌπè",2016-01-06
"@bellalessthan3 Ì†ΩÌ∏ò",2016-01-06
"@iamtroptush the struggle. U GOT THIS.",2016-01-06
"@rachaelswiss omg. YOU CAN DO IT WE BELIEVE IN YOU Ì†ΩÌ≤™",2016-01-06
"@AdrienneNaval YOU GOT IT ADRIENNE Ì†ΩÌ≤Ø",2016-01-06
"@austinvargo TBH this is an important goal",2016-01-06
"@Lasharnaksbrown WE BELIEVE IN YOU FOR REAL ‚úîÔ∏èÌ†ΩÌ≤™",2016-01-06
"Share your #UOGoals with us and we'll reply with a motivational tweet. READY SET GO.",2016-01-06
"@SophieGibson98 Looks like your order is from our European site. You can contact at @uoeurope or UrbanEuropeCS@urbanoutfitters.com for help",2016-01-06
"@MissTaylorRaee @UUOB If you don't mind, please follow us back and DM your order# and email address so we can assist. Thanks!",2016-01-06
"A smoothie bowl is in your future. Ì†ºÌΩåÌ†ºÌΩì https://t.co/XrozF1hefT https://t.co/3vu5wQlzJd",2016-01-06
"Blues on blues on blues. https://t.co/tLd95UlPo3 https://t.co/tYvSCo8LMZ",2016-01-06
"@allisonbamcat If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2016-01-06
"Rise 'n shine with @claireesparros on the UO Blog: https://t.co/LO9Cttnh0n
Ì†ΩÌ≥∑: @frankiemarin_ https://t.co/DhwAfROg5G",2016-01-06
"@Reesy_01 I'm sorry for the trouble. We can be reached via email at service@urbanoutfitters.com",2016-01-06
"How to revamp your space in one easy step: TAPESTRIES, obvi. https://t.co/RFuMDC0EaO https://t.co/HdQCfy0YDt",2016-01-06
"Oh hi, polka dot dress of our dreams Ì†ΩÌ∏ç https://t.co/XbxoV4IvjJ",2016-01-05
"Beach day dreamin' in the Sun Shop ‚òÄÔ∏è https://t.co/0myPXYEg9d https://t.co/j4ErVLhGEm",2016-01-05
"@karla__cerda If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2016-01-05
"Now available for pre-order: new colors + styles in the @adidas Tubular Sneaker. https://t.co/XnzOCaOTgW https://t.co/j8hxMhLZrx",2016-01-05
"@fallenstarmgc LUV YA",2016-01-05
"@sharonrooney OOPS Ì†ΩÌ≤ÖÌ†ΩÌ∏Å",2016-01-05
"@sharonrooney Ì†ΩÌ±ãÌ†ΩÌ∏ò",2016-01-05
"Serving up daily inspiration on the #UOGoals Pinterest board: https://t.co/YpyCKqImWU",2016-01-05
"@FabiCallejas If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2016-01-05
"Pretty, pretty. Ì†ºÌæÄ  A study in shades of pink with photographer Kimberley Dhollander: https://t.co/VDkw1kooCF https://t.co/A3eazaiinD",2016-01-05
"@AcidAlien_ Ì†ΩÌ∏çÌ†ΩÌ∏ò‚ù§Ô∏è",2016-01-05
"Thanks for making us contour queens, @ABHcosmetics: https://t.co/isMdCxUrOx https://t.co/t73tedGQof",2016-01-05
"@HollaLiam I have reviewed your order and it appears as if it is still in processing. Your order should ship within 24-48 business hours.",2016-01-05
"IT'S. SO. COLD. Good thing these sweaters start at $19.99 Ì†ΩÌ±â https://t.co/F5aO8xqaMS",2016-01-05
"@Bastien_tnl merci ‚ù§Ô∏è",2016-01-05
"@uyendee If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2016-01-05
"@Ellpetha oh no",2016-01-05
"@kirsteninit Looks like your order is from our European site. You can tweet at @uoeurope or email UrbanEuropeCS@urbanoutfitters.com for help",2016-01-05
"@salemdaly the summertime and butterflies...",2016-01-04
"These dresses are like a breath of fresh air Ì†ºÌºæ https://t.co/XxOksBTNw0",2016-01-04
"Start 2016 off on the right foot. https://t.co/vylZ6Qqcgk #UOGoals https://t.co/kVsYg6brQo",2016-01-04
"""One of the best things I have ever done for myself is to step outside my own bubble."" https://t.co/6IZvsEHrWU https://t.co/7EB4ZNKcsD",2016-01-04
"@morrisseykiddo Ì†ΩÌ∏éÌ†ΩÌ∏éÌ†ΩÌ∏éÌ†ΩÌ∏éÌ†ΩÌ∏é",2016-01-04
"Change is in the air: take things in a new direction in 2016. https://t.co/feY67oR6M0 https://t.co/Weq0qdmCjH",2016-01-04
"Bedroom goals Ì†ΩÌ±â https://t.co/olYr9ahmgM",2016-01-04
"Ì†ºÌ∂ïÌ†ΩÌ±å https://t.co/enfyDxqi35 https://t.co/3e9UpyYRzh",2016-01-04
"So. Many. Deals. Shop the In the Bag Sale in stores + online! Sweaters from $19.99 + more: https://t.co/8XaxAIEYLN https://t.co/EMra9MUUBZ",2016-01-04
"Yessss. ‚úîÔ∏èÌ†ΩÌπå #UOGoals 
https://t.co/bwAXJguHVb",2016-01-04
"@popsthecat Looks like your order is from our European site. You can tweet at @uoeurope or email UrbanEuropeCS@urbanoutfitters.com for help.",2016-01-04
"Wanna eat more greens this year? This recipe from @k_konfidence can help you out: https://t.co/EJ7RNYpWtA #UOGoals https://t.co/HjsIk7CdZT",2016-01-03
"New things for you to ‚ù§Ô∏è! https://t.co/5fclWayRj8 https://t.co/tmSYHba40w",2016-01-03
"The Refresh Sale ends TODAY. Don't miss out on 30% off BDG jeans, $10 tees, + more: https://t.co/6QxLysCKRn https://t.co/tSiVhZQqgz",2016-01-03
"A look at what's to come in 2016...https://t.co/KwvXVioHgy https://t.co/3olQxOS6tZ",2016-01-02
"Our beauty goals for 2016 are TOTALLY attainable: https://t.co/Ipyz6PpkZV #UOGoals
Ì†ΩÌ≥∑: @goldwireblog https://t.co/luax28aYY1",2016-01-02
"@hvrd27 If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-12-28
"Because a party-ready mani is the ultimate finishing touch:  https://t.co/OcjyNlzoMR",2015-12-27
"FYI: Urban On members take an extra 40% off sale, in stores + online! Not a member? Sign up: https://t.co/MpwUNwXwMM https://t.co/RGWjMhxZvF",2015-12-27
"Ì†ΩÌ±ñ Ì†ΩÌ±ñ Ì†ΩÌ±ñ
YES: women's BDG jeans are 30% off! https://t.co/wNW9x6tTkn
 Ì†ΩÌ±ñ Ì†ΩÌ±ñ Ì†ΩÌ±ñ",2015-12-27
"7 for $27 undies, because you know you need more: https://t.co/LGBhb4X96r",2015-12-26
"Question: what are you wearing NYE? https://t.co/uUpiBTM1V5 https://t.co/tf0D7kFbuj",2015-12-26
"Don't forget: Urban On members take 40% off sale, now in stores + online! Not a member? Sign up now: https://t.co/MpwUNwXwMM",2015-12-26
"Happy Holidays! ‚ù§Ô∏è https://t.co/ODVqx3Ga0d",2015-12-25
"Love you, Philly. https://t.co/GzUdw9qF9I",2015-12-25
"Alright, it's the LAST minute! Get to a store now and no one will know you waited this long to buy their gifts: https://t.co/FscrIuHUMI",2015-12-24
"Holiday vibes = hot drinks and our coziest clothes. https://t.co/RvLaf0MkSo",2015-12-24
"Get an e-gift card and send it instantly. It's easy as 1, 2, 3: https://t.co/uPSEFS9uMu https://t.co/ydd25CiWMW",2015-12-24
"Starting TODAY Urban On members take an extra 40% off sale online! Ì†ºÌæâ Not a member? Sign up: https://t.co/MpwUNwXwMM https://t.co/X2NKQRMfXw",2015-12-24
"Three words: Snickerdoodle. Chai. Cookies. @acozykitchen shows us how it's done: https://t.co/BXUBNbcgyo https://t.co/OxtIuUQRdV",2015-12-24
"@carachelx Looks like your order is from our European site. You can tweet at @uoeurope or email UrbanEuropeCS@urbanoutfitters.com for help.",2015-12-24
"We've got NYE on our minds...https://t.co/uuKZnwzGvZ https://t.co/T5srADMQCC",2015-12-23
"This sweater makes us feel like Kevin McCallister in the best way possible: https://t.co/94QErIwcIt https://t.co/GCUOdlhMun",2015-12-23
"The clock is ticking! Get to a store to finish up your shopping while there's still time. Find a UO near you: https://t.co/jp6BCt6E5H",2015-12-23
"@oliviamccurry_ If you don't mind, please follow us back and DM your order# and email address so we can assist. Thanks!",2015-12-23
"@Richly_Deserved Your order is from our European site. You can tweet at @uoeurope or email UrbanEuropeCS@urbanoutfitters.com for help.",2015-12-23
"Hawaii during the holidays is really something special...Ì†ºÌº¥ https://t.co/etJ0TcTquK https://t.co/sUjovzZVx2",2015-12-23
"@vannganguyen holiday disco snape is an important aesthetic",2015-12-23
"Our most-loved dresses are only $49 right now, right here Ì†ΩÌ±â https://t.co/8qEcUpOFz1",2015-12-23
"Ì†ºÌæâ https://t.co/UmcEia5Ggj https://t.co/dGIgNdwOVM",2015-12-23
"It's still on, but not for long! Ì†ΩÌ≤• Spend $100+, get $20 off: https://t.co/9cf7LDzRG9",2015-12-23
