"jcrewtext","date"
"We ditched the cold for the spanish island of Majorca. Here's what we saw (&amp; drank, and ate…) http://t.co/cv8XBQDLb0 http://t.co/MjSm51VzSq",2015-03-04
"Statement jewelry—for when “minimal” feels a bit too, well, minimal. http://t.co/C7oJLfZ9HZ #accessoryfix http://t.co/bigrZQidvv",2015-03-03
"It's #WorldWildlifeDay so give a squirrel a hug on your way to work…Or help endangered elephants with a @DSWT tee http://t.co/z0hfTthjHE",2015-03-03
"These colorful outfits can only mean one thing: #springbreak! http://t.co/aV1dv7XYxB http://t.co/5Z6EwDVVKJ",2015-03-02
"Any occasion is ""special"" if you love what you're wearing #jcrewtruths",2015-03-02
"You already found “the one.” Picking a dress is easy by comparison http://t.co/uu2eNDJPlz #jcrewwedding http://t.co/m566rJK7CZ",2015-03-01
"Pumps or flats? Totes or clutches? The decision is yours… http://t.co/X6GwBGRvCk #accessoryfix #jcrewcontest http://t.co/98LWtC1zoM",2015-03-01
"How our stylist Gayle does spring dressing—crisp whites, bold florals and plenty of stripes http://t.co/3vMhf8kobS http://t.co/I18E20TfMz",2015-02-28
"What's cooler than a record label-turned-clothing line from Paris? http://t.co/9bTX7248eo (cc: @kitsune) http://t.co/u16qhDDIsD",2015-02-28
"What more need we say? http://t.co/R1TQiGztLF (cc: @ray_ban) http://t.co/D17IzgbsYi",2015-02-28
"Suits that are perfect for outdoor weddings, warm days at the office, and impressing people http://t.co/bhcWyynwAF http://t.co/vacui8BzVt",2015-02-28
"It's no secret we're color freaks, &amp; @MonlingLee is definitely a kindred spirit http://t.co/RKDSvB8uPm #accessoryfix http://t.co/JtCkELPDAm",2015-02-27
"Our Ryder pant is made with special cotton so it fits like it was made for you http://t.co/QPuF7jNFLt http://t.co/lDIQhJUgRV",2015-02-27
"Wedding shopping? Now would be the time… http://t.co/44kVAHJlru #jcrewwedding http://t.co/kiFcqg5GAn",2015-02-26
"Fact: indigo dye was once such a valuable commodity that it was known as “blue gold.” http://t.co/pp34dPBk2x http://t.co/FgYmswbXl3",2015-02-26
"A stretchy military-inspired cargo that gives new meaning to “at ease” http://t.co/cvewJoxCbF http://t.co/qsPXLUes9M",2015-02-26
"Pair them, wear them, pile them on http://t.co/kXpl9Yq7lJ #accessoryfix #jcrewcontest http://t.co/aqSLynbtOy",2015-02-25
"New arrivals: spring break edition! Everything he needs, for everywhere he goes http://t.co/5ZXdhD13wT #crewcuts http://t.co/La8eTpsLTg",2015-02-25
"The best accessory is a sparkling personality. Or a really killer shoe. #jcrewtruths #accessoryfix",2015-02-25
"We believe in high standards and high heels http://t.co/xZEw1R55EP http://t.co/hI4bBroaxe",2015-02-24
"There's no replacement for a good pair of jeans http://t.co/1u8ZdEAPxv #jcrewdenim http://t.co/VEdSwTWG1o",2015-02-24
"JFK to LAX. A bi-coastal look at our garment-dyed tees that were designed in NY and made in LA http://t.co/F8WqejW7bV http://t.co/899xJYtaim",2015-02-24
"Cross ""looking great"" off your to do list http://t.co/IqSV33kvqp #weartowork http://t.co/Y5tGE8q9dn",2015-02-23
"We put our athletic-fit Crosby Suit on a few of the guys from the New York Boars hockey team: http://t.co/5VVfUGsdij http://t.co/7Tf8cHMzih",2015-02-23
"New arrivals. Run don’t walk http://t.co/HBLyybrYq7 http://t.co/wtVPRiHfAL",2015-02-23
"The Regent Blazer, updated in linen and chambray. So basically it’s more charming than ever http://t.co/Y313UMCe9I http://t.co/ifGYnttpFG",2015-02-22
"His morning routine just got a little smoother http://t.co/W73lZsM1fJ (cc: @harrys) http://t.co/0rZRj9MUCT",2015-02-22
"Needless to say, we’re totally on board with this sailing themed wedding http://t.co/rKymTOSECO #jcrewwedding http://t.co/IqDDZXqygm",2015-02-22
"Sometimes it is easy being green http://t.co/ga3g0ZuVLM #accessoryfix http://t.co/Q4s1PKojQd",2015-02-21
"How to rock J.Crew in your 20s, 30s, 40s, 50s… http://t.co/GYdK2BWrO5 http://t.co/lIVM6J1MyI",2015-02-21
"484 reasons to wear white during winter http://t.co/ok6ORvoXSU http://t.co/Izo5toChn0",2015-02-21
"The classic @converse #jackpurcell is back. (Well, with a few design updates)  http://t.co/V8zoth8iep http://t.co/d4fG3ZdAoU",2015-02-20
"Meet Tilly. She’s like the friend who gets it right every time http://t.co/B10Wdb10Bm http://t.co/IMjml2qXe7",2015-02-20
"It's okay to be Type A about your tailoring #jcrewtruths",2015-02-20
"The perfect worn-in jean jacket http://t.co/pk8dEICIwb #jcrewdenim http://t.co/91hejUty7D",2015-02-19
"Headphones, on. Listen to our first-ever @Spotify playlist, from our NYFW presentation here: http://t.co/RsHm6uCv3n #jcrewnyfw",2015-02-19
"""I remember saving my babysitting money to buy my first @Lacoste"" -Jenna Lyons http://t.co/UzJyRy5oBT #jcrewxlacoste http://t.co/PYX8nnSEs3",2015-02-19
"Think of these new arrivals as vitamin C for your closet http://t.co/mnl3ltvDmC http://t.co/Y8MscDa0Cy",2015-02-19
".@Voguemagazine called the wide-leg pants from our presentation the ""pant of the season"" http://t.co/DIC8m9G8qm #jcrewnyfw",2015-02-19
"Because a bright bag &amp; high heel can knock out a case of the blahs http://t.co/TkCtseqmvZ #accessoryfix #jcrewcontest http://t.co/GnCnQ8w3xZ",2015-02-18
".@Racked thought our collection was a ""covetable bite of the '70s trend"". What about you? http://t.co/NytyBnFjoZ #jcrewnyfw",2015-02-18
"Two-tone denim @vans http://t.co/oWIMKGFsCE (cc: @nickwooster) http://t.co/TUQAOQvBYp",2015-02-18
"Thanks @WWD for calling our fall/winter 2015 presentation ""one of the most satisfying yet this week"" http://t.co/7KeXxfJXL1 #jcrewnyfw",2015-02-18
"400 new arrivals to wear right now? Yes please http://t.co/jR3XoP807t http://t.co/F8aPkgW6Km",2015-02-18
"We love bags for our bags. And this handmade @traceytannernyc pouch in rose gold leather is next level http://t.co/uxlLgJtrTo",2015-02-18
"Our March Style Guide is up on @Pinterest. Let's all take a minute to enjoy shall we? http://t.co/VZLp95ePBL http://t.co/uMn5kExRiI",2015-02-18
"The early bird catches the…great new arrivals. Shop them at our #jcrewfirstlook in-store event on Feb 18th from 6-8pm http://t.co/xNKWtvoyz0",2015-02-17
"❤️ #jcrewnyfw http://t.co/TkPn3HtxyY",2015-02-17
"Bill! #jcrewnyfw http://t.co/OoEqYG4hGy",2015-02-17
"Walking out... #jcrewnyfw http://t.co/YxjrSAjapO",2015-02-17
"Ready for the storm. #fashionweek #jcrewnyfw http://t.co/5kuCPnlHZK",2015-02-17
"""We wanted the makeup to look fresh...like she just came in from skiing"" -Troi Ollivierre, hair/makeup artist #nyfw http://t.co/Q7wYD65kXi",2015-02-17
"We're so excited for this morning's #jcrewNYFW presentation we don't even need coffee! Jk, will still totally need coffee",2015-02-17
"No snow day for us. 7:45am, hair + makeup begins #jcrewnyfw http://t.co/gTTLzPxM2V",2015-02-17
"It might be freezing but it's still going to be our best presentation yet #jcrewNYFW",2015-02-17
"""I have my outfit but I don't know where it is."" —Jenna #jcrewnyfw #fashionproblems http://t.co/jTsThylNRz",2015-02-17
"Calling all brides-to-be. And bridesmaids, grooms, flower girls, ring bearers… http://t.co/3EHVNoEfMi #jcrewwedding http://t.co/RasPlOburY",2015-02-17
"So.many.sequins #jcrewnyfw http://t.co/K7buGrndKA",2015-02-16
"Blushes + brights http://t.co/tkcL7aqMC5 #jcrewnyfw http://t.co/M9EavH9e3H",2015-02-16
"T-minus one day. Tune in tomorrow at 9:30am EST to see the full collection. #jcrewnyfw http://t.co/deqDsOyhah",2015-02-16
"""It's exciting to see the looks on the girls for the first time."" —Tom, head women's designer http://t.co/OuB7cMHjlA http://t.co/x2bwStwBry",2015-02-16
"""The styling this season is a little wackadoodle (in a good way)"" —Gayle, head women's stylist http://t.co/ID03ZDtwZv http://t.co/I7vZoiwhgC",2015-02-15
"Our Ryder pant is going to send your tailor into a spiral of self-doubt http://t.co/2Og1icvK33 http://t.co/3aJgLN1gCr",2015-02-15
"T-minus two days 'til showtime http://t.co/1H3ZO0BuZF #jcrewnyfw http://t.co/XTt0T3juH9",2015-02-15
"Our stylist Gayle breaks down that whole ""transitional dressing"" thing on our blog http://t.co/lPuDtJ3S6R http://t.co/nY4QTIuqXK",2015-02-14
"You don't need a Valentine to get all dressed up and eat a whole thing of chocolates #valentinesday",2015-02-14
"Because accessorizing really is an art form http://t.co/shfYa5vBp9 #accessoryfix #jcrewcontest http://t.co/SZPr9ChDwI",2015-02-14
"Writing love letters #happyvalentinesday http://t.co/96LPy5EM69",2015-02-14
"#nyfw prep. #jcrewnyfw http://t.co/JVxHA5pEss",2015-02-14
"""We look for girls with a natural beauty who are confident in their own skin.""—Gayle, head women's stylist #jcrewnyfw http://t.co/cHoiOwwDic",2015-02-13
"THIS is the definition of “love at first sight” http://t.co/XK9NbCpuTS http://t.co/C1BNoOBLBg",2015-02-13
"Never underestimate the power of a good pair of jeans http://t.co/MzL6xc1yWV #jcrewdenim http://t.co/DDOatpjN0H",2015-02-13
"Tom Mora talks @fleetwoodmac, Manhattan cocktails and the @metmuseum (all in under ten seconds) with @InStyle http://t.co/TDCbW6G1uf",2015-02-12
"You can do better than roses. Our Very Personal Stylists are here to help http://t.co/7AX8OdTjGY #valentinesday",2015-02-07
"From statement earrings to the art of rings stacking, Gayle shares her wisdom http://t.co/Dze9AjSlgM #accessoryfix http://t.co/tRMUM3xsba",2015-02-07
"Ready, set, accessorize. Our #accessoryfix @instagram contest is under way: http://t.co/pQyjB2PurF  #jcrewcontest http://t.co/MRgpg4kbLO",2015-02-06
".@AMNH invited us into their archives to create this exclusive collab http://t.co/LGlNGFwwl7 #crewcuts #jcrewxamnh http://t.co/v1dNeToUMg",2015-02-06
"Introducing our #accessoryfix @instagram contest http://t.co/a2YMFfxRFW #jcrewcontest http://t.co/7Gywmbaqnt",2015-02-06
".@ashkahn makes a strong case for old-fashioned correspondence http://t.co/4Wlux6o1tc",2015-02-05
"Not just another white shirt http://t.co/wldDMWe4ek",2015-02-05
"Love may be blind, but it hasn't lost its sense of smell http://t.co/n4TnIEl3oM #jcrewxarquiste #valentinesday",2015-02-05
".@glamourmag found 4 outfit ideas they'd never thought of in our February Style Guide. How many did you find? http://t.co/EFEKRQYKrD",2015-02-04
"Two words guaranteed to get her excited about shopping: party dresses http://t.co/vrcnRFU9HB #crewcuts http://t.co/wq2tvyyUqs",2015-02-04
"A great pair of jeans is like having a good hair day, everyday. Except with denim http://t.co/eATkBcQIfI #jcrewdenim http://t.co/Kgow3qZR5G",2015-02-04
"New arrivals for him that will make the grade for the rest of the semester http://t.co/88DYVeg5dW http://t.co/6PFfXNKPAV",2015-02-03
"Behind every great man is a really great suit #jcrewtruths",2015-02-03
"A chic schlep http://t.co/dKhqGO7Duz #discovered http://t.co/3eAfYltbsy",2015-02-02
"Impress the boss with all-business travel essentials (and pro-packing tips) http://t.co/fUVmByalvz",2015-02-02
"The best part about going to work: http://t.co/bNBxHNqSa6 http://t.co/cmCYScoLtf",2015-02-02
"Travel gear that's more reliable than making your connection at O'Hare http://t.co/6p7QQWTQ6n (cc: @owenandfred) http://t.co/Wen17Yocf9",2015-02-01
"""The jumpsuit's easier to pull of than you think. Just think of it as a dress—with legs"" http://t.co/A1w8wHPdwm http://t.co/ucC7opq3S4",2015-02-01
"Unlike remembering to write 2015 on checks, these are new things that'll be easy to get into http://t.co/Ab4aozV3jt http://t.co/le2xgoSidz",2015-01-31
"There is an upside to this ridiculously cold weather http://t.co/fGXBqRCd7u http://t.co/8z38YLLK0w",2015-01-31
"One of our new favorite beauty companies is called @thisworks. Give you one guess why... http://t.co/67j7dV2b2s",2015-01-31
"Believe it or not, it’s going to get warmer. And when it does we’ll be wearing Dosa http://t.co/442I9gjPj2",2015-01-30
"Office-ready pants that are a perfect candidate for the job http://t.co/fXoy4zwXjE http://t.co/JMJndoInxY",2015-01-30
"Instant happiness http://t.co/4HNjiitBUp #accessoryfix http://t.co/5PHMb7Bl1F",2015-01-30
"The dressing room drama stops here (you know what we're talking about) http://t.co/dH0aRDtbrK #jcrewdenim http://t.co/J2EzUnOlSE",2015-01-29
"@owenandfred founder talks no nonsense design + his hunt for the perfect leather wallet http://t.co/JtkH8tpdF2 http://t.co/INyLDhVPz2",2015-01-29
"He's going to like these a lot more than anything that comes in a heart-shaped box http://t.co/TvObIWf80Q #valentinesday",2015-01-29
"Our collaboration with @AMNH turned out dino-mite http://t.co/qjJslUItbJ #jcrewxAMNH http://t.co/qhJdhgv7bQ",2015-01-29
"What’s better than new arrivals? Hold on, we’re still thinking http://t.co/CWrVo6okPK http://t.co/UBvL2ohdRE",2015-01-28
"Mixing is the new matching #jcrewtruths",2015-01-28
"For guys that don't need a stepladder http://t.co/dbLl1B39AJ",2015-01-27
"We're not saying you should wear our Regent blazer every day, we're just saying that you can… http://t.co/uz14zboNtw http://t.co/anVqh6c8Fl",2015-01-27
"Some jewelry you wear forever (and ever and ever)… http://t.co/y0HsYbGV89 #accessoryfix",2015-01-26
"Happy baby is more than just a yoga pose http://t.co/1uAxDmbXKY",2015-01-26
"@drawbertson created cool illustrated tees just for us. Only problem? Picking one http://t.co/1IelpuwSoJ http://t.co/352oJTQyhJ",2015-01-26
"The February Style Guide is on @Pinterest. We'll understand if you're busy for the next hour http://t.co/p1LTtJOHF3 http://t.co/SwQDTEgaNc",2015-01-25
"Something old, something new, something borrowed, something J.Crew… http://t.co/gF1H8naT5N",2015-01-25
"Best in snow http://t.co/j1I6FThzgw",2015-01-25
"Think of them as power ties for your toes http://t.co/YBIzMSBQT4",2015-01-24
"Nine months without sushi? Fine. Nine months without your favorite jeans? Never http://t.co/y2kgyDkCCL",2015-01-24
"Snow days &amp; snowball fights #winterpairs",2015-01-24
"And our nominees for the ""Best of Black-Tie"" are… http://t.co/GdI7V7lLIc",2015-01-24
"X marks the spot…and the unmistakable hand of jewelry designer @evafehren #cvff http://t.co/xVfChXLpON",2015-01-23
"Styling tips and free shipping are all in a day’s work for our Very Personal Stylists. Find out more: http://t.co/mkrbiaV95U",2015-01-23
"A messenger bag that's tough enough to go off the grid but still handles your laptop http://t.co/fQpQyGOTCA",2015-01-23
"Cashmere hats &amp; woolly socks #winterpairs",2015-01-22
"Shirts from the mill that was once the supplier to the British royal family http://t.co/xAxtLhX1qM #ThomasMason",2015-01-22
"Do you believe in magic? http://t.co/Fdrv5i1Pe2",2015-01-22
"We've been pairing up a few shades of the most sophisticated color on the spectrum http://t.co/71LMtazgjh",2015-01-21
"See how our Primaloft vest fared on a camping trip http://t.co/HScxRt7iy1 (cc: @forestwoodward) http://t.co/AWbQthY1ES",2015-01-21
"Because spring break will be here before you know it. Hopefully http://t.co/Lb0KJB01h8",2015-01-21
"Just the essentials, ma’am http://t.co/s6YjuuXpKr",2015-01-21
"We like to think of it as the gold standard of sweaters http://t.co/0iJhIv15em",2015-01-21
"200 pins, 100 invites, 27 lists, 5 magazine subscriptions, 3 bridesmaids…1 dress http://t.co/jx69kH9i7r http://t.co/5pJJSqj8Sq",2015-01-20
"If your outfit were a sentence, the shoes would be the exclamation points #jcrewtruths",2015-01-20
"What's the most versatile item in a guy's closet? You might be surprised http://t.co/dgBW4wHARg",2015-01-19
"How to prevent anyone from borrowing your favorite shirt: http://t.co/XmBsvFSk3h",2015-01-19
"Leggings as pants are totally acceptable when they're this cute http://t.co/dUBUQErAcY #crewcuts",2015-01-19
"3pm &amp; Pjs #winterpairs",2015-01-18
"Our friends at @TheLaundressNY show us how to hand-wash our cashmere http://t.co/LxUlMIJcEM http://t.co/gf2PmYiC1X",2015-01-18
"They put up with your color palette (and crazy Uncle). Here’s how to say thanks http://t.co/82mcv7qaYd",2015-01-18
"Big plans call for even bigger bracelets http://t.co/ylJL9yHtV5",2015-01-17
"Tell your buddies at the bar that you only wear socks from Japan now http://t.co/5nQ6ZsSQQ9",2015-01-17
"One piece, endless awwwws http://t.co/iM1y4YosDu http://t.co/Xej2o4avEl",2015-01-17
"Our stylist Gayle talks all things beauty (including how to get our models' natural glow) with @BeautyHigh http://t.co/apVW2I6840",2015-01-16
"Fodder for that @Pinterest wedding board you never admit to having http://t.co/PYCFSRdSaa #jcrewwedding",2015-01-16
"Because America is the founding father of denim http://t.co/tyL8mO47V9 #madeinUSA http://t.co/iKXocnhIII",2015-01-16
"How easy is it to book a complimentary appointment with a Very Personal Stylist? Just click here: http://t.co/hfnvMPGStN",2015-01-15
"Like his old varsity shirt. But better because you don’t have to give it back http://t.co/LloQquXgq4",2015-01-15
"There is always more drawer space #jcrewtruths",2015-01-15
"No matter how cold it gets outside, @jcrew_help will still be available to answer all your questions",2015-01-15
"Things we love: blush-colored fringe (cc: @ryan_roche_ny) #comingsoon #cvff http://t.co/NOgUOAeF5u",2015-01-14
"A hand-knit (and Dude-approved) sweater straight from Canada http://t.co/8HYMCQ43fp",2015-01-14
"Let’s all just take a moment to appreciate the return of self-gifting season http://t.co/6J1p0Ozxdh http://t.co/wMXcJtHleP",2015-01-14
"Even better than Super Bowl commercials http://t.co/hT34pCtc4x",2015-01-13
"Flats are always on point. But these especially http://t.co/zSMGAvXxsZ",2015-01-13
"Sniffles &amp; chicken soup #winterpairs",2015-01-13
"The best part of vacation? Leaving your parka at home and packing this stuff instead http://t.co/alqT1KXTL5",2015-01-12
"Because dressing for the office should not be hard work http://t.co/GKWzgO7bk7 http://t.co/bNFuTmjnqO",2015-01-12
"We give these a 10 on the schlep-ability scale http://t.co/2B3p4GVEcr",2015-01-12
"@drawbertson created cool illustrated tees just for us. Only problem? Picking one http://t.co/1IelpuwSoJ http://t.co/cUWDmbVRbO",2015-01-12
"Every bride remembers who gave the best gift. No pressure http://t.co/C5UlZn8DL4 #discovered",2015-01-11
"Still worn out from holiday shopping? Relax. Let our Very Personal Stylists take care of you http://t.co/mb6bShmttQ",2015-01-11
"@fermLIVING: reinforcing our theory that literally everything is cooler when it's Scandinavian http://t.co/VIQRApgXTd",2015-01-11
"Into every girl’s wardrobe, a little glitter should fall http://t.co/CmHBrqtvnG http://t.co/lw6cwOYDN2",2015-01-05
"You had us at doughnut bar. A California wedding filled with personal touches: http://t.co/bFGYOtbbng #jcrewwedding",2015-01-05
"Topcoats &amp; topknots #winterpairs",2015-01-04
"New outfit ideas from our stylist Gayle to ease us out of our holiday pajama dependency http://t.co/cmj3WEaQ4p http://t.co/qBscd7Dnrq",2015-01-03
"Our petite sizes take the whole “good things, small packages” thing to the next level http://t.co/ZdL7tSIEBb",2015-01-03
"Wishful thinking (cc: @NYBG) http://t.co/KjdRZhC946",2015-01-03
"Elbow patches &amp; eggnog #winterpairs",2015-01-02
"Because shopping is more fun with your BFF. Book a group appointment with a Very Personal Stylist http://t.co/xaHuMIxULD",2015-01-02
"Cue the cooing http://t.co/qukrRCw6ST",2015-01-02
"The best way not to freeze your tush off this winter http://t.co/8C1XB4AhuV",2015-01-01
"Everybody knows resolutions don’t kick in until Jan 2nd #happynewyear",2015-01-01
"Silly toasts and serious sparkle #winterpairs",2015-01-01
"Ah New Years Eve, otherwise known as Night of a Thousand Sequins #sparklynewyears",2015-01-01
"Let the countdown to 2015 begin. #happynewyear #museedorsay http://t.co/uVusWpcZSF",2014-12-31
"Midnight smooch-spiration http://t.co/Rmyi7zfHnu",2014-12-31
"Confetti &amp; clutches #winterpairs",2014-12-31
"If there’s ever a night for over-accessorizing, it’s New Year’s Eve http://t.co/wMsGn5dceY",2014-12-30
"Dresses to twirl in, shoes to skip in, and coats to cozy up to http://t.co/vxCQAMz6tR #crewcuts http://t.co/l9RlSXVDJX",2014-12-30
"Boots for when your block looks like Siberia http://t.co/5uVupReBfb",2014-12-30
"For the days he can’t wear a superhero cape http://t.co/YDE4wZYtaO #crewcuts http://t.co/wFGIUIBZ0m",2014-12-29
"Ginghams, oxfords, and plaids with more history than an encyclopedia http://t.co/dT2KGtSRkQ #ThomasMason http://t.co/tLlHxXAJWK",2014-12-28
"Get a head start on your 2015 wardrobe starting…now http://t.co/yJRdFNIsEc",2014-12-28
"PJs &amp; movie marathons #winterpairs",2014-12-27
"Brand new men's styles for the time of year that calls for adding a few layers http://t.co/JNXP3noU8m http://t.co/tsKYZzOwxH",2014-12-27
"If you've ever had to serve your guests champagne in a coffee mug, you need these http://t.co/0MsMSy80Mv #Discovered",2014-12-26
"If you're not in sweatpants right now, then you're not doing it right #happyholidays",2014-12-26
"To do at the next wedding you attend: dance all night, catch the bouquet, wear a great dress http://t.co/HWAq7INhna http://t.co/e9CiONsSLP",2014-12-26
"Gift, eat, nap, repeat #holidayactivities",2014-12-25
"Something exciting is happening this way (we promise it’s not fruitcake) http://t.co/KOSg6oRa7v",2014-12-25
"Side dishes &amp; side conversations #winterpairs",2014-12-25
"Wishing you a bright holiday season #happyholidays http://t.co/8x3PIiscYh",2014-12-24
"So many new arrivals, so many additions to our wishlists http://t.co/WnwSafvyay http://t.co/wNOxCrVIGO",2014-12-24
"Is anything cozier and cuter than a one-piece with the footsies built in? We think not http://t.co/o0WOGdI2BG",2014-12-24
"Still looking for the perfect present? Head to your nearest store for everyone on your list http://t.co/c9C7q063AQ http://t.co/TXfW4HbcGo",2014-12-23
"Holiday outfits so dapper grandma won’t be able to stop taking pictures (tell him we’re sorry) http://t.co/pw84ZLqIEf",2014-12-23
"You can find denim all over the world, but here's where it all began http://t.co/TrfoKPwLHK #madeinUSA http://t.co/lfeJ9dFVXQ",2014-12-23
"New arrivals are now in store. Be the first to shop them http://t.co/qPEOdbOjyk",2014-12-22
"Reminder: babies like amazing presents too http://t.co/oz4Ed5gsIX #giftbetter",2014-12-22
"Sugar cookies &amp; sidewalk salt #winterpairs",2014-12-21
"It’s the first day of winter. Which officially justifies our daily hot chocolate intake",2014-12-21
"While you're busy buying gifts, just remember there's ""me"" in cashmere http://t.co/q9wTcji8jI #treatyourself",2014-12-21
"Gifts for all your gloved ones http://t.co/fLiB30WiXL http://t.co/RXTs5CT4Oi",2014-12-21
"One sure-fire way to know they won't return it? Add a monogram http://t.co/uxXlzRyAQ6 #giftbetter",2014-12-20
"Sunday plans: wrap all your gifts. Saturday plans: buy said gifts. Find the store nearest you:  http://t.co/wWlTIugHRt",2014-12-20
"There is such thing as selfie-esteem #jcrewtruths",2014-12-20
"Everything she might want. In one place. Yep, we'd do that for you... http://t.co/Ekfh2V2iTx #giftbetter",2014-12-19
"You've got the party invites, we've got the host gifts http://t.co/7Z7YFnhAHp http://t.co/tj9Y202B3p",2014-12-19
"A fitting room filled with items in your size…our Very Personal Stylists can make it happen. Book an appointment now http://t.co/wrZWB5HKzr",2014-12-19
"Mistletoe &amp; red lipstick #winterpairs",2014-12-19
"Sorry, everyone - apparently our email server is over-caffeinated #holidaymadness #almostthere",2014-12-18
"A bag that’s ready to brave the elements, even if you’re not (cc: @NorthSeaClothin) http://t.co/BlC5HttYxE",2014-12-18
"The ultimate one size fits all gift: http://t.co/Gb5c1TrtcM",2014-12-18
"We’re seeing a pattern here… http://t.co/hW935jKOim",2014-12-18
"Perfect gifts for everyone on your list. Plus, the people you forgot until now http://t.co/A0aRzf2ptR #giftbetter",2014-12-18
"Guarantee they never look cuter than when they're asleep. http://t.co/2aVA1xGulO http://t.co/BH6LCUnOFk",2014-12-17
"Because the kitchen floor will always be freezing… http://t.co/N0J6RSdJ6H #Discovered",2014-12-17
"Our stylist Gayle gives layering tips to @stylecaster and we’re trying them all out. Maybe not all at once though http://t.co/yVGs9hsiya",2014-12-17
"We're opening our stores early and keeping them open late this holiday. Say hello to #stressfreeshopping http://t.co/Ft125SSHib",2014-12-16
"Cross “holiday decorating” off your to-do list http://t.co/yfJtKs3KGJ http://t.co/vtFfRkCTl6",2014-12-16
"Tinsel &amp; sequins #winterpairs",2014-12-16
"One for him, one for you. One for him, one for you. One for… http://t.co/v4mHlZ1LVW #giftbetter http://t.co/kKn9ZndOTZ",2014-12-15
"You can't escape the cold, but there's no harm in trying http://t.co/YcKzlIpZT4",2014-12-15
"Very Personal Stylists are available 24/7, so you can shop whenever without lifting a finger http://t.co/YcHs1WVH8H http://t.co/hfV9PuiR7v",2014-12-15
"Good news! We're extending our store hours, because holidays http://t.co/pGzIManTag http://t.co/2aZN5XCPMz",2014-12-14
"Denim that's as American as, well, blue jeans http://t.co/rAgbtF1iuu #madeinUSA",2014-12-14
"These boots were made for walking. Well, crawling, realistically... http://t.co/WmrngB8qki",2014-12-14
"Still waiting for that warm, fuzzy feeling this holiday? Try cashmere http://t.co/PBBqUBJo3U",2014-12-13
"Personalized shopping in 30 minutes – book an Express Appointment with a VPS that’s short on time and long on style http://t.co/3ldnfU9s63",2014-12-13
"Staying up &amp; sleeping in #winterpairs",2014-12-13
"Now would be a good time to use some of those vacation days http://t.co/IE1xboHhJA",2014-12-12
"Time to tackle that gift list once and for all. Join us tomorrow in stores for breakfast and expert gifting advice, 8-10am.",2014-12-12
"We’ll get your gifts to you on time, wherever they need to be http://t.co/VpZuuNrzsS http://t.co/CMIrTSrlKV",2014-12-11
"We asked 4 guys from our office to slouch, cuff and roll. It wasn't a drill, just a test drive of our new beanie http://t.co/gtImJxBNbH",2014-12-11
"Outfits that will keep her feeling festive (even when you run out of sugar cookies) http://t.co/FprBuZ5XiJ http://t.co/PjbBc92hyP",2014-12-11
"Good things come in small packages is a saying for a reason #giftbetter",2014-12-10
"Need some holiday hand-holding? Join us in-stores 12/13, 8-10am, for breakfast and gift tips from our Very Personal Stylists",2014-12-10
"Those jeans you never wear? Recycle them and get 20% off a new pair #jcrewdenim",2014-12-10
"We're over ugly sweater parties too. Here's how to do sweaters, better: http://t.co/SXu7RxVFdh http://t.co/ljZHfh5lEW",2014-12-10
"This 4-year-old has accomplished more this week than you have all year:  http://t.co/lEy4E2BOlH",2014-12-10
"Take out &amp; stay in #winterpairs",2014-12-10
"Gift ideas for all the ladies in your life—even the ones that have ""everyyyything"" http://t.co/i5gKeZjMNv #giftbetter http://t.co/obgElXmN2K",2014-12-09
"Two dapper gents, one seriously great suit (made entirely in the USA)  http://t.co/cmZHUKkjjv (cc: @GearPatrol)",2014-12-09
"The designer of our new #crewcuts collab is a fashion star &amp; a crafts wiz. And she's only 4. http://t.co/dWsltYl3go (cc: @fashionbymayhem)",2014-12-09
"Warm ears &amp; hat hair #winterpairs",2014-12-03
"Splashes of red, shots of plaid—our stylist Gayle gets into the festive spirit http://t.co/yWs6HneZcA http://t.co/EWUf5O6TtW",2014-12-02
"Six looks that mean business http://t.co/Vjw6pCiDYO",2014-12-02
"Because hold music doesn’t put any one in a merry mood…@jcrew_help is on 24/7 to answer all your questions.",2014-12-01
"Even your boss is shopping at her desk today #jcrewtruths",2014-12-01
"We heard online shopping is kind of a big deal today? Good thing we've got an amazing sale on… http://t.co/oasI19VflW #CyberMonday",2014-12-01
"We brought together our outstanding lineup of outerwear to keep you covered http://t.co/fUfnubWAkm http://t.co/KkkPDEDbkt",2014-11-30
"Piles of gifts are beautiful when you don’t have to carry them home. Find out how to get them shipped from stores http://t.co/zE0BphGTXk",2014-11-30
"The holiday sweater need not be ironic http://t.co/yRuKQWHgx0",2014-11-30
"Mountains, fjords and a life-sized gnome…Check out the behind-the-scenes of our Style Guide shoot in Norway http://t.co/Gkpm8ybjFP",2014-11-30
"Mom's old recipes &amp; dad's old sweatshirts #winterpairs",2014-11-29
"Meet Tilly. She's the little sister our Tippi sweater always wanted. You'll probably want two http://t.co/7Z0WPdHzab http://t.co/L7vLeSx3Py",2014-11-29
"New arrivals for all your tree-trimming, holiday-party, movie-marathoning adventures http://t.co/sB1xQuTPIv http://t.co/3bGvvOkwe2",2014-11-28
"Proof that reindeer aren’t the best way to get your gifts there on time http://t.co/KX8XSEP6em #JCrewElephants http://t.co/QyisOVh0HN",2014-11-28
"They're getting veeeeery sleepy http://t.co/V8worzyhuu #crewcuts",2014-11-28
