"expresstext","date"
"Next season's going to look so good on you. Prep for a hot fall in our new #ExpressMen pieces. http://t.co/yfBhBKGRnY http://t.co/CTHyY0cnbi",2015-08-04
"Select Express stores are hosting jeans events this week! Check the list to find an event near you: http://t.co/xNA9sXMMsm",2015-08-03
"We're also partying for @missjourdandunn's b-day today! We officially Ì†ΩÌ≤ò August. http://t.co/3FsHX6tsXi",2015-08-03
"We're celebrating @karliekloss today! Happy birthday, girl. Ì†ºÌæÇ http://t.co/0eC3oxnVZ2",2015-08-03
"New #ExpressJeans are here! We're all about the details. Try a moto finished knee. So slick. http://t.co/mcScuVZ1Aa http://t.co/EsD1RH429V",2015-08-02
"It's a beautiful day to find a new fave pair of #ExpressJeans. Check out our latest arrivals! http://t.co/gdTQN1rPcX http://t.co/RtCPnVMk5b",2015-08-02
"Going to an old friend's wedding &amp; everyone wowing over how great you look. Nothing's better. http://t.co/2vU9mAfF84 http://t.co/tVAeGGnNRC",2015-08-01
"She's got the look. And the denim. #thathattho #ExpressJeans http://t.co/boHTqOB3Bb http://t.co/c0dgOLxGgr",2015-08-01
"Ready to adventure. You coming? #OneEleven #ExpressLife http://t.co/x142R93a8r http://t.co/Ew6LfJuKMk",2015-08-01
"A #bts snap of @karliekloss at our recent Express #OneEleven shoot! RT if you Ì†ΩÌ≤ú this girl. http://t.co/wkR9mIUEfY",2015-07-31
"Dress like you're with the band. Shop this festival look now! #LoveExpress http://t.co/IQVkmxP97M http://t.co/EEELhjZUR7",2015-07-31
"Clean cut with a bit of an edge. Just the way we like 'em. #ExpressMen #ExpressJeans http://t.co/tu68haxlLM http://t.co/BwCxFXiwgl",2015-07-31
"These soft tops are made to layer. What's your favorite #OneEleven combination? http://t.co/2Yt1RMMuin",2015-07-30
"Keep your friends close and your Girlfriend jeans closer! Love dressing this pair up. @bowsandsequins http://t.co/AzuPp13eCt",2015-07-30
"A plunging ladder neck &amp; French cut leg holes create a long, leggy look. Hello, lifeguards. Ì†ΩÌ∏â http://t.co/f8Ribfged0 http://t.co/FeHlCFOZl3",2015-07-25
"Partying tonight? Turn up in black in white. #LoveExpress #ExpressLife http://t.co/PggDVotlFU http://t.co/7SFI4XrAA5",2015-07-24
"When #NationalTequilaDay falls on a Friday Ì†ºÌΩ∏Ì†ΩÌ≤É#leavingworkearly #weekendstartsnow",2015-07-24
"Pick the red pair. It's Friday, baby. #ExpressMen http://t.co/yme5jSFMQK http://t.co/qIIKugxla8",2015-07-24
"Thursday evening swag. Ì†ΩÌ≥∑#urbanexploring #ExpressMen #ExpressLife http://t.co/7rr883q355 http://t.co/Io1ONjZt3j",2015-07-23
"Play peek-a-boo with a strappy back bralette and white #OneEleven top. Ì†ΩÌπà http://t.co/xnIH9SiktI http://t.co/828kvhJgXi",2015-07-23
"When your closet is like the #happyhour menu. #cantdecide #needmoretime #italllooksgood #whattowear #whodrankallthewine",2015-07-23
"This is the layer you need for laidback, late summer nights. #TopPinned #LoveExpress http://t.co/4NHJefbVXw http://t.co/oMgPMGzYrn",2015-07-22
"Khaki is cool with black and gray. When in doubt: Add shades. #ExpressMen http://t.co/owZ5k7ropU http://t.co/woNbOaysZG",2015-07-22
"Another award for @StephenCurry30! We'd give him ""Best Dressed"" tonight too. Of course. #ExpressMen #PlayersAwardsBET",2015-07-22
"A #OneEleven strappy front bralette + tee = ready for some patio sippin‚Äô. #ExpressLife http://t.co/fcLQZqhInO http://t.co/4txVdJs1b5",2015-07-21
"An office #ExpressMen look as summer heats up. Nobody promotes the guy sweating on everything. http://t.co/HPTtA6LhqQ http://t.co/SWDw9P4Kss",2015-07-21
"Hustling like #StephenCurry to get things done before the #PlayersAwardsBET start tonight! Hyped to watch him win more titles. Ì†ºÌøÜÌ†ºÌøÄÌ†ΩÌ±èÌ†ΩÌ±èÌ†ΩÌ±è",2015-07-21
"#NationalJunkFoodDay probs #Ì†ºÌΩ´#Ì†ºÌΩü#Ì†ºÌΩï http://t.co/pNTMPnTt7R",2015-07-21
"Wear #ExpressJeans flares with flats: Tuck in your top for polished proportions! @maryortonmemo http://t.co/ct8jCYPHnl",2015-07-20
"Crochet lace details take a tank from casual to sexy. #LoveExpress http://t.co/Nm1R7cnJ1i http://t.co/UEpMdsoxKd",2015-07-20
"Um, yeah, we coordinate our sports bras to our workouts. So what? #EXPCore http://t.co/k7I9lOLih8 http://t.co/vd59zEJ0v1",2015-07-20
"How to wear a trendy bell sleeve top to work this week? Get it in a chic neutral. #LoveExpress http://t.co/NyF1SSyiay http://t.co/Sy7jtEg6Lk",2015-07-19
"Summertime, and the layering's easy... #OneEleven http://t.co/bERbvAy2mv http://t.co/ZrSaYygAvk",2015-07-19
"Peonies are pretty much everyone‚Äôs favorite flower, right? Ì†ΩÌ≤ò #farmersmarket #sunday #ExpressLife",2015-07-19
"Two little rays of sunshine. #ExpressLife #cheers #weekend http://t.co/jciIi3GxnR",2015-07-18
"Nightlife's new ""it"" bags. #feelingthefringe #LoveExpress http://t.co/a6STVa4oBk http://t.co/vPx5VJGdtk",2015-07-18
"Put our tie neck blouse with a pair of #ExpressJeans flares for '70s glam. @vivaluxury http://t.co/pJqPG6euKn http://t.co/aUstIXIFtK",2015-07-17
"Today = Ì†ΩÌ≥Ö = #WorldEmojiDay! Today we give thanks that we no longer have to flirt without emojis. Ì†ΩÌ≤ë",2015-07-17
"Tans fade. Your love for your swimsuit shouldn‚Äôt. Get a classic. #LoveExpress http://t.co/KCcB97V2iA http://t.co/VWR1AP3FCW",2015-07-17
"Do more with lace. Insets of the boho chic detail on this dress' bell sleeves make us go all Ì†ΩÌ∏ç http://t.co/Ag1NVp36ua http://t.co/tJRFrUGpCb",2015-07-17
"A weekend at the beach house with friends is like summer camp for grown-ups. ‚õ∫ ‚ú® #glamping #suitcasepacked #ExpressLife",2015-07-16
"Denim on denim by @KellysKloset starring our jean pencil skirt. #ExpressJeans http://t.co/oYPvLHy0XB http://t.co/IMOmQZU5Cx",2015-07-16
"Check out what our PR intern Hali has been up to while on the clock! #ExpressLife #FashionU http://t.co/8DDVqd8yBT http://t.co/vh8mGN81cV",2015-07-16
"Pulling for @StephenCurry30 at the #ESPYS tonight! #BestMaleAthlete though. #ExpressMen http://t.co/wSWb9WMVoA",2015-07-15
"Cut-outs at the neck and lace at the hem make this cami fail-proof pretty with a pair of jeans http://t.co/OKADsaeeiz http://t.co/xOyyVgGxmE",2015-07-15
"Lighten up in Express One Eleven. http://t.co/JzZ2dJGpE3 http://t.co/O1xJmTueGX",2015-07-15
"Micro floral print for style. Linen-cotton for comfort. #ExpressMen @onedapperstreet http://t.co/7wKhBe8h1O http://t.co/rYDdaP465E",2015-07-15
"Enter: the summer of denim EVERYTHING. #ExpressJeans http://t.co/c2bv61npVX http://t.co/m5Bt1Aomt4",2015-07-14
"That feeling when you get a fresh haircut and it‚Äôs instantly not as hot outside. Ì†ΩÌ≤ÅÌ†ΩÌ∏å",2015-07-14
"Stripes or solids? How about both. #ExpressMen @oh_anthonio http://t.co/RaZaBfTUkj",2015-07-13
"Get fitness apparel that can keep up with your strong *and* stylish sides. #EXPCore #fashionmeetsfitness http://t.co/suSXy1uQ3F",2015-07-13
"Get this @KarlieKloss look! It's our #OneEleven nep knit tee + light wash #ExpressJeans. http://t.co/q7gy3oPgPU http://t.co/DmDN5Rbe9j",2015-07-12
"Our dress pants are ready for work in summer-friendly fabrics. #ExpressMen http://t.co/s2zZVBR1BQ",2015-07-12
"One piece, double the sexy. #pooltime #beachbabe #ExpressSwim http://t.co/J5VTfW3cTR http://t.co/eWpZaVzifZ",2015-07-12
"Here comes the sundress. ‚òÄ #LoveExpress #ootd #vacay @kellyskloset http://t.co/rgZq9hLAXb http://t.co/WE1Dj9MYPk",2015-07-11
"Dancing to Bey all day. Happy 7/11! Ì†ΩÌ±èÌ†ΩÌ±èÌ†ΩÌπå",2015-07-11
"Sending this week off in style. Ì†ΩÌ≤ã #ExpressLife http://t.co/rQNQuS41DU",2015-07-10
"Put our new burgundy looks at the top of the pile. #ExpressMen http://t.co/Ax3OklU5KW http://t.co/BVgtvMb47r",2015-07-10
"A tie neck blouse lends some femininity to a plaid suit. #LoveExpress #likeaboss http://t.co/B3PV4ApZvo",2015-07-10
"We‚Äôre hanging with @StephenCurry30 tomorrow at the bay! Follow Express on Ì†ΩÌ±ª for pics this week. #ExpressMen http://t.co/2K62rgsn27",2015-07-06
"Get a pair designed to last through whatever adventure summer calls for. Ì†ºÌºÑ #ExpressMen http://t.co/HMaFwtFEZA http://t.co/hlLGdjsjGF",2015-07-05
"Our fave #70s prints: Tapestry. Funky florals Ì†ºÌº∏. Chevron. Here‚Äôs how to wear them all! http://t.co/ojoHZCg0Ty http://t.co/TQ3LDhBr4I",2015-07-05
"Don‚Äôt miss this deal! Today‚Äôs your last chance to get $25 off every $100 you spend. http://t.co/6RqW8Iy45X http://t.co/oQ0LGT9TbL",2015-07-05
"We had so much fun this holiday weekend we‚Äôre still celebrating our #FourthofJuly Sale! http://t.co/w62amArSIg",2015-07-05
"Happy #NationalBikiniDay! #thankful @anastasiaashley Ì†ΩÌ±ô‚ú® http://t.co/alJSZLaad1",2015-07-05
"Have a safe, fun and sparkly Fourth! #letsparksfly http://t.co/qKdT6ixiaT",2015-07-04
"Cutoffs today. Because America!  http://t.co/d8DrQfGpkR http://t.co/xHWYoyszLU",2015-07-04
"Cray for the USA! Ì†ΩÌ≤ÉÌ†ºÌæÇÌ†ºÌ∑∫Ì†ºÌ∑∏ #birthday #FourthofJuly #dontpassoutbeforefireworks",2015-07-04
"The freedom to choose your graphic, all weekend long. #teesonfleek http://t.co/EO4jBrW9dJ http://t.co/774Sw4wosn",2015-07-03
"Boom. Ì†ºÌæá http://t.co/azjMiBQ63P http://t.co/2o9tNI9ask",2015-07-03
"Now on the blog: Our favorite things for celebrating Independence Day in style! #LoveExpress http://t.co/XBFYh5H98Y http://t.co/s8ku6gJPeA",2015-07-03
"Now starring: #OneEleven + #ExpressJeans with @karliekloss! She‚Äôll rep our denim campaign coming in August.Ì†ΩÌ±ñ http://t.co/Zcgyaq01KN",2015-07-03
"Start a summer romance between you and this chiffon dress. #floralcrush #LoveExpress http://t.co/GfajSWtEoU",2015-07-02
"Save big during the Express Fourth of July Sale! Summer loves are 40% off. http://t.co/BanfTQfbZj",2015-07-02
"Get $25 off every $100 you spend when you shop now through Sunday! http://t.co/HL6XM3wyGG http://t.co/QySiJU0IeO",2015-07-02
"How to get ready for the #FourthofJuly in pics! Now on SnapChat Ì†ΩÌ±â Express. Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌΩªÌ†ºÌæáÌ†ΩÌ∑ΩÌ†ΩÌ≤ÉÌ†ΩÌ≤ô",2015-07-02
"Shop new Express #OneEleven early. These soft tees &amp; bralettes are so fun to layer! http://t.co/zu6S7pkMja http://t.co/3kDFW5Gip8",2015-07-02
"White denim goes with everything, which is why it's getting pinned like whoa. #TopPinned http://t.co/EkeMpdwdA7 http://t.co/vbdf1aZg7l",2015-07-02
"New on the blog: How does a newbie New Yorker get the most out of such a huge city? http://t.co/744SDlV97q http://t.co/6vZsX99Pio",2015-07-01
"RT to vote Stephen Curry the @ESPYS #BestMaleAthlete! @StephenCurry30 #congrats #threenoms #boom http://t.co/mgzBsT6lN9",2015-07-01
"Denim on denim is as Americana as it gets. #LoveExpress #fourthofjuly http://t.co/VL8HGxcsYr",2015-06-30
"Red, white &amp; booya! #ExpressMen #fourthofjuly http://t.co/HKmLX8rhtJ",2015-06-30
"NEW #OneEleven hits 7/7! Sneak peek (and shop!) it now. Super soft tees at crazy good prices. http://t.co/2dX10cZPoM http://t.co/WHfqxRpu8o",2015-06-29
"Summer tees make us feel fine. #shortweek #beachonthebrain http://t.co/u4x3k3dRqZ http://t.co/VMpDImFaSO",2015-06-29
"The second-best thing you can wear to the beach. #EXPCore #nevermissamonday http://t.co/J8frPTCZ6P http://t.co/ggPfAlOHUZ",2015-06-29
"#OOTD insp: Combo olive and black. #LoveExpress #militaryglam http://t.co/gznCPCZCrt",2015-06-28
"When you try to have a productive Sunday &amp; end up lounging at the pool all day.  #sorrynotsorry Ì†ºÌøä &gt; Ì†ΩÌ≥ù",2015-06-28
"More options = less laundry days. #justsaying http://t.co/OUr8kiGWOV",2015-06-28
"#FestivalStyle Rule of Wrist: Look at yourself before you leave and add one more bracelet. http://t.co/UXQiCaDRUD",2015-06-27
"Rev up your shorts with a rolled hem. #ExpressMen http://t.co/68mesz2ijA http://t.co/SrtMKwXmHY",2015-06-27
"Tee time. Try our new styles. They‚Äôre soft as ever. #ExpressMen http://t.co/7N9Bjfg8OH http://t.co/gKihKBSFDR",2015-06-26
"Olive you. Shop our new color crush! http://t.co/z8JPvfaKkt http://t.co/6GjMOWzcKE",2015-06-26
"#TGIF! The day most likely to wear yoga pants to work and get away with it. Ì†ΩÌ∏å",2015-06-26
"Get a 60-second workout plan via our SnapChat! Follow Express and tune in tomorrow. #everybodygottimeforthat http://t.co/disP3nZdds",2015-06-26
"Weekending early! #happyhappyhour #alltheemojis Ì†ΩÌ≤ãÌ†ΩÌ≤•Ì†ºÌæÜÌ†ºÌΩß",2015-06-25
"Traveling on your extra #fourthofjuly days off? Visit our Vacay Packing shop for essentials! http://t.co/zcCGgNvlDu http://t.co/7FftGgIEiB",2015-06-25
".@stephencurry30 = #ExpressMen dressed. @GQmagazine approved. Look who was voted most stylish. http://t.co/doQSYZtkog",2015-06-25
"A dusty olive is our new summer uniform. #trendingnow http://t.co/4440MD9YWk http://t.co/Dx2Xk1sICg",2015-06-24
"The best thing about this versatile silky tee? It‚Äôs got an open bow back. Ì†ºÌæÄ #LoveExpress http://t.co/EUCFAjMhjf http://t.co/eIhtmUZzER",2015-06-24
"Watch yourself with a comfortable, smooth silicone band. #athleisure #ExpressMen http://t.co/yLoFiB7HNy http://t.co/jv0P7Aq9Xd",2015-06-23
"Enter: The new sundress, designed to go anywhere during your season in the sun. #LoveExpress http://t.co/qZYSQfyRNf http://t.co/GAo4YMF9U4",2015-06-23
"A white vest instantly pulls an outfit together. Love our necklace too! @chriselletweets http://t.co/rcXOUpzXuu",2015-06-23
"Tropical flower power Ì†ºÌº∫ #shorts #homefromworkuniform http://t.co/zfy9jPsxdj http://t.co/fT0JFJvAz9",2015-06-22
"#EXPCore leggings transition from workout to whatever else the day holds.  #athleisure http://t.co/OYrSRg3djN http://t.co/wBSUoqBCVl",2015-06-22
"Still swooning over the #70s influence in our new arrivals. Shop the trend now! http://t.co/rA3ZXLHvbl http://t.co/vzDbWNePmd",2015-06-18
"Tonight = Ì†ºÌΩï + ‚öæ + Ì†ΩÌ∏é",2015-06-17
"This crop top goes with ev-er-y-thing (&amp; isn‚Äôt too revealing to be weird at family barbecues) http://t.co/RYR8OaWJCN http://t.co/rIgprEeB6R",2015-06-17
". @omar4gonzalez looking stylish. Our orange #1MX with the assist! #ExpressMen http://t.co/VPI3UHI4rr",2015-06-17
"Ì†ºÌæâÌ†ºÌøÄÌ†ºÌæâ CONGRATULATIONS, @StephenCurry30 &amp; #dubnation! So proud of our #ExpressMen ambassador #omgwecanbreathenow http://t.co/4uL9TmDzFq",2015-06-17
"#Game6?! Can‚Äôt even‚Ä¶ Good luck, @stephencurry30! #ExpressMen http://t.co/inG7VTEVZA",2015-06-17
"You‚Äôve gotta see our sophisticated take on the #70s trend. Shop our new pieces now! http://t.co/sGDn23v9kD http://t.co/LMaYomIVwQ",2015-06-16
"Ì†ºÌºµ Desert dreaming‚Ä¶   #LoveExpress @chriselletweets http://t.co/7ZKF7v4fZK",2015-06-16
"Got Dad‚Äôs gift yet? Hit up our Gifts for Him shop for a list of things he‚Äôll love. #fathersday http://t.co/2TTDuL4Pch http://t.co/h0qkIuwVWi",2015-06-16
"So thankful for the Athleisure trend because it means we can wear our #EXPCore everywhere. http://t.co/GK3uJIDRQi",2015-06-15
"Enter for a chance to win a VIP shopping trip! Follow ExpressRunway on Insta. #OneEleven http://t.co/5VxnXHptME",2015-06-15
"Halfway through June already?! Ì†ΩÌµ¶‚úà #hereshopingmondayalsofliesby",2015-06-15
"Ì†ΩÌ≤ÖÌ†ΩÌ≤Ü Ì†ΩÌªÄ #sunday #life #bubblebath #manipedi",2015-06-14
"Get your bridal party jewelry they‚Äôll love even after the vows. #LoveExpress #weddingseason http://t.co/62SSdof2UX http://t.co/lo1VHsrGid",2015-06-14
"Be anything but boring. #ExpressMen http://t.co/shYVfsBzXY http://t.co/6JBl0R92u2",2015-06-14
"Heels give a handkerchief hem room to show off. #LoveExpress #shoegamestrong http://t.co/Xe3fX4G08x",2015-06-13
"Cologne for your man on #FathersDay. You both win. #ExpressMen http://t.co/lg7OZwydEM http://t.co/GnHcavO6ST",2015-06-13
"Cutoffs. It just isn‚Äôt summer without them. #ExpressJeans #LoveExpress http://t.co/yG2Gc5JXIS http://t.co/xPcGazqnvK",2015-06-13
"Ì†ºÌºá Rooftop parties forever Ì†ºÌºá http://t.co/QoMXGYglVW http://t.co/W9FSu1Fafc",2015-06-12
"Get faded! #fridayfeeling http://t.co/eLTlr8hvO6",2015-06-12
"This series = Ì†ΩÌ∏± . Hoping we can handle watching #Game4. #playoffs #StephenCurry http://t.co/NI1JFqnvNj",2015-06-12
"Father‚Äôs Day is this month. Ì†ΩÌ±® Get Dad‚Äôs gifts early. He‚Äôd be so proud. #ExpressMen http://t.co/CEDViqUOir http://t.co/Mg4XmuIqJy",2015-06-11
"This is about the time you realize you need more shorts for summer. Shop new styles at http://t.co/XpCgjXQhaL! http://t.co/vH3xB43Mu9",2015-06-11
"Now on the blog: Summer beauty tips from our L.A. #photoshoot! http://t.co/IzdjMtBSzA http://t.co/o5ZOlkLqv4",2015-06-11
"Tomorrow it's the moment you‚Äôve been waiting for‚Ä¶ sneak peek new Express #OneEleven! Express. SnapChat. Tomorrow. Ì†ΩÌ±ª ‚ú® http://t.co/915ZZ7K6Ol",2015-06-11
"Your groomsmen should look good while repping your love. Check out our online wedding shop! http://t.co/YJv8vVdxdy http://t.co/rmSNVN2p0p",2015-06-10
"A tapestry print and handkerchief hem make the maxi style feel new. #TopPinned #LoveExpress http://t.co/nV1aQICd3D http://t.co/vJj5mdVh7Z",2015-06-10
"#Game3 tonight! We‚Äôre counting on @wardell30 to look as good on court as he does on camera. http://t.co/WBzyaIyQ8h",2015-06-10
"#BetterYourBasic and put a draping tee with a sequin skirt. Hello, sparkle. #LoveExpress http://t.co/AYRT6uOSwD http://t.co/SCJp29xx4d",2015-06-09
"A burgundy suit does all the talking for you. #ExpressMen @justinliv http://t.co/67LA015GS3",2015-06-09
"Well hello, handsome. DIY your own simple syrup, no matter where your kitchen skills rank. http://t.co/fuHNWgl31N http://t.co/jbya6vay39",2015-06-08
"Dad‚Äôs feeling fancy after the #dadbods thing. Impress him #FathersDay with an #ExpressMen gift. http://t.co/YaVsUUx1GX",2015-06-08
"Ì†ΩÌ±Ø &gt; Ì†ΩÌ≤î  ‚Ä¶ Best friends make everything easier. #NationalBestFriendsDay",2015-06-08
"Watch this then hit up our blog to see what it‚Äôs like #bts with #StephCurry #ExpressMen http://t.co/PkcWFo5ygf
https://t.co/mykfSZFqnU",2015-06-08
"When in doubt, stick to a classic. #sundaybest #1MX #ExpressMen http://t.co/BgjzntwMlu http://t.co/lFbbhpQJtt",2015-06-07
"Having a few wedge options is as essential to summer as bringing a towel to the beach. http://t.co/7mDgGlEdwr http://t.co/NGVxeC52dB",2015-06-07
"Weekend vibes.  #ExpressMen http://t.co/2fkUbeUCD8",2015-06-07
"What‚Äôs now: Pattern mixing. Don‚Äôt be shy. Put a #tropical top with our striped jeweled clutch. http://t.co/jXhYhID2Ma http://t.co/yrdG6BewzW",2015-06-06
"Accessories are as important to weddings as the free champagne.   #bestdressedweddingguest http://t.co/mbskLhZu9X",2015-06-06
"Giving them butterflies for sport‚Ä¶ #datenight #ExpressLife http://t.co/uaGNTlK035",2015-06-06
"OK, summer. We‚Äôre ready. #ExpressMen #shorts #wtwt http://t.co/7NwZaLKkYs http://t.co/Q3mQz8WgQ0",2015-06-05
"Congrats to @StephenCurry30 for crushing it on the court tonight! #WhatAGame #BringOnRiley",2015-06-05
"OT?! Really?! #CantEven #AlreadyHavingAHeartAttack",2015-06-05
"Alright. That arm is warmed up FOR SURE. #Warriors #SC30 #SplashBrothersAreInTheBuilding http://t.co/9sqS5DdatW",2015-06-05
"We're ready for #GameOne of the #NBAFinals tonight! Oh and the press conference afterward. #RileyCurry",2015-06-05
"Ì†ΩÌ¥Æ Ì†ºÌøÄ Ì†ºÌøÜ We see great things in this guy‚Äôs future. #ExpressMen #StephCurry http://t.co/f5jLgl1krP",2015-06-05
"Black and white and sexy all over. #goingout #thursdayisthenewfriday http://t.co/XJhjfTGFEf http://t.co/B3yiYZjVnz",2015-06-04
"Bikinis on the brain. #sorrynotsorry #LoveExpress http://t.co/qFvJ0LPype http://t.co/beplDXkLef",2015-05-27
"There‚Äôs a new chance for you to enter to win a gift card on Insta! Follow ExpressRunway now. http://t.co/Tz8Oa3qxOG",2015-05-27
"If we could wear this skirt everyday, we might. Shop all our new arrivals now! #LoveExpress http://t.co/6572HA04fC http://t.co/FAj9FGxibu",2015-05-27
"Be first to see BRAND NEW styles as they arrive in store today! Friend Express on Snapchat. Ì†ΩÌ±ª http://t.co/9tUwrTq4FP",2015-05-26
"Back to reality. ‚è∞Ì†ΩÌ±éÌ†ΩÌ≤ºÌ†ΩÌ∏ëÌ†ΩÌ≤≠Ì†ºÌøÑ",2015-05-26
"Ì†ΩÌ∏çing every minute of a Monday off. #ExpressSwim #ExpressLife @nycpretty http://t.co/qv95OVaMLS",2015-05-25
"Ì†ºÌ∑∫Ì†ºÌ∑∏ Happy Memorial Day! Ì†ºÌ∑∫Ì†ºÌ∑∏ http://t.co/79keFgQFD7",2015-05-25
"As far as #SundayFunday goes, flip-flops are a classic. Shop our new styles. #ExpressMen http://t.co/kVqBdYcqz8 http://t.co/LPseljZXl5",2015-05-24
"Wake up early for a jog and a coffee run! Or just a coffee run. We won‚Äôt tell. #EXPCore http://t.co/iAWlxGNDsD http://t.co/aYFqvBmYhD",2015-05-24
"Doing ‚Äúresearch‚Äù poolside. #saturdaysarethebestdays #threedayweekend #ExpressLife #ExpressSwim http://t.co/mBm5mfNayS",2015-05-23
"Feeling free. ‚ù§ ‚ö™ Ì†ΩÌ≤ô  #MemorialDayWeekend http://t.co/NWEdp7QwJE",2015-05-23
"You didn't pick your bff because she‚Äôs hot. But it‚Äôs a killer bonus on Friday night. #wingwoman http://t.co/R9M3zsS50M",2015-05-23
"Weekend packing guide: Polos, tees &amp; don‚Äôt you dare forget the swim trunks.  #ExpressMen http://t.co/ztPoVX2AUM http://t.co/ApE4L8BcTP",2015-05-22
"Shop the Express Memorial Day Weekend Sale now through Tuesday! http://t.co/zCT9IVxnXv http://t.co/Y7S0557fXg",2015-05-22
"Patio party approved. Destroyed cutoff denim shorts &amp; an #Express One Eleven tee. @troprouge http://t.co/JCnUW89aVf",2015-05-22
"Who knew lace ruffle shorts could be so comfy? We did. So we ordered one in every color. Ì†ΩÌ∏é http://t.co/IvduHzI9PC http://t.co/UVZf7vpJeX",2015-05-21
"The breezy kimono is a light layer by day, #ExpressSwim suit cover-up by beach. #LoveExpress http://t.co/h6eIbcA6r2 http://t.co/y6qPeYy2zS",2015-05-20
"Fly away in a layer that looks laidback but cool at every #vacay occasion. #LoveExpress http://t.co/j04pOvwrXi",2015-05-20
"Caribbean blue with a beaded neckline, this trapeze dress is dreamy.  #TopPinned #LoveExpress http://t.co/vwLxn2rXdF",2015-05-20
"What to wear this spring: Soft basic tops with intricate back details. #LoveExpress SHOP NOW: http://t.co/KHPZFF68R1 http://t.co/oAU12GW4PV",2015-05-19
"Cool news: We‚Äôre now accepting Apple Pay &amp; other contactless forms of payment in store! Ì†ΩÌ≥±Ì†ΩÌ±õ http://t.co/e8tv1QPxLm",2015-05-19
"All set for a three-day weekend. #isitfridayyet #ExpressJeans http://t.co/3enmPDMkod",2015-05-19
"Accent a black &amp; white #ootd or tropical print with red sandals. Try a slide and a T-strap! http://t.co/rMGDFcVcOg http://t.co/lerutzEUWC",2015-05-18
"Make a splash in Aruba green. Try it on a clean-cut pair of shorts.  #ExpressMen http://t.co/8mWc3j5BdJ",2015-05-18
"Soak up the sun in knit tops with unique details, like an off the shoulder neckline. #LoveExpress http://t.co/8IWxTJCMhA",2015-05-18
"Band aids don't fix bullet holes, but but retail therapy might. Shop our After Party Sale right now!  #BBAMAs http://t.co/RTCEqAJOcI",2015-05-18
"PSA: ‚ÄúDon‚Äôt wear white to the wedding‚Äù only applies to the female guests.  #ExpressMen http://t.co/vDaWSmNzcu",2015-05-17
".@BrooklynBlonde shows how to do #brunch dressing best. Put casual pieces with chic colors. http://t.co/DO1Qv1XSbA",2015-05-17
"Bring on the bright lights, the late night &amp; feeling right. Ì†ΩÌ∫ñÌ†ºÌºÜ http://t.co/x9Js59gblF",2015-05-17
"Linen-cotton shorts can easily go from watching the game to playing catch out back #ExpressMen http://t.co/bZR3jjbk9b http://t.co/kBi2HRZSvL",2015-05-16
"So excited to see #PitchPerfect2 tonight! Channeling our inner Bella to prepare. Ì†ºÌæ§ Ì†ºÌæ¨",2015-05-16
"Ì†ºÌºû out. Ì†ºÌºä warm. Ì†ΩÌ±ô on. #ExpressSwim #fringe @lindsey_calla http://t.co/gei933d4F4",2015-05-15
"Oh, you know, just busy saving the Ì†ºÌºé #BikeToWorkDay #ExpressMen http://t.co/fplrrQyjdM",2015-05-15
"Shop this look and more by @CaitlynMahaffey, @teenvogue #EXPFashionU style ambassador! http://t.co/5gA5O0YX2w http://t.co/xxmo3zJuUo",2015-05-14
"Strike a pose. Ì†ºÌº¥ #everydayinmay #EXPCore #fashionmeetsfitness http://t.co/MGx4gaIUaQ",2015-05-14
"Style a suit for meeting clients: Add a tee, roll the cuffs, wear sneakers. #ExpressMen @justinliv http://t.co/LvqIDC8Cdr",2015-05-14
"Still Ì†ºÌæâ-ing Stephen‚Äôs win! Good luck in #playoffs tonight, #MVP. @stephencurry30 #ExpressMen http://t.co/6K6vOddPI8",2015-05-14
"RT if you‚Äôd wear these new sunnies! Ì†ΩÌ∏é ‚òÄ Ì†ºÌΩπ #LoveExpress #toppinned http://t.co/LBLGxMd1di",2015-05-13
"‚ÄòBout to #interview something fierce. #LoveExpress #ExpressMen #getthatjob http://t.co/0rppBxICgO",2015-05-13
"Be voted #bestdressed AND #cutestcouple. Mix white &amp; blue in an original way. #ExpressMen http://t.co/BAdTV3EpFX",2015-05-12
"Make a #tropical print your #ootd main feature. Keep accessories bold but solid. #LoveExpress http://t.co/wFFRFaXomN http://t.co/FkSFbqdFCX",2015-05-12
"Here‚Äôs how to have a gray day that rules, starring our asymmetrical drape skirt. #LoveExpress http://t.co/QuyavqgP4C http://t.co/mzIZfgRjE3",2015-05-11
"Get these looks by @PoshandCirc, a @teenvogue #EXPFashionU style ambassador. #LoveExpress http://t.co/EOj27miieV http://t.co/dI6wUAZVTq",2015-05-11
"Spring ties have sprung! Check out all those colors. #ExpressMen http://t.co/2TTEveKgB4",2015-05-11
"Look so-chic in shades of #gray with a pop of yellow.  #LoveExpress #ootd http://t.co/7Bjx1Hc4B8",2015-05-10
"Last day to get $25 off every $75 you spend! And you‚Äôre totally with Mom right now so‚Ä¶ shopping trip together? http://t.co/Bjy7CHxz2g",2015-05-10
"RT if your mom is, like, literally the best. Ì†ºÌø†Ì†ΩÌ±©Ì†ºÌøÜ #HappyMothersDay http://t.co/skyANfNIgx",2015-05-10
"Showing a little backside is a lotta sexy. Nice to see you again, Friday night. #ExpressLife http://t.co/huWsZHzCtn",2015-05-10
