"jcrewtext","date","ny_snow","ny_mean_temp","ny_max_temp","ny_min_temp","la_snow","la_mean_temp","la_max_temp","la_min_temp","chi_snow","chi_mean_temp","chi_max_temp","chi_min_temp","hou_snow","hou_mean_temp","hou_max_temp","hou_min_temp","unemployment"
"Wedding shopping? Now would be the time… http://t.co/44kVAHJlru #jcrewwedding http://t.co/kiFcqg5GAn",2015-02-26,0,27,32,21,0,61,70,51,1,15,22,7,0,43,55,31,5.5
"Fact: indigo dye was once such a valuable commodity that it was known as “blue gold.” http://t.co/pp34dPBk2x http://t.co/FgYmswbXl3",2015-02-26,0,27,32,21,0,61,70,51,1,15,22,7,0,43,55,31,5.5
"A stretchy military-inspired cargo that gives new meaning to “at ease” http://t.co/cvewJoxCbF http://t.co/qsPXLUes9M",2015-02-26,0,27,32,21,0,61,70,51,1,15,22,7,0,43,55,31,5.5
"Pair them, wear them, pile them on http://t.co/kXpl9Yq7lJ #accessoryfix #jcrewcontest http://t.co/aqSLynbtOy",2015-02-25,0,29,37,20,0,62,72,51,1,22,28,16,0,42,50,33,5.5
"New arrivals: spring break edition! Everything he needs, for everywhere he goes http://t.co/5ZXdhD13wT #crewcuts http://t.co/La8eTpsLTg",2015-02-25,0,29,37,20,0,62,72,51,1,22,28,16,0,42,50,33,5.5
"The best accessory is a sparkling personality. Or a really killer shoe. #jcrewtruths #accessoryfix",2015-02-25,0,29,37,20,0,62,72,51,1,22,28,16,0,42,50,33,5.5
"We believe in high standards and high heels http://t.co/xZEw1R55EP http://t.co/hI4bBroaxe",2015-02-24,0,14,24,4,0,60,74,46,1,19,32,6,0,38,43,33,5.5
"There's no replacement for a good pair of jeans http://t.co/1u8ZdEAPxv #jcrewdenim http://t.co/VEdSwTWG1o",2015-02-24,0,14,24,4,0,60,74,46,1,19,32,6,0,38,43,33,5.5
"JFK to LAX. A bi-coastal look at our garment-dyed tees that were designed in NY and made in LA http://t.co/F8WqejW7bV http://t.co/899xJYtaim",2015-02-24,0,14,24,4,0,60,74,46,1,19,32,6,0,38,43,33,5.5
"Cross ""looking great"" off your to do list http://t.co/IqSV33kvqp #weartowork http://t.co/Y5tGE8q9dn",2015-02-23,0,23,38,8,0,58,65,50,0,8,15,0,0,40,46,34,5.5
"We put our athletic-fit Crosby Suit on a few of the guys from the New York Boars hockey team: http://t.co/5VVfUGsdij http://t.co/7Tf8cHMzih",2015-02-23,0,23,38,8,0,58,65,50,0,8,15,0,0,40,46,34,5.5
"New arrivals. Run don’t walk http://t.co/HBLyybrYq7 http://t.co/wtVPRiHfAL",2015-02-23,0,23,38,8,0,58,65,50,0,8,15,0,0,40,46,34,5.5
"The Regent Blazer, updated in linen and chambray. So basically it’s more charming than ever http://t.co/Y313UMCe9I http://t.co/ifGYnttpFG",2015-02-22,1,38,43,32,0,59,64,53,0,19,30,7,0,63,80,45,5.5
"His morning routine just got a little smoother http://t.co/W73lZsM1fJ (cc: @harrys) http://t.co/0rZRj9MUCT",2015-02-22,1,38,43,32,0,59,64,53,0,19,30,7,0,63,80,45,5.5
"Needless to say, we’re totally on board with this sailing themed wedding http://t.co/rKymTOSECO #jcrewwedding http://t.co/IqDDZXqygm",2015-02-22,1,38,43,32,0,59,64,53,0,19,30,7,0,63,80,45,5.5
"Sometimes it is easy being green http://t.co/ga3g0ZuVLM #accessoryfix http://t.co/Q4s1PKojQd",2015-02-21,1,23,32,13,0,63,69,57,0,26,33,19,0,70,75,65,5.5
"How to rock J.Crew in your 20s, 30s, 40s, 50s… http://t.co/GYdK2BWrO5 http://t.co/lIVM6J1MyI",2015-02-21,1,23,32,13,0,63,69,57,0,26,33,19,0,70,75,65,5.5
"484 reasons to wear white during winter http://t.co/ok6ORvoXSU http://t.co/Izo5toChn0",2015-02-21,1,23,32,13,0,63,69,57,0,26,33,19,0,70,75,65,5.5
"The classic @converse #jackpurcell is back. (Well, with a few design updates)  http://t.co/V8zoth8iep http://t.co/d4fG3ZdAoU",2015-02-20,0,11,19,2,0,63,70,56,1,10,20,-1,0,61,69,52,5.5
"Meet Tilly. She’s like the friend who gets it right every time http://t.co/B10Wdb10Bm http://t.co/IMjml2qXe7",2015-02-20,0,11,19,2,0,63,70,56,1,10,20,-1,0,61,69,52,5.5
"It's okay to be Type A about your tailoring #jcrewtruths",2015-02-20,0,11,19,2,0,63,70,56,1,10,20,-1,0,61,69,52,5.5
"The perfect worn-in jean jacket http://t.co/pk8dEICIwb #jcrewdenim http://t.co/91hejUty7D",2015-02-19,0,18,27,8,0,65,72,57,0,1,7,-5,0,51,64,37,5.5
"Headphones, on. Listen to our first-ever @Spotify playlist, from our NYFW presentation here: http://t.co/RsHm6uCv3n #jcrewnyfw",2015-02-19,0,18,27,8,0,65,72,57,0,1,7,-5,0,51,64,37,5.5
"""I remember saving my babysitting money to buy my first @Lacoste"" -Jenna Lyons http://t.co/UzJyRy5oBT #jcrewxlacoste http://t.co/PYX8nnSEs3",2015-02-19,0,18,27,8,0,65,72,57,0,1,7,-5,0,51,64,37,5.5
"Think of these new arrivals as vitamin C for your closet http://t.co/mnl3ltvDmC http://t.co/Y8MscDa0Cy",2015-02-19,0,18,27,8,0,65,72,57,0,1,7,-5,0,51,64,37,5.5
".@Voguemagazine called the wide-leg pants from our presentation the ""pant of the season"" http://t.co/DIC8m9G8qm #jcrewnyfw",2015-02-19,0,18,27,8,0,65,72,57,0,1,7,-5,0,51,64,37,5.5
"Because a bright bag &amp; high heel can knock out a case of the blahs http://t.co/TkCtseqmvZ #accessoryfix #jcrewcontest http://t.co/GnCnQ8w3xZ",2015-02-18,1,20,30,10,0,65,75,55,1,6,11,0,0,49,64,33,5.5
".@Racked thought our collection was a ""covetable bite of the '70s trend"". What about you? http://t.co/NytyBnFjoZ #jcrewnyfw",2015-02-18,1,20,30,10,0,65,75,55,1,6,11,0,0,49,64,33,5.5
"Two-tone denim @vans http://t.co/oWIMKGFsCE (cc: @nickwooster) http://t.co/TUQAOQvBYp",2015-02-18,1,20,30,10,0,65,75,55,1,6,11,0,0,49,64,33,5.5
"Thanks @WWD for calling our fall/winter 2015 presentation ""one of the most satisfying yet this week"" http://t.co/7KeXxfJXL1 #jcrewnyfw",2015-02-18,1,20,30,10,0,65,75,55,1,6,11,0,0,49,64,33,5.5
"400 new arrivals to wear right now? Yes please http://t.co/jR3XoP807t http://t.co/F8aPkgW6Km",2015-02-18,1,20,30,10,0,65,75,55,1,6,11,0,0,49,64,33,5.5
"We love bags for our bags. And this handmade @traceytannernyc pouch in rose gold leather is next level http://t.co/uxlLgJtrTo",2015-02-18,1,20,30,10,0,65,75,55,1,6,11,0,0,49,64,33,5.5
"Our March Style Guide is up on @Pinterest. Let's all take a minute to enjoy shall we? http://t.co/VZLp95ePBL http://t.co/uMn5kExRiI",2015-02-18,1,20,30,10,0,65,75,55,1,6,11,0,0,49,64,33,5.5
"The early bird catches the…great new arrivals. Shop them at our #jcrewfirstlook in-store event on Feb 18th from 6-8pm http://t.co/xNKWtvoyz0",2015-02-17,1,21,27,14,0,64,71,57,1,17,22,11,0,44,54,34,5.5
"❤️ #jcrewnyfw http://t.co/TkPn3HtxyY",2015-02-17,1,21,27,14,0,64,71,57,1,17,22,11,0,44,54,34,5.5
"Bill! #jcrewnyfw http://t.co/OoEqYG4hGy",2015-02-17,1,21,27,14,0,64,71,57,1,17,22,11,0,44,54,34,5.5
"Walking out... #jcrewnyfw http://t.co/YxjrSAjapO",2015-02-17,1,21,27,14,0,64,71,57,1,17,22,11,0,44,54,34,5.5
"Ready for the storm. #fashionweek #jcrewnyfw http://t.co/5kuCPnlHZK",2015-02-17,1,21,27,14,0,64,71,57,1,17,22,11,0,44,54,34,5.5
"""We wanted the makeup to look fresh...like she just came in from skiing"" -Troi Ollivierre, hair/makeup artist #nyfw http://t.co/Q7wYD65kXi",2015-02-17,1,21,27,14,0,64,71,57,1,17,22,11,0,44,54,34,5.5
"We're so excited for this morning's #jcrewNYFW presentation we don't even need coffee! Jk, will still totally need coffee",2015-02-17,1,21,27,14,0,64,71,57,1,17,22,11,0,44,54,34,5.5
"No snow day for us. 7:45am, hair + makeup begins #jcrewnyfw http://t.co/gTTLzPxM2V",2015-02-17,1,21,27,14,0,64,71,57,1,17,22,11,0,44,54,34,5.5
"It might be freezing but it's still going to be our best presentation yet #jcrewNYFW",2015-02-17,1,21,27,14,0,64,71,57,1,17,22,11,0,44,54,34,5.5
"""I have my outfit but I don't know where it is."" —Jenna #jcrewnyfw #fashionproblems http://t.co/jTsThylNRz",2015-02-17,1,21,27,14,0,64,71,57,1,17,22,11,0,44,54,34,5.5
"Calling all brides-to-be. And bridesmaids, grooms, flower girls, ring bearers… http://t.co/3EHVNoEfMi #jcrewwedding http://t.co/RasPlOburY",2015-02-17,1,21,27,14,0,64,71,57,1,17,22,11,0,44,54,34,5.5
"So.many.sequins #jcrewnyfw http://t.co/K7buGrndKA",2015-02-16,0,12,21,3,0,63,70,56,0,14,19,8,0,53,68,37,5.5
"Blushes + brights http://t.co/tkcL7aqMC5 #jcrewnyfw http://t.co/M9EavH9e3H",2015-02-16,0,12,21,3,0,63,70,56,0,14,19,8,0,53,68,37,5.5
"T-minus one day. Tune in tomorrow at 9:30am EST to see the full collection. #jcrewnyfw http://t.co/deqDsOyhah",2015-02-16,0,12,21,3,0,63,70,56,0,14,19,8,0,53,68,37,5.5
"""It's exciting to see the looks on the girls for the first time."" —Tom, head women's designer http://t.co/OuB7cMHjlA http://t.co/x2bwStwBry",2015-02-16,0,12,21,3,0,63,70,56,0,14,19,8,0,53,68,37,5.5
"""The styling this season is a little wackadoodle (in a good way)"" —Gayle, head women's stylist http://t.co/ID03ZDtwZv http://t.co/I7vZoiwhgC",2015-02-15,1,14,24,1,0,67,80,54,1,9,17,0,0,61,71,51,5.5
"Our Ryder pant is going to send your tailor into a spiral of self-doubt http://t.co/2Og1icvK33 http://t.co/3aJgLN1gCr",2015-02-15,1,14,24,1,0,67,80,54,1,9,17,0,0,61,71,51,5.5
"T-minus two days 'til showtime http://t.co/1H3ZO0BuZF #jcrewnyfw http://t.co/XTt0T3juH9",2015-02-15,1,14,24,1,0,67,80,54,1,9,17,0,0,61,71,51,5.5
"Our stylist Gayle breaks down that whole ""transitional dressing"" thing on our blog http://t.co/lPuDtJ3S6R http://t.co/nY4QTIuqXK",2015-02-14,1,19,28,10,0,71,86,56,1,17,29,4,0,61,78,43,5.5
"You don't need a Valentine to get all dressed up and eat a whole thing of chocolates #valentinesday",2015-02-14,1,19,28,10,0,71,86,56,1,17,29,4,0,61,78,43,5.5
"Because accessorizing really is an art form http://t.co/shfYa5vBp9 #accessoryfix #jcrewcontest http://t.co/SZPr9ChDwI",2015-02-14,1,19,28,10,0,71,86,56,1,17,29,4,0,61,78,43,5.5
"Writing love letters #happyvalentinesday http://t.co/96LPy5EM69",2015-02-14,1,19,28,10,0,71,86,56,1,17,29,4,0,61,78,43,5.5
"#nyfw prep. #jcrewnyfw http://t.co/JVxHA5pEss",2015-02-14,1,19,28,10,0,71,86,56,1,17,29,4,0,61,78,43,5.5
"""We look for girls with a natural beauty who are confident in their own skin.""—Gayle, head women's stylist #jcrewnyfw http://t.co/cHoiOwwDic",2015-02-13,0,15,21,8,0,73,88,57,1,18,29,7,0,53,66,39,5.5
"THIS is the definition of “love at first sight” http://t.co/XK9NbCpuTS http://t.co/C1BNoOBLBg",2015-02-13,0,15,21,8,0,73,88,57,1,18,29,7,0,53,66,39,5.5
"Never underestimate the power of a good pair of jeans http://t.co/MzL6xc1yWV #jcrewdenim http://t.co/DDOatpjN0H",2015-02-13,0,15,21,8,0,73,88,57,1,18,29,7,0,53,66,39,5.5
"Tom Mora talks @fleetwoodmac, Manhattan cocktails and the @metmuseum (all in under ten seconds) with @InStyle http://t.co/TDCbW6G1uf",2015-02-12,1,28,40,16,0,71,85,56,1,16,21,11,0,56,66,46,5.5
"You can do better than roses. Our Very Personal Stylists are here to help http://t.co/7AX8OdTjGY #valentinesday",2015-02-07,1,33,40,25,0,62,69,54,0,35,44,25,0,53,69,37,5.5
"From statement earrings to the art of rings stacking, Gayle shares her wisdom http://t.co/Dze9AjSlgM #accessoryfix http://t.co/tRMUM3xsba",2015-02-07,1,33,40,25,0,62,69,54,0,35,44,25,0,53,69,37,5.5
"Ready, set, accessorize. Our #accessoryfix @instagram contest is under way: http://t.co/pQyjB2PurF  #jcrewcontest http://t.co/MRgpg4kbLO",2015-02-06,0,20,27,12,0,65,75,54,0,24,32,15,0,49,56,41,5.5
".@AMNH invited us into their archives to create this exclusive collab http://t.co/LGlNGFwwl7 #crewcuts #jcrewxamnh http://t.co/v1dNeToUMg",2015-02-06,0,20,27,12,0,65,75,54,0,24,32,15,0,49,56,41,5.5
"Introducing our #accessoryfix @instagram contest http://t.co/a2YMFfxRFW #jcrewcontest http://t.co/7Gywmbaqnt",2015-02-06,0,20,27,12,0,65,75,54,0,24,32,15,0,49,56,41,5.5
".@ashkahn makes a strong case for old-fashioned correspondence http://t.co/4Wlux6o1tc",2015-02-05,0,28,42,14,0,68,82,53,0,10,17,3,0,48,55,41,5.5
"Not just another white shirt http://t.co/wldDMWe4ek",2015-02-05,0,28,42,14,0,68,82,53,0,10,17,3,0,48,55,41,5.5
"Love may be blind, but it hasn't lost its sense of smell http://t.co/n4TnIEl3oM #jcrewxarquiste #valentinesday",2015-02-05,0,28,42,14,0,68,82,53,0,10,17,3,0,48,55,41,5.5
".@glamourmag found 4 outfit ideas they'd never thought of in our February Style Guide. How many did you find? http://t.co/EFEKRQYKrD",2015-02-04,0,34,43,24,0,64,72,56,1,21,30,12,0,52,61,42,5.5
"Two words guaranteed to get her excited about shopping: party dresses http://t.co/vrcnRFU9HB #crewcuts http://t.co/wq2tvyyUqs",2015-02-04,0,34,43,24,0,64,72,56,1,21,30,12,0,52,61,42,5.5
"A great pair of jeans is like having a good hair day, everyday. Except with denim http://t.co/eATkBcQIfI #jcrewdenim http://t.co/Kgow3qZR5G",2015-02-04,0,34,43,24,0,64,72,56,1,21,30,12,0,52,61,42,5.5
"New arrivals for him that will make the grade for the rest of the semester http://t.co/88DYVeg5dW http://t.co/6PFfXNKPAV",2015-02-03,0,20,26,13,0,62,72,51,1,19,30,8,0,44,46,41,5.5
"Behind every great man is a really great suit #jcrewtruths",2015-02-03,0,20,26,13,0,62,72,51,1,19,30,8,0,44,46,41,5.5
"A chic schlep http://t.co/dKhqGO7Duz #discovered http://t.co/3eAfYltbsy",2015-02-02,1,24,34,14,0,65,78,51,1,16,22,9,0,43,50,36,5.5
"Impress the boss with all-business travel essentials (and pro-packing tips) http://t.co/fUVmByalvz",2015-02-02,1,24,34,14,0,65,78,51,1,16,22,9,0,43,50,36,5.5
"The best part about going to work: http://t.co/bNBxHNqSa6 http://t.co/cmCYScoLtf",2015-02-02,1,24,34,14,0,65,78,51,1,16,22,9,0,43,50,36,5.5
"Travel gear that's more reliable than making your connection at O'Hare http://t.co/6p7QQWTQ6n (cc: @owenandfred) http://t.co/Wen17Yocf9",2015-02-01,1,28,36,20,0,63,76,49,1,27,33,21,0,63,77,48,5.5
"""The jumpsuit's easier to pull of than you think. Just think of it as a dress—with legs"" http://t.co/A1w8wHPdwm http://t.co/ucC7opq3S4",2015-02-01,1,28,36,20,0,63,76,49,1,27,33,21,0,63,77,48,5.5
"Unlike remembering to write 2015 on checks, these are new things that'll be easy to get into http://t.co/Ab4aozV3jt http://t.co/le2xgoSidz",2015-01-31,0,20,26,13,0,64,71,56,1,31,39,23,0,53,63,42,5.7
"There is an upside to this ridiculously cold weather http://t.co/fGXBqRCd7u http://t.co/8z38YLLK0w",2015-01-31,0,20,26,13,0,64,71,56,1,31,39,23,0,53,63,42,5.7
"One of our new favorite beauty companies is called @thisworks. Give you one guess why... http://t.co/67j7dV2b2s",2015-01-31,0,20,26,13,0,64,71,56,1,31,39,23,0,53,63,42,5.7
"Believe it or not, it’s going to get warmer. And when it does we’ll be wearing Dosa http://t.co/442I9gjPj2",2015-01-30,1,29,38,19,0,65,70,59,1,28,32,23,0,55,65,45,5.7
"Office-ready pants that are a perfect candidate for the job http://t.co/fXoy4zwXjE http://t.co/JMJndoInxY",2015-01-30,1,29,38,19,0,65,70,59,1,28,32,23,0,55,65,45,5.7
"Instant happiness http://t.co/4HNjiitBUp #accessoryfix http://t.co/5PHMb7Bl1F",2015-01-30,1,29,38,19,0,65,70,59,1,28,32,23,0,55,65,45,5.7
"The dressing room drama stops here (you know what we're talking about) http://t.co/dH0aRDtbrK #jcrewdenim http://t.co/J2EzUnOlSE",2015-01-29,1,28,36,19,0,68,75,60,1,35,39,31,0,62,75,49,5.7
"@owenandfred founder talks no nonsense design + his hunt for the perfect leather wallet http://t.co/JtkH8tpdF2 http://t.co/INyLDhVPz2",2015-01-29,1,28,36,19,0,68,75,60,1,35,39,31,0,62,75,49,5.7
"He's going to like these a lot more than anything that comes in a heart-shaped box http://t.co/TvObIWf80Q #valentinesday",2015-01-29,1,28,36,19,0,68,75,60,1,35,39,31,0,62,75,49,5.7
"Our collaboration with @AMNH turned out dino-mite http://t.co/qjJslUItbJ #jcrewxAMNH http://t.co/qhJdhgv7bQ",2015-01-29,1,28,36,19,0,68,75,60,1,35,39,31,0,62,75,49,5.7
"What’s better than new arrivals? Hold on, we’re still thinking http://t.co/CWrVo6okPK http://t.co/UBvL2ohdRE",2015-01-28,0,25,34,16,0,66,75,56,0,30,36,24,0,61,79,43,5.7
"Mixing is the new matching #jcrewtruths",2015-01-28,0,25,34,16,0,66,75,56,0,30,36,24,0,61,79,43,5.7
"For guys that don't need a stepladder http://t.co/dbLl1B39AJ",2015-01-27,1,25,30,20,0,66,74,57,1,29,33,24,0,64,81,47,5.7
"We're not saying you should wear our Regent blazer every day, we're just saying that you can… http://t.co/uz14zboNtw http://t.co/anVqh6c8Fl",2015-01-27,1,25,30,20,0,66,74,57,1,29,33,24,0,64,81,47,5.7
"Some jewelry you wear forever (and ever and ever)… http://t.co/y0HsYbGV89 #accessoryfix",2015-01-26,1,27,31,22,0,69,80,57,1,25,29,21,0,56,67,44,5.7
"Happy baby is more than just a yoga pose http://t.co/1uAxDmbXKY",2015-01-26,1,27,31,22,0,69,80,57,1,25,29,21,0,56,67,44,5.7
"@drawbertson created cool illustrated tees just for us. Only problem? Picking one http://t.co/1IelpuwSoJ http://t.co/352oJTQyhJ",2015-01-26,1,27,31,22,0,69,80,57,1,25,29,21,0,56,67,44,5.7
"The February Style Guide is on @Pinterest. We'll understand if you're busy for the next hour http://t.co/p1LTtJOHF3 http://t.co/SwQDTEgaNc",2015-01-25,0,37,42,31,0,66,83,48,1,32,38,26,0,55,70,40,5.7
"Something old, something new, something borrowed, something J.Crew… http://t.co/gF1H8naT5N",2015-01-25,0,37,42,31,0,66,83,48,1,32,38,26,0,55,70,40,5.7
"Best in snow http://t.co/j1I6FThzgw",2015-01-25,0,37,42,31,0,66,83,48,1,32,38,26,0,55,70,40,5.7
"Think of them as power ties for your toes http://t.co/YBIzMSBQT4",2015-01-24,1,36,40,32,0,66,82,49,0,39,45,32,0,49,62,35,5.7
"Nine months without sushi? Fine. Nine months without your favorite jeans? Never http://t.co/y2kgyDkCCL",2015-01-24,1,36,40,32,0,66,82,49,0,39,45,32,0,49,62,35,5.7
"Snow days &amp; snowball fights #winterpairs",2015-01-24,1,36,40,32,0,66,82,49,0,39,45,32,0,49,62,35,5.7
"And our nominees for the ""Best of Black-Tie"" are… http://t.co/GdI7V7lLIc",2015-01-24,1,36,40,32,0,66,82,49,0,39,45,32,0,49,62,35,5.7
"X marks the spot…and the unmistakable hand of jewelry designer @evafehren #cvff http://t.co/xVfChXLpON",2015-01-23,0,32,39,26,0,63,75,50,0,32,34,30,0,42,44,39,5.7
"Styling tips and free shipping are all in a day’s work for our Very Personal Stylists. Find out more: http://t.co/mkrbiaV95U",2015-01-23,0,32,39,26,0,63,75,50,0,32,34,30,0,42,44,39,5.7
"A messenger bag that's tough enough to go off the grid but still handles your laptop http://t.co/fQpQyGOTCA",2015-01-23,0,32,39,26,0,63,75,50,0,32,34,30,0,42,44,39,5.7
"Cashmere hats &amp; woolly socks #winterpairs",2015-01-22,1,34,39,30,0,61,75,47,0,32,34,30,0,52,60,44,5.7
"Shirts from the mill that was once the supplier to the British royal family http://t.co/xAxtLhX1qM #ThomasMason",2015-01-22,1,34,39,30,0,61,75,47,0,32,34,30,0,52,60,44,5.7
"Do you believe in magic? http://t.co/Fdrv5i1Pe2",2015-01-22,1,34,39,30,0,61,75,47,0,32,34,30,0,52,60,44,5.7
"We've been pairing up a few shades of the most sophisticated color on the spectrum http://t.co/71LMtazgjh",2015-01-21,0,28,34,23,0,63,71,54,1,34,36,31,0,62,67,57,5.7
"See how our Primaloft vest fared on a camping trip http://t.co/HScxRt7iy1 (cc: @forestwoodward) http://t.co/AWbQthY1ES",2015-01-21,0,28,34,23,0,63,71,54,1,34,36,31,0,62,67,57,5.7
"Because spring break will be here before you know it. Hopefully http://t.co/Lb0KJB01h8",2015-01-21,0,28,34,23,0,63,71,54,1,34,36,31,0,62,67,57,5.7
"Just the essentials, ma’am http://t.co/s6YjuuXpKr",2015-01-21,0,28,34,23,0,63,71,54,1,34,36,31,0,62,67,57,5.7
"We like to think of it as the gold standard of sweaters http://t.co/0iJhIv15em",2015-01-21,0,28,34,23,0,63,71,54,1,34,36,31,0,62,67,57,5.7
"200 pins, 100 invites, 27 lists, 5 magazine subscriptions, 3 bridesmaids…1 dress http://t.co/jx69kH9i7r http://t.co/5pJJSqj8Sq",2015-01-20,0,36,40,32,0,58,63,53,0,37,40,33,0,61,76,45,5.7
"If your outfit were a sentence, the shoes would be the exclamation points #jcrewtruths",2015-01-20,0,36,40,32,0,58,63,53,0,37,40,33,0,61,76,45,5.7
"What's the most versatile item in a guy's closet? You might be surprised http://t.co/dgBW4wHARg",2015-01-19,0,38,41,35,0,61,72,50,1,35,43,27,0,53,72,34,5.7
"How to prevent anyone from borrowing your favorite shirt: http://t.co/XmBsvFSk3h",2015-01-19,0,38,41,35,0,61,72,50,1,35,43,27,0,53,72,34,5.7
"Leggings as pants are totally acceptable when they're this cute http://t.co/dUBUQErAcY #crewcuts",2015-01-19,0,38,41,35,0,61,72,50,1,35,43,27,0,53,72,34,5.7
"3pm &amp; Pjs #winterpairs",2015-01-18,0,32,39,24,0,64,75,53,0,37,43,31,0,57,71,43,5.7
"Our friends at @TheLaundressNY show us how to hand-wash our cashmere http://t.co/LxUlMIJcEM http://t.co/gf2PmYiC1X",2015-01-18,0,32,39,24,0,64,75,53,0,37,43,31,0,57,71,43,5.7
"They put up with your color palette (and crazy Uncle). Here’s how to say thanks http://t.co/82mcv7qaYd",2015-01-18,0,32,39,24,0,64,75,53,0,37,43,31,0,57,71,43,5.7
"Big plans call for even bigger bracelets http://t.co/ylJL9yHtV5",2015-01-17,0,25,32,17,0,64,78,50,0,37,44,30,0,53,69,37,5.7
"Tell your buddies at the bar that you only wear socks from Japan now http://t.co/5nQ6ZsSQQ9",2015-01-17,0,25,32,17,0,64,78,50,0,37,44,30,0,53,69,37,5.7
"One piece, endless awwwws http://t.co/iM1y4YosDu http://t.co/Xej2o4avEl",2015-01-17,0,25,32,17,0,64,78,50,0,37,44,30,0,53,69,37,5.7
"Our stylist Gayle talks all things beauty (including how to get our models' natural glow) with @BeautyHigh http://t.co/apVW2I6840",2015-01-16,0,32,43,20,0,64,77,50,0,29,35,22,0,47,61,33,5.7
"Fodder for that @Pinterest wedding board you never admit to having http://t.co/PYCFSRdSaa #jcrewwedding",2015-01-16,0,32,43,20,0,64,77,50,0,29,35,22,0,47,61,33,5.7
"Because America is the founding father of denim http://t.co/tyL8mO47V9 #madeinUSA http://t.co/iKXocnhIII",2015-01-16,0,32,43,20,0,64,77,50,0,29,35,22,0,47,61,33,5.7
"How easy is it to book a complimentary appointment with a Very Personal Stylist? Just click here: http://t.co/hfnvMPGStN",2015-01-15,0,30,35,25,0,64,76,51,0,27,36,17,0,47,54,39,5.7
"Like his old varsity shirt. But better because you don’t have to give it back http://t.co/LloQquXgq4",2015-01-15,0,30,35,25,0,64,76,51,0,27,36,17,0,47,54,39,5.7
"There is always more drawer space #jcrewtruths",2015-01-15,0,30,35,25,0,64,76,51,0,27,36,17,0,47,54,39,5.7
"No matter how cold it gets outside, @jcrew_help will still be available to answer all your questions",2015-01-15,0,30,35,25,0,64,76,51,0,27,36,17,0,47,54,39,5.7
"Things we love: blush-colored fringe (cc: @ryan_roche_ny) #comingsoon #cvff http://t.co/NOgUOAeF5u",2015-01-14,0,24,32,16,0,60,73,47,0,13,21,5,0,42,45,39,5.7
"A hand-knit (and Dude-approved) sweater straight from Canada http://t.co/8HYMCQ43fp",2015-01-14,0,24,32,16,0,60,73,47,0,13,21,5,0,42,45,39,5.7
"Let’s all just take a moment to appreciate the return of self-gifting season http://t.co/6J1p0Ozxdh http://t.co/wMXcJtHleP",2015-01-14,0,24,32,16,0,60,73,47,0,13,21,5,0,42,45,39,5.7
"Even better than Super Bowl commercials http://t.co/hT34pCtc4x",2015-01-13,0,27,36,17,0,61,68,54,1,18,23,13,0,45,46,43,5.7
"Flats are always on point. But these especially http://t.co/zSMGAvXxsZ",2015-01-13,0,27,36,17,0,61,68,54,1,18,23,13,0,45,46,43,5.7
"Sniffles &amp; chicken soup #winterpairs",2015-01-13,0,27,36,17,0,61,68,54,1,18,23,13,0,45,46,43,5.7
"The best part of vacation? Leaving your parka at home and packing this stuff instead http://t.co/alqT1KXTL5",2015-01-12,0,37,39,35,0,60,66,53,1,25,30,19,0,46,49,43,5.7
"Because dressing for the office should not be hard work http://t.co/GKWzgO7bk7 http://t.co/bNFuTmjnqO",2015-01-12,0,37,39,35,0,60,66,53,1,25,30,19,0,46,49,43,5.7
"We give these a 10 on the schlep-ability scale http://t.co/2B3p4GVEcr",2015-01-12,0,37,39,35,0,60,66,53,1,25,30,19,0,46,49,43,5.7
"@drawbertson created cool illustrated tees just for us. Only problem? Picking one http://t.co/1IelpuwSoJ http://t.co/cUWDmbVRbO",2015-01-12,0,37,39,35,0,60,66,53,1,25,30,19,0,46,49,43,5.7
"Every bride remembers who gave the best gift. No pressure http://t.co/C5UlZn8DL4 #discovered",2015-01-11,0,28,37,18,0,60,63,56,1,30,34,25,0,44,49,39,5.7
"Still worn out from holiday shopping? Relax. Let our Very Personal Stylists take care of you http://t.co/mb6bShmttQ",2015-01-11,0,28,37,18,0,60,63,56,1,30,34,25,0,44,49,39,5.7
"@fermLIVING: reinforcing our theory that literally everything is cooler when it's Scandinavian http://t.co/VIQRApgXTd",2015-01-11,0,28,37,18,0,60,63,56,1,30,34,25,0,44,49,39,5.7
"Into every girl’s wardrobe, a little glitter should fall http://t.co/CmHBrqtvnG http://t.co/lw6cwOYDN2",2015-01-05,0,35,49,21,0,66,81,50,1,5,10,-1,0,43,54,31,5.7
"You had us at doughnut bar. A California wedding filled with personal touches: http://t.co/bFGYOtbbng #jcrewwedding",2015-01-05,0,35,49,21,0,66,81,50,1,5,10,-1,0,43,54,31,5.7
"Topcoats &amp; topknots #winterpairs",2015-01-04,0,49,56,41,0,54,64,45,1,21,36,5,0,46,56,36,5.7
"New outfit ideas from our stylist Gayle to ease us out of our holiday pajama dependency http://t.co/cmj3WEaQ4p http://t.co/qBscd7Dnrq",2015-01-03,1,38,42,33,0,52,63,40,1,34,37,31,0,47,53,41,5.7
"Our petite sizes take the whole “good things, small packages” thing to the next level http://t.co/ZdL7tSIEBb",2015-01-03,1,38,42,33,0,52,63,40,1,34,37,31,0,47,53,41,5.7
"Wishful thinking (cc: @NYBG) http://t.co/KjdRZhC946",2015-01-03,1,38,42,33,0,52,63,40,1,34,37,31,0,47,53,41,5.7
