"gaptext","date","gap_open","gap_high","gap_low","gap_close","gap_volume","gap_adj_close","ny_snow","ny_mean_temp","ny_max_temp","ny_min_temp","la_snow","la_mean_temp","la_max_temp","la_min_temp","chi_snow","chi_mean_temp","chi_max_temp","chi_min_temp","hou_snow","hou_mean_temp","hou_max_temp","hou_min_temp","unemployment"
NA,1992-10-20,30.500009,30.999982,29.999969,30.500009,4829500,3.333454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-10-19,30.625022,30.625022,30.124978,30.375,3438400,3.319792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-10-16,30.375,30.999982,29.750018,30.750031,5184600,3.36078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-10-15,29.374988,30.124978,29.249979,30.124978,4666900,3.292466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-10-14,29.249979,29.625006,29.000025,29.499997,2747200,3.224159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-10-13,28.624994,29.249979,28.374975,29.124966,5728600,3.183171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-10-12,28.624994,29.124966,28.250034,28.624994,3183300,3.128527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-10-09,29.499997,29.499997,28.125021,28.624994,6639900,3.128527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-10-08,30.874972,30.874972,29.000025,29.374988,12760200,3.210497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-10-07,30.375,30.375,28.624994,29.625006,5263600,3.237822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-10-06,30.375,30.625022,29.750018,30.375,3007000,3.319792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-10-05,29.499997,30.249991,28.250034,30.249991,7177200,3.306129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-10-02,30.750031,30.874972,30.124978,30.375,3707700,3.319792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-10-01,31.999994,32.125006,30.750031,30.874972,1656400,3.374435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-30,31.625034,32.125006,31.375012,31.999994,1991200,3.497393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-29,30.999982,31.749975,30.999982,31.625034,2373300,3.456412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-28,30.874972,31.124994,30.500009,30.999982,2334700,3.388098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-25,31.124994,31.375012,29.999969,30.750031,11667300,3.36078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-24,33.250028,33.624991,30.750031,31.250003,7786000,3.415424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-23,33.125018,33.499978,32.874997,33.000006,2022300,3.606688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-22,33.374969,33.624991,32.874997,33.000006,1960200,3.606688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-21,33.125018,33.624991,32.749988,33.499978,1980400,3.661332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-18,33.374969,33.374969,32.499966,32.749988,2718900,3.579362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-17,33.75,34.000022,33.125018,33.374969,2060700,3.647669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-16,32.624979,33.875009,32.499966,33.499978,5300100,3.661332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-15,33.499978,33.624991,32.624979,32.749988,4004100,3.579362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-14,34.000022,34.125031,33.499978,33.875009,6378700,3.70232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-11,32.749988,33.499978,32.250015,33.250028,3778600,3.634014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-10,32.749988,33.000006,32.250015,32.749988,4643200,3.579362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-09,33.125018,33.75,32.874997,33.499978,6278800,3.661332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-08,33.000006,33.250028,32.624979,32.874997,3460000,3.593025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-04,33.624991,33.75,32.749988,33.000006,5268300,3.606688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-03,35.374994,36.249997,33.000006,33.624991,20514600,3.674995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-02,33.875009,35.750025,33.875009,35.625015,4930200,3.893584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-09-01,33.75,34.374982,33.75,34.125031,2093800,3.729646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-31,33.374969,34.374982,33.374969,33.875009,3175200,3.70232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-28,33.125018,33.875009,33.000006,33.75,1977000,3.679915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-27,33.125018,33.499978,33.000006,33.125018,2463000,3.611771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-26,32.375025,32.874997,32.125006,32.624979,1956100,3.557249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-25,32.375025,32.624979,31.500021,32.624979,4282800,3.557249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-24,32.125006,32.499966,31.874985,32.375025,2248300,3.529996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-21,33.000006,33.374969,32.250015,32.749988,3819100,3.57088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-20,33.125018,33.374969,32.749988,33.125018,3849400,3.611771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-19,32.125006,33.374969,32.125006,32.624979,6114100,3.557249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-18,31.749975,31.874985,31.375012,31.874985,4026300,3.475474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-17,31.500021,32.125006,31.375012,31.874985,3436300,3.475474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-14,31.625034,31.874985,31.124994,31.375012,8773600,3.42096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-13,32.250015,32.624979,30.874972,31.999994,16330900,3.489104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-12,31.625034,31.874985,30.874972,31.124994,13256200,3.393699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-11,35.750025,35.874966,31.749975,32.375025,13539700,3.529996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-10,35.124975,35.750025,35.000034,35.750025,1490400,3.897987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-07,35.000034,35.874966,35.000034,35.249985,4706700,3.843465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-06,35.500006,35.874966,35.124975,35.124975,7713100,3.829835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-05,35.374994,35.374994,34.750012,35.249985,5113000,3.843465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-04,36.249997,36.375006,35.249985,35.374994,2384100,3.857096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-08-03,35.750025,36.375006,35.500006,36.124988,1801500,3.938871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-31,35.750025,35.999979,35.625015,35.750025,2010100,3.897987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-30,35.750025,35.874966,35.249985,35.750025,2481900,3.897987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-29,34.750012,35.999979,34.625003,35.750025,5520100,3.897987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-28,33.624991,34.750012,33.374969,34.249972,8359800,3.73443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-27,32.375025,33.624991,32.250015,33.499978,3007000,3.652654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-24,32.499966,32.624979,31.999994,32.125006,1773100,3.502735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-23,33.125018,33.125018,32.375025,32.499966,2446200,3.543619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-22,33.624991,33.75,32.125006,33.000006,3001600,3.59814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-21,32.874997,34.000022,32.250015,33.75,3063700,3.679915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-20,32.499966,32.874997,31.749975,32.874997,2162700,3.58451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-17,33.125018,33.125018,32.250015,32.749988,2578500,3.57088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-16,33.000006,33.499978,33.000006,33.250028,2163300,3.625401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-15,33.499978,33.499978,33.000006,33.125018,1886500,3.611771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-14,33.374969,33.624991,33.250028,33.624991,2571000,3.666285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-13,33.250028,33.374969,32.749988,33.125018,2485300,3.611771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-10,33.75,34.000022,32.624979,33.125018,3397900,3.611771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-09,33.499978,34.125031,33.374969,33.75,6382000,3.679915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-08,32.499966,34.499994,31.874985,33.374969,4849800,3.639024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-07,34.374982,34.374982,32.499966,32.624979,4041900,3.557249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-06,35.124975,35.249985,34.125031,34.374982,3194100,3.74806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-02,36.249997,36.249997,35.000034,35.124975,3790800,3.829835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-07-01,34.374982,36.124988,34.374982,35.750025,6648000,3.897987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-30,34.249972,35.124975,34.125031,34.499994,5073900,3.761691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-29,33.000006,34.625003,33.000006,34.625003,5409400,3.775321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-26,32.250015,32.749988,31.999994,32.624979,4488000,3.557249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-25,32.375025,32.874997,31.749975,32.375025,3339100,3.529996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-24,31.500021,31.874985,30.999982,31.874985,3303400,3.475474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-23,31.375012,31.999994,31.375012,31.375012,2585200,3.42096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-22,31.625034,31.874985,30.999982,31.625034,2242900,3.448221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-19,31.749975,32.125006,31.500021,32.125006,4734400,3.502735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-18,31.874985,31.999994,31.250003,31.375012,4857900,3.42096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-17,33.000006,33.250028,31.375012,31.500021,5435100,3.43459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-16,33.000006,33.875009,32.874997,33.125018,3465400,3.611771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-15,33.250028,34.000022,33.000006,33.250028,3102300,3.625401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-12,33.75,33.875009,33.250028,33.250028,3908200,3.625401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-11,33.250028,33.374969,32.874997,33.374969,2643300,3.639024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-10,32.874997,33.250028,32.749988,33.125018,2450800,3.611771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-09,33.624991,33.624991,32.624979,32.624979,2141100,3.557249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-08,33.250028,33.624991,33.000006,33.499978,4408300,3.652654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-05,32.499966,33.374969,32.499966,33.250028,3632800,3.616679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-04,33.000006,33.250028,32.624979,32.749988,7226500,3.562289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-03,32.749988,33.125018,32.125006,32.250015,5946000,3.507906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-02,33.875009,34.374982,32.749988,32.749988,9312300,3.562289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-06-01,33.875009,33.875009,33.374969,33.624991,3184600,3.657465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-29,34.000022,34.249972,33.624991,34.125031,8548200,3.711856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-28,34.000022,34.499994,33.499978,33.75,5927800,3.671063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-27,34.000022,34.499994,33.875009,34.000022,5211000,3.698258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-26,34.374982,34.499994,33.75,33.875009,3665800,3.68466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-22,35.374994,35.750025,34.750012,34.875021,4109400,3.793434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-21,35.625015,35.874966,34.875021,35.249985,2512300,3.834219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-20,36.124988,36.625028,35.874966,36.124988,5644900,3.929395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-19,35.000034,36.249997,34.875021,35.999979,6336100,3.915798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-18,34.374982,35.249985,34.249972,34.875021,12470500,3.793434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-15,36.625028,36.874978,33.75,34.125031,19686300,3.711856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-14,40.875031,40.875031,36.375006,37.250009,26914200,4.051766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-13,41.249994,41.750034,40.249978,40.875031,4416400,4.446068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-12,42.874988,42.874988,40.750022,41.249994,5141400,4.486854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-11,43.375028,43.375028,42.500025,42.749979,2407600,4.65001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-08,42.749979,43.375028,42.624966,43.375028,6071500,4.717998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-07,41.625021,43.375028,41.625021,42.124994,7356700,4.582029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-06,42.500025,43.125006,40.374991,40.5,9009900,4.405275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-05,42.250006,43.125006,41.999985,42.250006,3309400,4.595627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-04,40.5,42.624966,40.374991,42.500025,5227200,4.622822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-05-01,41.249994,41.375003,39.750006,40.5,5390500,4.405275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-30,41.124982,41.874975,41.124982,41.500012,3422200,4.514049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-29,40.750022,41.124982,40.5,40.999972,4238200,4.459658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-28,40.5,41.124982,39.875018,40.374991,2787700,4.391678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-27,40.750022,40.750022,40.124969,40.249978,2759400,4.37808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-24,42.624966,42.749979,40.5,40.625009,3876400,4.418873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-23,43.624978,44.000009,41.999985,42.500025,2878800,4.622822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-22,41.999985,44.125022,41.999985,43.499969,4638600,4.731588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-21,40.625009,42.124994,40.625009,41.999985,5270400,4.568432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-20,40.750022,40.999972,39.750006,40.5,5923800,4.405275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-16,43.125006,43.749991,41.375003,41.375003,5320300,4.500451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-15,43.375028,43.875,42.624966,43.499969,4180200,4.731588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-14,41.249994,43.749991,41.124982,43.499969,6167400,4.731588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-13,39.750006,40.875031,39.624997,40.750022,3570700,4.432471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-10,40.625009,41.750034,39.624997,39.624997,7807000,4.310099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-09,39.750006,40.750022,38.375034,40.374991,17852400,4.391678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-08,39.499988,41.124982,39.125025,41.124982,9233200,4.473256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-07,42.624966,42.624966,39.249966,39.499988,7963600,4.296502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-06,41.124982,42.874988,41.124982,42.624966,3182500,4.636412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-03,42.624966,42.749979,40.875031,41.375003,5574100,4.500451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-02,44.374972,44.624994,42.250006,42.874988,4510900,4.663608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-01,43.624978,44.624994,43.499969,44.250031,2531800,4.813174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-03-31,43.624978,44.499982,43.499969,43.875,3383100,4.772381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-03-30,42.999997,43.624978,42.999997,43.624978,2089000,4.745186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-03-27,43.250018,43.375028,42.749979,42.874988,2967300,4.663608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-03-26,43.250018,43.875,43.125006,43.250018,3962200,4.704401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-03-25,43.375028,44.125022,42.874988,42.999997,4647300,4.677205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-03-24,43.749991,44.374972,43.250018,43.499969,3946000,4.731588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-03-23,43.499969,43.749991,42.874988,43.125006,6216700,4.690803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-03-20,44.750003,45.000021,43.749991,43.875,4144500,4.772381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-03-19,45.000021,45.249975,44.750003,44.875012,3695500,4.881155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-03-18,45.625006,45.999966,44.875012,45.000021,2837700,4.894752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-03-17,45.125034,45.625006,45.125034,45.374985,4393500,4.935538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-03-16,45.249975,45.499994,44.624994,45.125034,2276700,4.90835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-03-13,45.000021,45.750015,44.624994,45.000021,6396900,4.894752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
