"lofttext","date"
"Just the essentials. #mydarlingweekend #loveloft https://t.co/lzdI5faLrG",2015-09-12
"Friends don't let friends miss out. Shop 40% off during LOFT Friends + Family: http://t.co/1l5PLXm3wy http://t.co/VY4KmSTul2",2015-08-15
"Stay cool this weekend Ì†ΩÌ∏é #loveloft liketoknow.it #liketkit http://t.co/zbDzHtFVK9 https://t.co/2NP4za6rF1",2015-08-14
"Shop 40% off during the LOFT Friends + Family event: http://t.co/4a8yfhGGAM http://t.co/Tf6C97MBEn",2015-08-14
"Catching the sun in our Baja Stripe dish. 
Ì†ΩÌ≥∑ by @stylishgambino https://t.co/N4TcFeU2yE",2015-08-14
"Things that go together: Flowers + chocolates. Hugs + kisses. Ice cream + sprinkles. Friends + family. Shop 40% off: http://t.co/gLOKdqZ42u",2015-08-13
"Denim days of summer #Ì†ΩÌ±ñ #loveloft

liketoknow.it #liketkit http://t.co/A2SQq9jtCs https://t.co/lqBngdOEma",2015-08-13
"Have you read your horoscope today? http://t.co/wkULnYAAPV",2015-08-13
"Give your sweater a good tie. #loveloft

liketoknow.it #liketkit http://t.co/zN3MiJVVaB https://t.co/vbKy5jB782",2015-08-12
"Give your sweater a good tie. #loveloft

liketoknow.it #liketkit http://t.co/zN3MiJVVaB https://t.co/vbKy5jB782",2015-08-12
"Because friends don't let friends miss out. Sign up to get early access for 40% off during our Friends + Family Sale http://t.co/hQIQByArJO",2015-08-12
"Introducing Made and Loved. Jeans that work with you body, not against it. http://t.co/c1GHaFDOfy",2015-08-12
"It's here. Your daily horoscope: http://t.co/uC7BU541cl http://t.co/Ene75H1sur",2015-08-12
"These broken-in tanks are perfect for layering. #loveloft

liketoknow.it #liketkit http://t.co/IEWnElapfQ https://t.co/dBSCn31Q6q",2015-08-12
"Stripes on stripes. #loveloft

liketoknow.it #liketkit http://t.co/5RVcAMng89 https://t.co/hqvmBIppLx",2015-08-11
"What does your horoscope say today? http://t.co/VNCz0Z4BVO",2015-08-10
"We love this shot of @lowstoluxe enjoying the view ‚úå #summerinthecity #loveloft liketoknow.it‚Ä¶ https://t.co/n1QAFMHf51",2015-08-10
"We're all about the midi skirt right now. Shop Skirts: http://t.co/5YZ13en9OO http://t.co/uQYyCfU6rx",2015-08-10
"Bright whites, big city. #louandgreypasadena #rg @offcampus101 https://t.co/HHNHLE8DV6",2015-08-10
"RT @PPFGirl NEW POST: Wearing @loft top &amp; trousers http://t.co/VHvdkZLqOX",2015-08-10
"We like to match our Ì†ºÌΩâ #loveloft

liketoknow.it #liketkit http://t.co/8ho3O6eWmC https://t.co/Y9AVuYpYEJ",2015-08-10
"Your daily horoscope is here: http://t.co/9elWQSx7Z6",2015-08-09
"What are your essentials for weekend adventures? #loveloft

liketoknow.it #liketkit http://t.co/PsAyGsZAlw https://t.co/7QAGqX6wUE",2015-08-09
"Happy weekend! Have you checked out your LOFT horoscope today? http://t.co/jgI0NGRtGr",2015-08-08
"Ready for the weekend? We thought so #Ì†ºÌΩç. @vicky_barone #regram #loveloft

liketoknow.it #liketkit‚Ä¶ https://t.co/LfjPEGEFht",2015-08-07
"LOFT horoscopes. We predict you'll want to check yours out. http://t.co/oll048dm5z",2015-08-07
"We love this date night shot from shanachristine #loveloft

liketoknow.it #liketkit http://t.co/CU8QP8Vpch https://t.co/CFLSoRMYp3",2015-08-06
"We've partnered with the @SaturnSisters to bring you some daily (and monthly) wisdom: http://t.co/q80bMUeD4x http://t.co/aCaiOFIMwz",2015-08-06
"On the grid in LOFT plaid. @megbiram #loveloft

liketoknow.it #liketkit http://t.co/93drmjgpXO https://t.co/4ZFaaXzXJT",2015-08-06
"And just like that, we found a new favorite. The Painterly Midi Dress. #loveloft

liketoknow.it‚Ä¶ https://t.co/Kfz9YHoP3Y",2015-08-05
"Taking notes on layering from @thevaultfiles #regram #loveloft

liketoknow.it #liketkit‚Ä¶ https://t.co/CiPKBy0USo",2015-08-04
"Shop $25 off dresses (you know, the ones you can't live without). http://t.co/hgX2OhdOO4 http://t.co/xpJEcLIPCG",2015-08-04
"The perfect button down for getting dressed in a flash. #loveloft

liketoknow.it #liketkit‚Ä¶ https://t.co/194TMpB2QQ",2015-08-04
"Coordinating chambray from @saitracked #loveloft

liketoknow.it #liketkit http://t.co/iFScgo9Ls8 https://t.co/HnLNQddbEw",2015-08-03
"Air conditioned: breezy styles with built in ventilation. http://t.co/5QwMB3JBSN http://t.co/JpMYguXPKV",2015-08-03
"The type of wall you can‚Äôt walk by without snapping a shot #Ì†ΩÌ≥∑ #loveloft

liketoknow.it #liketkit‚Ä¶ https://t.co/EZGJVNPxbm",2015-08-02
"Postcards and coffee. #mydarlingweekend #loveloft

liketoknow.it #liketkit http://t.co/D9YipuXu0L https://t.co/TebWqsxXRH",2015-08-01
"Starting off the weekend on the right foot (with a fresh pedi). 9to5chic #loveloft liketoknow.it‚Ä¶ https://t.co/ByEFekC7VU",2015-07-31
"Heatwave hacks: our stores have the A/C blasting...Shop 50% off all tops in-store this weekend at LOFT. http://t.co/56EtFdfdwe",2015-07-31
"Friday mornings prints Ì†ΩÌ∏ç #loveloft

liketoknow.it #liketkit http://t.co/vHO9XlO52i https://t.co/LpDA1XzESA",2015-07-31
"Take an extra long lunch today. #loveloft

liketoknow.it #liketkit http://t.co/Jr874XOzJj https://t.co/KRsUlGnAw8",2015-07-30
"Tell your 9-to-5 style to relax. http://t.co/fpCnP0YX7a http://t.co/p4XOgsjdFa",2015-07-30
"Trying to stay cool today Ì†ºÌΩ¶. @galmeetsglam #loveloft

liketoknow.it #liketkit http://t.co/9YGVubWwoY https://t.co/W2cmQ2KSUE",2015-07-29
"Thermostat high, prices low. Shop 50% off at http://t.co/s8ayKv1S0W using code HEATWAVE. http://t.co/fbNGpgT3Qn http://t.co/BLSy3c6gpB",2015-07-29
"Every closet needs a good jean jacket. 9to5chic #loveloft

liketoknow.it #liketkit http://t.co/xd7CsNeKBO https://t.co/LLfKDlHhzi",2015-07-29
"Love this shot of liz.adams_ out and about in one of our favorite cities ‚ù§Ô∏è #loveloft 

liketoknow.it‚Ä¶ https://t.co/X90rcDxVB6",2015-07-28
"The heatwave survival sale. Shop 50% off our coolest finds using code: HEATWAVE. http://t.co/zG1lPugXsv",2015-07-28
"Wear now, wear later. #loveloft

liketoknow.it #liketkit http://t.co/8CEEZPSOKH https://t.co/dtDBOSLlwb",2015-07-28
"We love a playful graphic tee. http://t.co/YrFInExThk http://t.co/GTU4NTeOak",2015-07-27
"Denim days of summer. #loveloft

liketoknow.it #liketkit http://t.co/H6DAaB1jBt https://t.co/8GRp2tiKjS",2015-07-27
"Heading to lunch. #loveloft

liketoknow.it #liketkit http://t.co/hiCZorVRqS https://t.co/WGGZ1ipxqY",2015-07-26
"But first pizza. shanachristine #Ì†ºÌΩï #loveloft

liketoknow.it #liketkit http://t.co/VQ3gcn4I1R https://t.co/DwKwirCt2P",2015-07-26
"Rolled sleeves and cargo details? Always in season. Shop New Arrivals: http://t.co/cQMHYRShSK http://t.co/I5Rvda22du",2015-07-25
"We're having major travel envy! Thanks @galmeetsglam for taking us with you to Provence.‚Ä¶ https://t.co/0YFAUZgJos",2015-07-25
"Friday vibes from 9to5chic #TGIF #loveloft

liketoknow.it #liketkit http://t.co/fo06Bmn1xl https://t.co/77vpNxlBqh",2015-07-24
"The perfect outdoor concert outfit. Rock steady in these cool looks. http://t.co/Vp8oCMPveO http://t.co/sOoLK7gTS9",2015-07-24
"Casual Friday done right. @styleontarget #loveloft

liketoknow.it #liketkit http://t.co/8kCKTw5v1X https://t.co/n1BO2bWDdl",2015-07-24
"Go with the flow in easy cargos. http://t.co/LCCySFlC5L http://t.co/QEhx5sH8oG",2015-07-23
"Pick a theme and stick to it. #loveloft

liketoknow.it #liketkit http://t.co/P2MOWyjccP https://t.co/Gw5LyJW97q",2015-07-23
"She makes it look so easy though. @houseofharper #loveloft

liketoknow.it #liketkit http://t.co/nMHH1SAnaa https://t.co/GGC8Rf16kR",2015-07-22
"Hey Chicago! Don‚Äôt forget to come join LOFT and @rooftopfilms tomorrow night at 7:30 for an outdoor‚Ä¶ https://t.co/DHg3MPjeGh",2015-07-21
"It's true. Shop an extra 70% off all sale item online at LOFT. http://t.co/kPpt9LEv5Y",2015-07-21
"Go classic on top and a little wild on the bottom. Shop New Arrivals: http://t.co/ly0oM2FYrJ http://t.co/4L6IspjXLm",2015-07-21
"he MVP in our wardrobe right now? The Scoop Back Tee. Thanks 9to5chic for the styling inspiration.‚Ä¶ https://t.co/lmTIHsrrWq",2015-07-21
"Getting all matchy-matchy. #loveloft

liketoknow.it #liketkit http://t.co/aeIpCD054H https://t.co/OS4diMUENt",2015-07-20
"We're serving up a fresh batch of summer-y styles. Shop The Color of the Month. Mixed Greens. http://t.co/XRF1gzbqhl http://t.co/BMxBKwsHId",2015-07-20
"We like to keep our Monday mornings simple. #loveloft

liketoknow.it #liketkit http://t.co/4m2cA4cEPK https://t.co/ikdB8zUj1q",2015-07-20
"Laundry day‚Ä¶#loveloft 

liketoknow.it #liketkit http://t.co/MJ79mzSYpt https://t.co/Vy9slD3dI3",2015-07-19
"A dog day afternoon. Let's be honest, who's really walking whom? http://t.co/aG1kIq6Bzy http://t.co/TMiAGQVVfQ",2015-07-19
"Beach day with shanachristine in our favorite one piece this summer. #loveloft

liketoknow.it‚Ä¶ https://t.co/1Q3sYg1aUn",2015-07-19
"Definition of a day-to-night dress. #loveloft

liketoknow.it #liketkit http://t.co/YUNHU8ex5q https://t.co/HrXNJ5V29F",2015-07-18
"Take dessert to go. Toughest decision of the day: rainbow or chocolate sprinkles. http://t.co/3CO1TRiyKE http://t.co/BoFPzqAoch",2015-07-18
"Saturdays are for hanging with your best friends Ì†ΩÌ∞∂ #dailyfluff #loveloft

liketoknow.it #liketkit‚Ä¶ https://t.co/3zA81N8Fav",2015-07-18
"We‚Äôre ready for the weekend, how about you? #TGIF #loveloft liketoknow.it #liketkit http://t.co/eGGMu4rd34 https://t.co/tClhV9IyHh",2015-07-17
"Everything revolves around $15 shorts. Help yourself: http://t.co/JP1DdKN3tH",2015-07-17
"We've painted the perfect day for you and your bestie--wardrobe changes included. http://t.co/qFjhFeUEVb http://t.co/6FHlqxvH7x",2015-07-17
"Summer in the city looks good on skirttherules_ #regram #loveloft

liketoknow.it #liketkit‚Ä¶ https://t.co/QtuY1Y7FXg",2015-07-17
"Just add your favorite tee. #loveloft

liketoknow.it #liketkit http://t.co/EzjRRt6K9H https://t.co/zCo0kAYiLh",2015-07-16
"Too hot to think? Put on a tee. http://t.co/VBHrY3rliN http://t.co/aunEZSenEY",2015-07-16
"This color palate though Ì†ΩÌπå#loveloft 

liketoknow.it #liketkit http://t.co/BcGJAtjCgD https://t.co/jLEGGIaRwh",2015-07-16
"Don't miss out! Shop 60% off all sale styles with code: FLASH60. http://t.co/fDpBJOndU6",2015-07-13
"Tropical vibes. #Ì†ºÌΩç #loveloft

liketoknow.it #liketkit http://t.co/jFwznmUU5w https://t.co/rtJTuKZSxy",2015-07-13
"Caught on film: The Leafy Halter Midi Dress. #Ì†ΩÌ≥∑ #loveloft 

liketoknow.it #liketkit http://t.co/ehTsx38Kck https://t.co/Eibt8GveHl",2015-07-13
"Last chance to take the bait! Shop 60% off all sale styles with code: FLASH60. http://t.co/tnKkkWiCFI",2015-07-13
"Starting the week off right in this brushstroke printed top. @moderndaycharm_‚Ä¶ https://t.co/ERXK6DUWQT",2015-07-13
"Sunday crossings. #coffeenclothes #loveloft

liketoknow.it #liketkit http://t.co/Zqra2JCsBG https://t.co/LUGz0Oeu4Q",2015-07-12
"Hang loose. Chill out. Dress accordingly. Shop New Arrivals: http://t.co/mehdVB9eUL http://t.co/sGrtbChd06",2015-07-11
"We love these summer stripes on liz.adams_ #regram #loveloft

liketoknow.it #liketkit http://t.co/YPf7y8VidV https://t.co/U0sYTFtPwh",2015-07-10
"That marshmallow isn‚Äôt going to toast itself. #BestSummerEver https://t.co/tTXztJiVM1",2015-07-10
"Just add a pedicure. #loveloft

liketoknow.it #liketkit http://t.co/ahIY9L3RQ7 https://t.co/ze7m6atKat",2015-07-09
"Summertime. It‚Äôs all about the small wins Ì†ΩÌπå .
https://t.co/iS5TBi8zl3",2015-07-09
"Showing some shoulder. alihollins #regram #loveloft

liketoknow.it #liketkit http://t.co/vBMhrAZkrw https://t.co/nGND8XxEgp",2015-07-09
"A little rain didn't stop this crowd from coming out to see Bridesmaids tonight as our summer movie‚Ä¶ https://t.co/bkC7vFYld5",2015-07-09
"Hey Chicago! Don‚Äôt forget to come join LOFT and @rooftopfilms tonight at 7:30 for an outdoor movie‚Ä¶ https://t.co/5D6zldOhUL",2015-07-08
"It‚Äôs hot outside. Stay cool in in LOFT. http://t.co/NKWypwz6DA http://t.co/JxzvBeImdZ",2015-07-08
"Let loose in breezy shapes and cool, graphic prints. Shop New Arrivals: http://t.co/rXAq4onCOb http://t.co/pYAyJLcAmm",2015-07-08
"Our top 5 this week. #loveloft

liketoknow.it #liketkit http://t.co/VXePjTHzXW https://t.co/eeyhnsZBMQ",2015-07-08
"Loving all of this color from @jenniferlake #loveloft

liketoknow.it #liketkit http://t.co/Zo7JpDljuF https://t.co/rbU5tJXBp5",2015-07-07
"We want in on @chinitamomcgm‚Äôs picnic. #picnicinthepark #loveloft

liketoknow.it #liketkit‚Ä¶ https://t.co/ORrl1X3YZ6",2015-07-07
"This easy combo had us out the door early this morning. Thanks @laceperspective for the inspiration!‚Ä¶ https://t.co/e85TztcaJf",2015-07-07
"Wrap up your chambray. #accessoryfix #loveloft

liketoknow.it #liketkit http://t.co/WIhQXY5Eyf https://t.co/8zXRmIJehH",2015-07-06
"We scream for ice cream. #Ì†ºÌΩ¶#loveloft 

liketoknow.it #liketkit http://t.co/hNXyPU8Vf1 https://t.co/xz9LKbQelk",2015-07-05
"Just add stars to these stripes. #loveloft

liketoknow.it #liketkit http://t.co/ERX326fAaz https://t.co/nhLgPqpby6",2015-07-04
"Happy 4th! #Ì†ºÌ∑∫Ì†ºÌ∑∏ #loveloft. Photo by @shalicenoel.
liketoknow.it #liketkit http://t.co/DkTXBf0oU1 https://t.co/sy5zsaojlE",2015-07-04
"My cupcake ‚Äòtis of thee. #BestSummerEver https://t.co/j1OmnohQQR",2015-07-03
"Taking summer whites to the next level. #loveloft

liketoknow.it #liketkit http://t.co/bIYcBDPM1a https://t.co/t6pJzEYg06",2015-07-03
"Hello, summer Fridays! We love escaping for the weekend. Let us help you pack: http://t.co/GealKwtTUx http://t.co/0ipbmdLl5A",2015-07-03
"Everything is blooming right now (including our Full Bloom Romper). #flowerstagram‚Ä¶ https://t.co/BSsxazjP5a",2015-07-03
"We're getting ready for the long weekend. Where will you be this 4th of July? #Ì†ºÌæÜ #loveloft https://t.co/yJnP1mIud7",2015-07-02
"Just add a necklace and go. #accessoryfix #loveloft

liketoknow.it #liketkit http://t.co/05wA18GMXY https://t.co/qVtr0L5ojZ",2015-07-02
"The ultimate glamping fail.
https://t.co/loSQGeXWuv",2015-07-02
"Soft tones, soft tees. #loveloft

liketoknow.it #liketkit http://t.co/seMZFMY31p https://t.co/M6QdijUe1N",2015-07-01
"We caught @houseofharper on the run in our favorite summer heels. #strideby #loveloft 

liketoknow.it‚Ä¶ https://t.co/XeGAHn6Mwk",2015-07-01
"Show a little shoulder. http://t.co/Udwa4X7qYA http://t.co/kVtHUDvCyA",2015-07-01
"New Yorkers! Don't forget to come join LOFT and @rooftopfilms tonight at 8:30 for an outdoor movie‚Ä¶ https://t.co/RNfWH91jsM",2015-06-30
"Summertime. When routine goes on the window. http://t.co/9h89DzAxLv http://t.co/hezzVk4dXV",2015-06-30
"Out of bed (and out the door) in a flash. We think @designlovefest has put together the perfect‚Ä¶ https://t.co/mqVGYL4XjZ",2015-06-30
"It‚Äôs summer in the city. #loveloft

liketoknow.it #liketkit http://t.co/GyQKszFj60 https://t.co/b4vsIaDsMF",2015-06-29
"Our summer essentials right now. #Ì†ºÌΩç #loveloft

liketoknow.it #liketkit http://t.co/5muWAuehpU https://t.co/hdtjZioz4H",2015-06-29
"When makeovers go wrong. #bestsummerever https://t.co/i06lKF5FnO",2015-06-29
"What kind of traveler are you? Click to take the quiz so we can help you pack: http://t.co/1bLj8t9hSL http://t.co/vzPYXcVADv",2015-06-29
"This shot convinced us, we need this dress. @r_a_o_p #thatsdarling #loveloft

liketoknow.it #liketkit‚Ä¶ https://t.co/Gh3XKe6Cdd",2015-06-28
"Sunday experiments in pattern play. #loveloft 

liketoknow.it #liketkit http://t.co/c5lrs84NGm https://t.co/ObIEUE3tNx",2015-06-28
"Perfect for weekends. And all days, actually. #loveloft 

liketoknow.it #liketkit http://t.co/SzvqaECqwx https://t.co/YM3iBH6g2D",2015-06-27
"We‚Äôve got you covered no matter where you are this July 4th. http://t.co/o9xPMaG6VQ http://t.co/c8P9eompkc",2015-06-27
"Let‚Äôs take this outside. #coffeenclothes #loveloft #nationalsunglassesday

liketoknow.it #liketkit‚Ä¶ https://t.co/7dJnOgWU1N",2015-06-27
"We caught justcardeen laying out in our Gingham Halter One piece. #summervibes #regram‚Ä¶ https://t.co/UyhPw2qYJH",2015-06-26
"Midi skirt, maximum style. Shop skirts: http://t.co/OoRIIxvNEU http://t.co/KNa6iuYXfW",2015-06-26
"Get that new car smell. #BestSummerEver https://t.co/jhJUPeh2qI",2015-06-26
"What‚Äôs your favorite thing about summer? #loveloft https://t.co/33RfqSuee4",2015-06-26
"The 4th is right around the corner. What will you be wearing? http://t.co/9mCzv5T4tq
https://t.co/RBfx0dIvBw",2015-06-25
"New Yorkers! Don‚Äôt forget to come join LOFT and @rooftopfilms tonight at 8:30 for an outdoor movie‚Ä¶ https://t.co/FSNNTcwyKX",2015-06-25
"Getting such good summertime vibes from @harleyvnewton in our Strappy Pinwheel Sundress https://t.co/fRKK1nj5Cm",2015-06-24
"Breezy summer #gingham. #loveloft

liketoknow.it #liketkit http://t.co/S3kvCGhtu4 https://t.co/8wVQzGz2k4",2015-06-20
"As comfy as your yoga pants. Shop skirts: http://t.co/fLlfZHeAwN http://t.co/L2lsBqOkI8",2015-06-20
"Right now. #TGIF #loveloft https://t.co/Wm3SWqFVLz",2015-06-19
"Head to toe color from @_kayleedaily #loveloft

liketoknow.it #liketkit http://t.co/FNMZXP06SA https://t.co/vgZ1T3mrty",2015-06-19
"Good to the last drop. #BestSummerEver https://t.co/6ON3d0R3By",2015-06-19
"Start the weekend off right in easy summer stripes. http://t.co/r3ZjbkpT9b http://t.co/1nBq0oRpVq",2015-06-19
"We‚Äôre all about wardrobe staples. #loveloft

liketoknow.it #liketkit http://t.co/vMzbYDNBiz https://t.co/RRP9l1KWwf",2015-06-19
"We‚Äôre all about wardrobe staples. #loveloft

liketoknow.it #liketkit http://t.co/vMzbYDNBiz https://t.co/VuPe4kVB6p",2015-06-18
"Bringing back the off the shoulder tee. #loveloft

liketoknow.it #liketkit http://t.co/Wu7LuGu3RA https://t.co/SP4JO8Vior",2015-06-18
"100 degrees. No A/C. We‚Äôre melting‚Ä¶
https://t.co/xWwuqfJ6ku",2015-06-18
"Mix, match, collect, keep. The LOFT tee. It‚Äôs a no brainer. Shop now: http://t.co/DWS1dRKUsN http://t.co/4BdeMHxxlG",2015-06-17
"These sneakers have us blushing ‚ò∫Ô∏è @_kayleedaily #loveloft

liketoknow.it #liketkit http://t.co/sZsRZCLHJH https://t.co/PGP2HnSVj1",2015-06-17
"Still LOLing from @WhitneyCummings‚Äô performance last night at our outdoor movie series in NYC.
Be‚Ä¶ https://t.co/OVmNluZLTJ",2015-06-17
"We‚Äôre keeping it fair and square this summer. Shop The Gingham Trend Report: http://t.co/Vy77BUdx0U http://t.co/MfCjMjtcsR",2015-06-17
"New Yorkers, don‚Äôt forget to come join us tonight for a free outdoor movie screening of 16 Candles. More info here: http://t.co/VxedWtpRHW",2015-06-16
"New Yorkers! Don‚Äôt forget to come join LOFT, @rooftopfilms and @WhitneyCummings tonight at 8:30 for‚Ä¶ https://t.co/2PwsK11QVg",2015-06-16
"Pick a color, any color. #loveloft

liketoknow.it #liketkit http://t.co/S8v7cJ87f6 https://t.co/LxXsPapIJA",2015-06-16
"Don't leave home without them. @_kayleedaily #loveloft

liketoknow.it #liketkit http://t.co/6uegVPwQ5R https://t.co/3EgVcTtRLB",2015-06-15
"Love this pic of @lenadunham in our French Hen Top #Ì†ΩÌ∞ì https://t.co/vWVFXXwpUc",2015-06-15
"Good weekend. #sunsetgram #loveloft https://t.co/jBfcyhbUN6",2015-06-15
"Black and white beach vibes. #bikiniseason #loveloft

liketoknow.it #liketkit http://t.co/ep8H2UVul4 https://t.co/KLHPaniqDi",2015-06-14
"Chambray and stripes. It‚Äôs just not summer without them. Shop now: http://t.co/IHgh1SMnWA http://t.co/uKqz7AZnXq",2015-06-14
"Check out this view. #wanderlust #loveloft

liketoknow.it #liketkit http://t.co/ZoCoAfrfBP https://t.co/c6kKDmVu1x",2015-06-13
"Saturday ‚òÄÔ∏è #shadowplay #loveloft

liketoknow.it #liketkit http://t.co/V5Jyrz8mcC https://t.co/fD6DIjGrZk",2015-06-13
"We‚Äôre going to the movies tonight, how about you?
#jurassicpark #loveloft https://t.co/ahgCkE6KLV",2015-06-12
"Sunny summer Friday. #beachday #loveloft 

liketoknow.it #liketkit http://t.co/IBiGogvKFW https://t.co/gNnqq2fIH5",2015-06-12
"We‚Äôre loving pops of purple-y shades. Shop Wild Orchid: http://t.co/YfQr0YnLEP http://t.co/RReoc36whf",2015-06-12
"SPF Too Much. #BestSummerEver https://t.co/qjybMMMPhK",2015-06-12
"Going all out tonight. @PPFgirl #regram #shoestagram #loveloft

liketoknow.it #liketkit‚Ä¶ https://t.co/cOP7FVcA8P",2015-06-11
"We love our friends (even when they take embarrassing videos of us).
https://t.co/1sEyzyqfgt",2015-06-11
"Ì†ºÌΩπ #truestory #loveloft https://t.co/vxD53mrQHL",2015-06-10
"The sun is out, dress accordingly. Shop new arrivals for summer:  http://t.co/4Hqh83Rh0C http://t.co/RmUrwzVyat",2015-06-10
"Just add jeans. #Ì†ΩÌ±ñ #loveloft

liketoknow.it #liketkit http://t.co/qsKUbtLjIy https://t.co/47gzSIlD2h",2015-06-09
"This halter maxi though Ì†ΩÌπå #thatsdarling #loveloft

liketoknow.it #liketkit http://t.co/yVBD4cZoPV https://t.co/lnSRooNd7D",2015-06-09
"We think this dress was made for definingdelphine #Ì†ΩÌ≤É #loveloft

liketoknow.it #liketkit‚Ä¶ https://t.co/0FuvhCCH3d",2015-06-08
"Have a LOFT Cash Card? Don't forget to redeem now though June 14th to receive $25 off of 50+ orders! More info here: http://t.co/4YXV5VS1QW",2015-06-08
"It's here. The June Monthly Edit: A Summer Romance. Shop now: http://t.co/WpmphuDqth http://t.co/2rlUuWMI7b",2015-06-08
"Putting our best foot forward this week. @fleurdille #regram #fromwhereistand #loveloft‚Ä¶ https://t.co/4Lt2riTcjD",2015-06-08
"Beach day essentials (don‚Äôt forget to pack snacks). #beachin #loveloft

liketoknow.it #liketkit‚Ä¶ https://t.co/nipqypuxAs",2015-06-07
"We‚Äôll be here all day. #summervibes #loveloft https://t.co/0t70wDNCD8",2015-06-07
"On Saturdays we wear stripes. @maggiekern_ #regram #streetstyle #loveloft

liketoknow.it #liketkit‚Ä¶ https://t.co/xjddIMXd8O",2015-06-06
"Where are you going next? #‚úàÔ∏è #loveloft https://t.co/lV83vujsER",2015-06-06
"Jean jackets Ì†ΩÌπå. Oh how we love casual Fridays. #OOTD #loveloft

liketoknow.it #liketkit‚Ä¶ https://t.co/pLLWpPEb58",2015-06-05
"We have our sights set on gingham this summer. Shop new arrivals: http://t.co/hHoYgeccL4 http://t.co/7WjhmeVnm9",2015-06-05
"Jeans and a white tee. It can't be beat (just put on heels, and you're unstoppable). http://t.co/DLXg5VFQy1 http://t.co/rvclCYeHuj",2015-06-05
"Don't forget to redeem your LOFT Cash Cards now though June 14th! More info here: http://t.co/lgdjyH7T9L",2015-06-05
"Sweet escape. #loveloft

liketoknow.it #liketkit http://t.co/PiBDlsEfx9 https://t.co/Z8eu4d3Fp2",2015-05-23
"What we packed #loveloft

liketoknow.it #liketkit http://t.co/BjkHOD8Ia3 https://t.co/1MkWyy7uuy",2015-05-23
"A little swimspiration for you: http://t.co/J9fKtt42nR http://t.co/w4SfcS9tHw",2015-05-23
"Are we there yet? #loveloft https://t.co/X6AJW4PvKF",2015-05-22
"Long weekends usually mean one thing, last minute packing. #loveloft

liketoknow.it #liketkit‚Ä¶ https://t.co/qVSJLJD8V0",2015-05-22
"Made to give shade. http://t.co/G2JLdNmNlP http://t.co/38mkra52lN",2015-05-22
"#Ì†ΩÌ∫ô #loveloft https://t.co/vu8k13YRfB",2015-05-21
"When you just can‚Äôt make a decision‚Ä¶#loveloft

liketoknow.it #liketkit http://t.co/vIjCgKnndA https://t.co/tosDhL8Rhg",2015-05-21
"You enjoy 20% off. We donate 90% of your Cares Card purchase to @StJude. Find out how: http://t.co/m0U2tv8rPw http://t.co/EOKzamho59",2015-05-20
"What kind of traveler are you? Take the quiz so we can help you pack. http://t.co/ew4uP6YOiU http://t.co/TGugTIQtmY",2015-05-20
"Everyday is beach day. Shop LOFT Swim: http://t.co/G8iPuvgSMW http://t.co/2yUolIYAd3",2015-05-19
"Think we need one of each, don't you? #loveloft https://t.co/iY5jwDcNbj",2015-05-19
"Almost as good as a candy necklace (almost) #Ì†ºÌΩ¨ #loveloft

liketoknow.it #liketkit http://t.co/mE7lLvVi2o https://t.co/4bswb2c1Id",2015-05-18
"Now extended online: First Look Event. 40% off new arrivals (and everything else). http://t.co/kehturraeC",2015-05-18
"Soak up the sun in lush florals and bold brights. http://t.co/NR7NLPdx5M http://t.co/S430bZAt3C",2015-05-18
"Did you know that no family ever pays @StJude for anything? Learn how you can help: http://t.co/cd5Cl3vr0j http://t.co/EH29T0QheR",2015-05-18
"Final hours! Shop 40% off everything during our First Look Event: http://t.co/ZrXSSvNdYh",2015-05-17
"Sunday strolls. #loveloft

liketoknow.it #liketkit http://t.co/iCTX2bVerX https://t.co/XAhSsSYRSK",2015-05-17
"Last day to shop 40% off everything during our First Look Event: http://t.co/jOTLxrGWr8 http://t.co/yZgwAbVnqu",2015-05-17
"Showing off our sporty side. #loveloft

liketoknow.it #liketkit http://t.co/wM63HNVCCz https://t.co/eQDYNRG35A",2015-05-16
"Did you hear? 40% off everything during our First Look Event: http://t.co/fwcxp1IC9c",2015-05-16
"Set your sights on our latest styles. Shop 40% off everything during our First Look Event: http://t.co/p18Ci4wvJs http://t.co/gz1eibSrJ8",2015-05-16
"We‚Äôre all about breezy summer scarves. #loveloft

liketoknow.it #liketkit http://t.co/nHFKATf5HK https://t.co/9yobsyokOV",2015-05-15
"Did you know that we donate 90% of the LOFT Cares Card purchase to @StJude? Find out how to get yours here: http://t.co/17SjpStOwq",2015-05-15
"When the calendar says spring, but the weather isn‚Äôt on the same page‚Ä¶ Shop jackets: http://t.co/fOMaC3QpE1 http://t.co/HdWOZC25Zg",2015-05-15
"Fingers crossed. #loveloft

liketoknow.it #liketkit http://t.co/3Y6Z9CZD2V https://t.co/gXD4VWNLfi",2015-05-14
"Thanks to faithpierce, we know what we'll be wearing tomorrow. #loveloft #regram

liketoknow.it‚Ä¶ https://t.co/XNW1fqqsG5",2015-05-13
"Fresh new slides. #loveloft

liketoknow.it #liketkit http://t.co/sx8VFKxlEt https://t.co/w90EoapykJ",2015-05-13
"Meet Kendall from our Editorial department behind the scenes at LOFT. Her favorite things? A popped‚Ä¶ https://t.co/jtF5TFNkmX",2015-05-12
"Summer starts here. Shop the monthly edit: http://t.co/ayHCMePN87",2015-05-12
